N	3gram	Losev_Dial_2	Hudozhes
1	о том что	4	9
2	и т п	2	8
3	то же время	4	8
4	в то же	3	8
5	в том что	6	6
6	в самом деле	3	4
7	к тому что	1	4
8	с точки зрения	8	3
9	в этом отношении	1	3
10	в связи с	4	3
11	та или иная	2	3
12	тем не менее	2	3
13	и т д	15	3
14	том что в	1	2
15	только потому что	1	2
16	о том как	1	2
17	того или иного	1	2
18	мы уже знаем	3	2
19	до сих пор	2	2
20	то и другое	1	2
21	ту или иную	1	2
22	как раз в	1	2
23	не только в	2	2
24	так или иначе	2	2
25	не в том	1	2
26	связи с этим	1	2
27	не может быть	3	2
28	речь идет о	1	2
29	потому что он	2	1
30	самого начала есть	1	1
31	не может не	3	1
32	одних и тех	1	1
33	уже знаем что	1	1
34	что она не	1	1
35	а в конце	1	1
36	том смысле как	1	1
37	я никогда не	1	1
38	он не умеет	1	1
39	на самом деле	1	1
40	но при этом	1	1
41	в этом смысле	1	1
42	том что он	1	1
43	то же самое	2	1
44	одной стороны и	1	1
45	таит в себе	1	1
46	же как и	1	1
47	может быть только	2	1
48	и в этом	1	1
49	от личности и	1	1
50	и то и	1	1
51	в таком случае	3	1
52	и в то	1	1
53	с самого начала	2	1
54	сами по себе	3	1
55	более или менее	2	1
56	и та же	4	1
57	с ним в	1	1
58	на самом же	1	1
59	в себе и	1	1
60	того и другого	1	1
61	ни с какой	1	1
62	в частности к	1	1
63	как и все	2	1
64	и тех же	1	1
65	тому и другому	1	1
66	в это время	1	1
67	личности в ее	1	1
68	содержит в себе	3	1
69	не потому что	6	1
70	в конце концов	1	1
71	можно сказать почти	1	1
72	в том как	1	1
73	том как он	1	1
74	приводит к тому	1	1
75	в нем не	1	1
76	и из нее	1	1
77	мы уже говорили	1	1
78	в том и	1	1
79	во всяком случае	2	1
80	одна и та	4	1
81	не только на	1	1
82	оно все равно	1	1
83	жизни так и	1	1
84	самом же деле	1	1
85	при всей своей	1	1
86	в свое время	1	1
87	не только потому	1	1
88	личности с ее	1	1
89	в данном случае	2	1
90	это еще не	1	1
91	как будто бы	3	1
92	по себе а	1	1
93	то что мы	1	1
94	она в самом	1	1
95	но все же	1	1
96	прежде всего это	1	1
97	за то что	1	1
98	среди всех этих	1	1
99	все же не	1	1
100	в том смысле	4	1
101	с одной стороны	1	1
102	же как мы	1	1
103	друг с другом	1	1
104	во многих отношениях	1	1
105	и как будто	1	1
106	она не может	1	1
107	на первый взгляд	1	1
108	воли и чувства	1	1
109	не в этом	1	1
110	в своей жизни	1	1
