N	3gram	Tiupa_Lite_3	Problema
1	о том что	4	9
2	с точки зрения	3	8
3	в том что	4	8
4	в связи с	1	7
5	тем не менее	1	5
6	с другой стороны	2	5
7	что иное как	1	3
8	и то что	1	3
9	может быть только	1	3
10	вместе с тем	1	3
11	и в частности	2	3
12	с одной стороны	4	3
13	как будто бы	1	3
14	не что иное	1	3
15	это уже не	1	2
16	по отношению к	4	2
17	в том числе	3	2
18	бы то ни	2	2
19	но и в	2	2
20	в данном случае	4	2
21	не может быть	3	2
22	на то что	2	2
23	для того чтобы	1	2
24	хотя и не	1	1
25	то что я	2	1
26	так и остается	1	1
27	не только по	1	1
28	точки зрения которого	1	1
29	не говоря уже	4	1
30	на самом деле	1	1
31	в самом деле	2	1
32	о том как	1	1
33	имеется в виду	1	1
34	потому что не	2	1
35	жизни в ее	1	1
36	не удивительно что	2	1
37	между тем как	1	1
38	в этом отношении	5	1
39	по аналогии с	1	1
40	том числе и	2	1
41	но это не	1	1
42	с тех пор	1	1
43	говоря уже о	3	1
44	с этой точки	1	1
45	ту или иную	1	1
46	в истинном смысле	1	1
47	что когда-то он	1	1
48	едва ли не	1	1
49	означает не что	1	1
50	как раз в	1	1
51	не только в	2	1
52	то ни было	2	1
53	вслед за ним	1	1
54	на первый взгляд	1	1
55	состоит в том	2	1
56	обращаясь к своим	1	1
57	так или иначе	2	1
58	содержит в себе	1	1
59	у него не	1	1
60	и в том	1	1
61	что несмотря на	1	1
62	этой точки зрения	1	1
63	числе и в	1	1
64	то же время	7	1
65	в конце этой	1	1
66	все же остается	1	1
67	и вместе с	2	1
68	это и есть	1	1
69	по своей воле	1	1
70	вопрос о том	1	1
71	той или иной	2	1
72	но еще и	1	1
73	в то же	7	1
74	он все еще	1	1
75	сама по себе	1	1
76	но не только	1	1
77	к тому же	5	1
78	и для всего	1	1
