N	2gram	Vinokur_St_3	Vladivir
1	и в	25	40
2	то что	12	28
3	не только	12	25
4	и не	10	25
5	у него	9	24
6	то есть	2	24
7	том что	15	18
8	в том	20	18
9	но и	9	18
10	еще и	1	18
11	также и	1	17
12	что в	19	17
13	в этом	24	16
14	в его	12	14
15	так что	11	14
16	не может	7	14
17	в виде	3	13
18	точки зрения	7	13
19	вовсе не	2	13
20	вл соловьевым	1	13
21	только в	6	13
22	в конце	6	12
23	даже и	1	12
24	а именно	1	12
25	сказать что	4	12
26	никогда не	2	11
27	потому что	5	11
28	таким образом	10	11
29	о том	8	11
30	в году	5	10
31	не просто	2	10
32	ни в	5	10
33	тем не	2	10
34	и его	3	10
35	то это	1	10
36	прежде всего	10	10
37	как раз	3	10
38	это есть	4	10
39	и то	1	9
40	уже не	3	9
41	что это	16	9
42	и с	4	9
43	в своей	4	9
44	не менее	2	9
45	что же	1	9
46	как мы	2	8
47	в своем	1	8
48	в этой	14	8
49	он не	5	8
50	не был	2	8
51	и что	3	8
52	а также	4	8
53	для него	3	8
54	может быть	19	8
55	а не	5	8
56	так же	1	8
57	и как	1	7
58	и если	3	7
59	что все	3	7
60	с тем	4	7
61	как и	4	7
62	несмотря на	3	7
63	в то	7	7
64	что и	1	7
65	того что	5	7
66	так как	3	7
67	в те	1	7
68	вместе с	2	7
69	к тому	2	7
70	а в	6	7
71	в своих	8	7
72	смысле слова	1	6
73	и на	6	6
74	кроме того	3	6
75	то в	4	6
76	не мог	2	6
77	с точки	4	6
78	по себе	1	6
79	иной раз	1	6
80	в смысле	4	6
81	и это	5	6
82	так и	5	6
83	об этом	5	6
84	и здесь	3	6
85	если не	1	6
86	xix века	4	6
87	это значит	1	6
88	но это	4	6
89	хотя бы	1	6
90	отношения к	1	5
91	в ней	4	5
92	в истории	1	5
93	более или	1	5
94	все эти	3	5
95	можно было	1	5
96	же касается	1	5
97	можно считать	1	5
98	должно быть	1	5
99	или менее	1	5
100	в отношении	2	5
101	дело в	1	5
102	тем что	19	5
103	для нас	1	5
104	ничего не	4	5
105	у нас	4	5
106	для себя	1	5
107	с другой	5	5
108	в древнем	1	5
109	конце концов	3	5
110	что он	19	5
111	в одном	1	5
112	не было	4	5
113	в данном	1	5
114	между прочим	3	5
115	в самом	2	4
116	то же	5	4
117	что если	2	4
118	и о	1	4
119	вопрос о	1	4
120	еще не	2	4
121	но не	2	4
122	то он	2	4
123	все же	4	4
124	но в	5	4
125	на то	5	4
126	было бы	7	4
127	чем в	1	4
128	такой же	2	4
129	в котором	5	4
130	даже в	1	4
131	тому что	3	4
132	не имеет	2	4
133	или как	1	4
134	в каком	4	4
135	только при	1	4
136	то время	4	4
137	в дальнейшем	1	4
138	она была	1	4
139	по мнению	3	4
140	при помощи	2	4
141	от того	2	4
142	а с	2	4
143	говорит о	1	4
144	до конца	3	4
145	однако и	1	4
146	и все	1	4
147	с м	1	4
148	в течение	4	4
149	такого рода	5	4
150	по существу	1	4
151	в результате	2	4
152	возникает вопрос	1	4
153	есть и	1	4
154	на самом	1	3
155	мы имеем	5	3
156	с большим	1	3
157	здесь не	1	3
158	в чем	4	3
159	не все	1	3
160	себе отчет	2	3
161	за пределы	1	3
162	независимо от	5	3
163	и у	2	3
164	уже в	3	3
165	из этих	6	3
166	в нем	1	3
167	в россии	6	3
168	является не	1	3
169	но все	2	3
170	в качестве	4	3
171	это было	8	3
172	это не	7	3
173	этом смысле	4	3
174	этого не	1	3
175	не больше	1	3
176	нисколько не	1	3
177	разного рода	1	3
178	не столько	2	3
179	не в	6	3
180	что этот	3	3
181	этих трех	2	3
182	что есть	1	3
183	того чтобы	1	3
184	он мог	1	3
185	тех кто	1	3
186	все то	1	3
187	в духе	2	3
188	отличается от	4	3
189	него как	1	3
190	в абсолютном	1	3
191	году в	1	3
192	в виду	2	3
193	с каким	1	3
194	смысле но	1	3
195	то как	1	3
196	если бы	4	3
197	и вообще	1	3
198	находится в	1	3
199	к нему	4	3
200	что здесь	4	3
201	как нечто	1	3
202	и тем	4	3
203	по этому	3	3
204	с одной	2	3
205	вот что	3	3
206	мы знаем	1	3
207	не так	3	3
208	всяком случае	4	3
209	и только	2	3
210	именно в	1	3
211	в связи	3	3
212	мы видели	1	3
213	одной стороны	3	3
214	как бы	6	3
215	же самое	1	3
216	но для	1	3
217	и для	4	3
218	нельзя сказать	3	3
219	собственно говоря	1	3
