N	2gram	Losev_Prob_3	Tvorches
1	и в	44	20
2	и т	13	13
3	не только	14	13
4	т д	13	11
5	никогда не	6	11
6	как бы	9	11
7	таким образом	9	10
8	в то	9	10
9	в его	9	10
10	и его	5	9
11	там же	1	9
12	и не	35	9
13	при этом	4	8
14	и с	9	8
15	в том	21	8
16	может быть	28	8
17	в этом	17	8
18	прежде всего	3	8
19	но и	10	8
20	то же	13	7
21	это не	9	7
22	представление о	1	7
23	потому что	25	7
24	не может	7	7
25	что в	8	7
26	в целом	6	6
27	как и	10	6
28	в своей	5	6
29	что он	9	6
30	так и	10	6
31	в конце	5	6
32	у него	1	6
33	именно в	2	6
34	а не	18	6
35	все это	5	6
36	например в	1	5
37	еще не	5	5
38	и на	1	5
39	но не	3	5
40	все же	6	5
41	в этой	3	5
42	и сам	5	5
43	то есть	34	5
44	о том	6	5
45	и даже	14	5
46	но это	8	5
47	так же	5	5
48	мы не	7	4
49	все эти	7	4
50	что они	5	4
51	отнюдь не	10	4
52	как в	5	4
53	хотя и	5	4
54	когда он	2	4
55	но в	12	4
56	не в	13	4
57	в дальнейшем	1	4
58	на его	1	4
59	что она	1	4
60	что у	3	4
61	об этом	3	4
62	если бы	3	4
63	тем самым	5	4
64	а а	1	4
65	ничего не	3	4
66	в известной	2	4
67	в чем	4	4
68	в душе	1	4
69	а в	5	4
70	если не	3	4
71	и потому	7	4
72	в терминах	1	4
73	и от	9	4
74	героя в	2	4
75	том что	12	4
76	но у	1	4
77	одним из	1	3
78	же как	3	3
79	по мнению	2	3
80	с большим	2	3
81	он сам	4	3
82	а с	2	3
83	по сути	1	3
84	в себе	8	3
85	в нем	9	3
86	он не	8	3
87	у пушкина	6	3
88	в образе	1	3
89	так например	1	3
90	его в	3	3
91	но уже	3	3
92	в самом	3	3
93	в котором	2	3
94	в их	2	3
95	в которых	3	3
96	своего рода	1	3
97	заставляет нас	2	3
98	тем что	4	3
99	казалось бы	1	3
100	и это	9	3
101	быть может	1	3
102	с ним	7	3
103	до сих	2	3
104	в античной	1	3
105	этот вопрос	3	3
106	уже не	7	3
107	в начале	2	3
108	для него	3	3
109	так как	9	3
110	то что	23	3
111	что не	1	3
112	в свете	1	3
113	вместе с	2	3
114	сути дела	1	3
115	главного героя	1	3
116	с этой	3	3
117	сих пор	2	3
118	нет ничего	6	3
119	не является	11	3
120	своих героев	2	3
121	д в	1	3
122	в своих	1	3
123	к этому	1	3
124	в таком	5	3
125	не должны	1	2
126	относится и	2	2
127	таком случае	4	2
128	самом деле	3	2
129	от этой	1	2
130	и есть	5	2
131	говорить о	3	2
132	со своими	1	2
133	и он	1	2
134	в ее	4	2
135	тут же	4	2
136	во что	1	2
137	так что	12	2
138	в истории	1	2
139	и поэтому	1	2
140	имеет в	1	2
141	в этот	1	2
142	но эта	3	2
143	в которой	2	2
144	из жизни	1	2
145	в литературном	1	2
146	бы не	1	2
147	тоже не	5	2
148	тому же	1	2
149	во многих	1	2
150	но ведь	1	2
