N	3gram	Propp_Russ_2	KulturaY
1	и т д	5	14
2	в том что	18	10
3	можно было бы	1	9
4	для того чтобы	6	8
5	с другой стороны	1	7
6	во всяком случае	1	5
7	тем не менее	2	5
8	не может быть	3	4
9	в этом отношении	1	3
10	потому что он	1	2
11	в этом случае	6	2
12	до некоторой степени	1	2
13	вместе с тем	4	2
14	может быть только	2	2
15	дело не в	1	2
16	так же как	4	2
17	в отличие от	3	2
18	т е на	1	2
19	и в том	1	2
20	в свою очередь	1	2
21	можно сказать что	1	2
22	на то что	1	2
23	к этому же	1	1
24	том что в	1	1
25	было бы говорить	1	1
26	состоит в том	13	1
27	иметь в виду	1	1
28	дело в том	1	1
29	собою как бы	1	1
30	по его мнению	1	1
31	что за этим	1	1
32	в настоящее время	1	1
33	т е не	1	1
34	одна из основных	1	1
35	как это имеет	1	1
36	так как оно	1	1
37	не оставляет сомнений	1	1
38	но все это	1	1
39	и должен был	1	1
40	в своей книге	2	1
41	на этом же	1	1
42	для этой цели	2	1
43	в первую очередь	1	1
44	а так как	1	1
45	и другие попытки	1	1
46	состоит не в	1	1
47	но это не	1	1
48	т д а	1	1
49	может быть не	1	1
50	и несмотря на	1	1
51	но может быть	1	1
52	и в других	4	1
53	может быть и	1	1
54	это не было	1	1
55	то время как	1	1
56	т е в	5	1
57	в данном случае	6	1
58	с одной стороны	2	1
59	смысле этого слова	1	1
60	нужно иметь в	1	1
61	своей книге о	1	1
62	это имеет место	1	1
63	оставляет сомнений в	1	1
64	у нас нет	1	1
65	в виду что	1	1
66	но не только	1	1
67	т е как	1	1
68	нужно было бы	1	1
69	в то время	2	1
70	в том чтобы	2	1
71	как и в	1	1
72	он был бы	1	1
73	о том что	4	1
74	и все это	1	1
75	в связь с	1	1
76	то и дело	2	1
77	что иное как	2	1
78	могут рассматриваться как	1	1
79	это выражение в	1	1
80	сюда же относится	1	1
81	после того как	2	1
82	сомнений в их	1	1
83	не что иное	2	1
84	таким образом в	1	1
85	что без таких	1	1
86	это имело место	1	1
87	только тогда когда	3	1
88	как мы видели	1	1
