N	2gram	Potebnia_M_3	Marksizm
1	точки зрения	2	34
2	может быть	28	26
3	и не	15	26
4	не может	6	24
5	с точки	1	20
6	и в	30	19
7	и его	4	19
8	таким образом	14	17
9	в этом	10	16
10	как бы	3	15
11	в процессе	1	14
12	языка в	5	14
13	как мы	7	13
14	языка и	2	13
15	прежде всего	3	13
16	как и	10	12
17	если мы	1	11
18	так и	11	11
19	связи с	2	11
20	самом деле	2	10
21	в нем	9	10
22	в слове	32	10
23	ни было	1	10
24	и т.п	1	10
25	в самом	8	10
26	лишь в	1	9
27	только в	21	9
28	для него	9	9
29	в результате	1	9
30	бы то	1	8
31	все же	2	8
32	не только	21	8
33	при этом	3	8
34	друг друга	3	8
35	до сих	3	8
36	но и	19	8
37	сих пор	3	8
38	то что	18	8
39	во всех	1	7
40	в ее	2	7
41	но в	1	7
42	все эти	1	7
43	то же	23	7
44	в каждом	3	7
45	а не	15	7
46	так же	3	7
47	так сказать	2	6
48	мы не	9	6
49	ничего не	1	6
50	и здесь	1	6
51	в его	4	6
52	в том	32	6
53	в смысле	4	6
54	другой стороны	4	6
55	того же	1	6
56	знак и	1	5
57	отличие от	1	5
58	конечно не	1	5
59	по преимуществу	1	5
60	входит в	2	5
61	может стать	2	5
62	языка для	1	5
63	не в	15	5
64	того чтобы	3	5
65	ничего общего	2	5
66	те же	6	5
67	как ее	2	5
68	и все	3	5
69	ясно что	1	5
70	в начале	3	5
71	вовсе не	7	5
72	с другой	7	5
73	за пределы	2	5
74	именно в	3	5
75	настоящего времени	1	5
76	мы знаем	1	5
77	и потому	4	5
78	к этому	3	5
79	во всяком	1	5
80	что слово	7	4
81	вопрос о	1	4
82	и на	3	4
83	нет и	1	4
84	чем же	1	4
85	как в	10	4
86	так называемая	1	4
87	не будем	1	4
88	и тот	2	4
89	к одному	5	4
90	здесь мы	1	4
91	не будет	3	4
92	было бы	9	4
93	не столько	2	4
94	мысли и	2	4
95	не менее	5	4
96	по себе	16	4
97	не является	1	4
98	сознания говорящего	1	4
99	в ней	8	4
100	с самого	1	4
101	в языке	7	4
102	язык в	1	4
103	язык есть	2	4
104	еще не	5	4
105	только на	3	4
106	слово как	5	4
107	от того	8	4
108	для того	4	4
109	далеко не	4	4
110	и между	4	4
111	с этим	6	4
112	в данном	1	4
113	что же	2	4
114	и внешнего	1	4
115	тот же	1	4
116	а в	12	4
117	отношении к	2	4
118	жизни в	1	4
119	между ними	1	4
120	и эта	1	4
121	сказать что	5	4
122	что в	17	4
123	формы и	1	3
124	на самом	1	3
125	он может	1	3
126	и есть	3	3
127	в нашу	1	3
128	действительности и	3	3
129	а как	2	3
130	имеет свою	1	3
131	в сущности	1	3
132	оно ни	2	3
133	по отношению	5	3
134	один и	1	3
135	в истории	1	3
136	общего с	1	3
137	целый ряд	2	3
138	и как	5	3
139	в первом	3	3
140	в которой	3	3
141	в корне	1	3
142	но все	2	3
143	его в	3	3
144	от одного	1	3
145	но именно	1	3
146	он не	4	3
147	смысле совокупности	1	3
148	том что	18	3
149	места в	1	3
150	эта последняя	2	3
151	в своей	2	3
152	и ее	1	3
153	в котором	4	3
154	место в	3	3
155	речи в	1	3
156	в то	10	3
157	не имеет	6	3
158	на язык	1	3
159	же время	5	3
160	этом отношении	2	3
161	в области	2	3
162	не могут	5	3
163	же самое	1	3
164	не есть	17	3
165	и это	4	3
166	не существует	3	3
167	только при	2	3
168	понятно что	1	3
169	сводится к	1	3
170	одного из	1	3
171	для говорящего	3	3
172	можно сказать	3	3
173	с другими	5	3
174	и следовательно	3	3
175	внутреннего и	1	3
176	того что	18	3
177	одной из	2	3
178	в какой	2	3
179	между тем	9	3
180	не дает	2	3
181	из них	6	3
182	в систему	1	3
183	лишь для	1	3
184	в каком	5	3
185	не было	4	3
186	на этот	1	3
187	все это	4	3
188	к другой	3	3
189	какого бы	1	3
190	смысле этого	7	3
191	слова и	5	3
192	и от	4	3
193	сознания и	1	3
194	слово в	4	3
195	и при	4	3
196	мы должны	4	3
197	первом случае	2	3
198	они еще	1	3
199	это и	2	3
200	одним из	1	2
201	не остается	1	2
202	все остальное	1	2
203	языка между	1	2
204	мы уже	2	2
205	той же	2	2
206	со всех	1	2
207	содержания в	2	2
208	таком случае	2	2
209	и он	1	2
210	всех сторон	1	2
211	свою очередь	3	2
212	именно эти	2	2
213	не найдем	1	2
214	быть в	1	2
215	в чем	3	2
216	может осуществиться	1	2
217	одним словом	2	2
218	что язык	2	2
219	явлений и	2	2
220	не все	4	2
221	себе и	1	2
222	сама по	2	2
223	в одной	1	2
224	в своем	5	2
225	все остальные	3	2
226	мы тем	1	2
227	может получить	1	2
228	его к	2	2
229	в действительности	5	2
230	от этого	2	2
231	то в	1	2
232	существует лишь	1	2
233	формы в	1	2
234	из этих	9	2
235	в себе	16	2
236	как он	1	2
237	как оно	1	2
238	тем не	3	2
239	должна быть	1	2
240	в понимании	1	2
241	не как	2	2
242	из виду	2	2
243	одной и	4	2
244	из него	2	2
245	от нее	2	2
