N	3gram	Tiupa_Anal_2	Myslijsy
1	в том что	6	16
2	и то же	1	5
3	по отношению к	4	5
4	по крайней мере	3	5
5	одно и то	1	5
6	а в том	1	5
7	то же время	2	5
8	в то же	2	5
9	с другой стороны	2	4
10	но и в	1	4
11	не только в	2	4
12	более или менее	1	3
13	одним и тем	1	3
14	и тем же	1	3
15	с одной стороны	4	3
16	в свою очередь	1	3
17	в том смысле	1	3
18	тем не менее	3	3
19	не может быть	1	3
20	а между тем	1	2
21	подобно тому как	3	2
22	в таком случае	2	2
23	в этом отношении	3	2
24	нельзя сказать что	1	2
25	как и в	3	2
26	и в самом	2	2
27	не только не	2	2
28	можно сказать что	1	2
29	к тому что	1	2
30	упускать из виду	1	2
31	сама по себе	1	2
32	почти то же	1	2
33	в себе не	1	2
34	и в словах	1	1
35	том смысле что	1	1
36	в эту минуту	1	1
37	в свое время	1	1
38	тем более в	1	1
39	в самом деле	1	1
40	те же самые	1	1
41	то же самое	1	1
42	потому что я	1	1
43	а тем более	1	1
44	сами по себе	1	1
45	то есть вне	1	1
46	и если бы	1	1
47	так что все	1	1
48	в противном случае	1	1
49	значении этого слова	1	1
50	со всех сторон	1	1
51	то и другое	1	1
52	и тем что	1	1
53	и то что	2	1
54	в таких случаях	1	1
55	в данном случае	5	1
56	в действительности и	1	1
57	из виду что	1	1
58	в нас самих	1	1
59	и тот же	1	1
60	так или иначе	1	1
61	так и на	1	1
62	носит в себе	1	1
63	вообще но и	1	1
64	нас а в	1	1
65	уже не к	1	1
66	до такой степени	1	1
67	языка и в	1	1
68	в каждом отдельном	1	1
69	только то что	1	1
70	другие но и	1	1
71	заключается в том	1	1
72	и тем самым	2	1
73	о том что	6	1
74	на то что	2	1
75	тому как мы	1	1
76	один из многих	1	1
77	слова или точнее	1	1
78	из них не	1	1
79	друг с другом	1	1
80	что одно и	1	1
81	а в нас	1	1
82	к тому же	4	1
83	на наш взгляд	1	1
84	с другой и	1	1
