N	2gram	Tiupa_Hudo_2	DiskursI
1	в себе	9	19
2	при этом	11	17
3	в этом	13	16
4	как и	11	16
5	состоит в	7	16
6	и в	28	16
7	в качестве	4	16
8	может быть	8	16
9	и не	18	15
10	а не	14	14
11	то есть	1	12
12	и т.п	1	12
13	в частности	7	12
14	тогда как	7	11
15	но в	2	11
16	представляет собой	1	11
17	в мире	7	11
18	но и	9	11
19	со стороны	3	10
20	не только	11	10
21	том что	19	10
22	своего рода	16	10
23	так и	8	9
24	не может	4	9
25	такого рода	1	9
26	как в	5	8
27	в том	15	8
28	а также	2	8
29	но не	4	7
30	в данном	2	7
31	картины мира	1	7
32	в нем	3	7
33	не менее	5	7
34	при всей	1	7
35	прежде всего	3	7
36	то же	6	6
37	еще не	3	6
38	с его	5	6
39	данном случае	2	6
40	себя в	8	6
41	отнюдь не	2	6
42	все же	2	6
43	в своей	6	6
44	тем самым	2	6
45	по своей	1	6
46	анекдота и	1	6
47	в своих	1	6
48	и на	3	5
49	в своем	5	5
50	в то	6	5
51	с другой	3	5
52	же время	4	5
53	что в	5	5
54	для него	5	5
55	то что	6	5
56	а с	3	5
57	я в	1	5
58	героя в	1	5
59	я и	6	4
60	в рассказе	21	4
61	и то	2	4
62	разумеется не	1	4
63	по отношению	7	4
64	в этой	5	4
65	роль в	2	4
66	человека в	4	4
67	с позиции	1	4
68	в основе	2	4
69	потому что	2	4
70	этом отношении	1	4
71	о том	12	4
72	в пределах	1	4
73	времени в	1	4
74	с одной	3	4
75	одно из	5	4
76	в одном	3	4
77	одной стороны	3	4
78	художественного целого	5	4
79	как бы	5	4
80	рассказа как	1	4
81	не является	2	4
82	мира и	1	4
83	точки зрения	2	4
84	к этому	1	4
85	отношению к	7	4
86	можно назвать	1	4
87	также и	1	3
88	например в	1	3
89	чего не	2	3
90	в строгом	2	3
91	и ее	3	3
92	принадлежит к	1	3
93	жизненной позиции	1	3
94	столь же	3	3
95	к жизни	1	3
96	перед нами	11	3
97	все эти	1	3
98	всей своей	1	3
99	из этих	2	3
100	он не	4	3
101	из виду	1	3
102	не следует	1	3
103	в другом	2	3
104	его в	2	3
105	это не	6	3
106	[...] в	2	3
107	соответствии с	3	3
108	жизни но	1	3
109	в этих	3	3
110	в котором	6	3
111	не столько	2	3
112	одном из	1	3
113	не в	13	3
114	в тексте	5	3
115	об одном	1	3
116	той или	1	3
117	в анекдоте	1	3
118	мысль о	2	3
119	приводит к	2	3
120	[...] а	2	3
121	еще в	1	3
122	в его	11	3
123	только в	4	3
124	субъекта в	1	3
125	и его	5	3
126	уже не	10	3
127	из них	2	3
128	присутствия в	1	3
129	в них	3	3
130	или иной	2	3
131	очевидным образом	1	3
132	не было	6	3
133	не знает	1	3
134	в творчестве	1	3
135	как будто	4	3
136	иначе говоря	1	3
137	в контексте	2	3
138	можно сказать	6	3
139	но это	1	3
140	в пределе	1	3
141	и все	7	3
142	жизни в	7	3
143	жизни а	1	3
144	жизни и	6	3
145	как на	2	3
146	же как	2	2
147	о любви	2	2
148	и это	3	2
149	перед лицом	1	2
150	по преимуществу	3	2
151	характер как	1	2
152	являет собой	2	2
153	той же	2	2
154	для осмысления	1	2
155	место в	2	2
156	говорить о	2	2
157	жизни как	5	2
158	в ней	3	2
159	мы имеем	1	2
160	не нужно	1	2
161	установку на	1	2
162	всякий раз	3	2
163	значении этого	1	2
164	легко может	1	2
165	к которой	1	2
166	чехова в	2	2
167	отношение к	2	2
168	более чем	2	2
169	оказывается не	1	2
170	дистанция между	1	2
171	собственно и	1	2
172	как уже	2	2
173	в футляре	4	2
174	отношения между	1	2
175	не более	2	2
176	строгом значении	1	2
177	рассказа в	4	2
178	по словам	1	2
179	в принципе	2	2
180	свое время	1	2
181	подобно тому	4	2
182	личности в	3	2
183	содержит в	1	2
184	от лат	1	2
185	и с	6	2
186	а позднее	1	2
187	который по	1	2
188	рассказ в	1	2
189	все это	3	2
190	несет в	1	2
191	этом случае	1	2
192	в ходе	1	2
193	переходе от	1	2
194	с точки	2	2
195	содержание рассказа	1	2
196	пока еще	3	2
197	обращение к	1	2
198	их в	1	2
199	зрелого чехова	1	2
200	дело в	1	2
201	чем не	1	2
202	никогда не	5	2
203	жизни не	2	2
204	чеховского творчества	2	2
205	и другого	1	2
206	со своим	3	2
207	сводится к	6	2
208	не столь	1	2
209	что на	3	2
210	в области	1	2
211	жизнью и	1	2
212	для себя	6	2
213	с ее	5	2
214	но при	3	2
215	здесь не	2	2
216	по сути	1	2
217	в себя	1	2
218	времени и	1	2
219	не с	2	2
220	между тем	8	2
221	что и	4	2
222	другого в	1	2
223	системы персонажей	1	2
224	индивидуального бытия	1	2
225	себя с	2	2
226	и одновременно	1	2
227	значении термина	1	2
228	который не	1	2
229	слова не	1	2
230	миропорядка как	1	2
231	к своим	1	2
232	не о	1	2
233	на примере	1	2
234	именно в	2	2
235	в соответствии	3	2
236	человеческой жизни	6	2
237	вместе с	2	2
238	о чем	8	2
239	в той	1	2
240	или иного	2	2
241	тому как	4	2
242	что же	2	2
243	а потом	1	2
244	в ряду	2	2
245	я с	2	2
246	в полном	1	2
247	и для	2	2
248	сверхличной заданностью	1	2
249	интерес к	1	2
250	на языке	1	2
251	ключом к	1	2
252	а в	6	2
253	образ человека	1	2
254	с ней	1	2
255	другой стороны	1	2
256	что он	8	2
257	себе самому	1	2
258	и состоит	3	2
259	это в	1	2
260	продолжающейся жизни	1	1
261	рассказа читателю	1	1
262	одним из	1	1
263	чтобы не	3	1
264	а между	4	1
265	самом деле	3	1
266	тех же	1	1
267	это и	1	1
268	в чужой	2	1
269	жизни этот	1	1
270	на деле	1	1
271	словесности а	1	1
272	в первом	2	1
273	в даме	5	1
274	к другому	1	1
275	на две	1	1
276	другой жизни	1	1
277	к рассказу	1	1
278	жизни здесь	1	1
279	чехов в	1	1
280	не умирает	1	1
281	на материале	1	1
282	мы не	1	1
283	с собачкой	9	1
284	моя жизнь	1	1
285	я оказывается	1	1
286	не была	1	1
287	перерастает в	1	1
288	в сущности	1	1
289	а для	2	1
290	как было	1	1
291	я не	7	1
292	они были	2	1
293	ему в	2	1
294	этого термина	1	1
295	похожая на	1	1
296	при сохранении	1	1
297	самого героя	1	1
298	жизни это	1	1
299	из ее	1	1
300	героев в	1	1
301	это время	1	1
302	не иметь	1	1
303	а другие	1	1
304	двух или	1	1
305	он был	1	1
306	он сам	2	1
307	людей в	2	1
308	упускать из	1	1
309	бы то	1	1
310	я на	1	1
311	характер и	2	1
312	во всех	1	1
313	в сюжете	1	1
314	тем как	2	1
315	иного рода	1	1
316	и реплики	1	1
317	во внешнем	1	1
318	в ее	18	1
319	о смерти	3	1
320	отдельного человека	3	1
321	точка зрения	1	1
322	не то	1	1
323	в сторону	1	1
324	стратегии он	1	1
325	к богу	1	1
326	если в	2	1
327	эта особенность	1	1
328	конечном счете	3	1
329	ответ на	2	1
330	xix столетия	1	1
331	человеческих отношений	2	1
332	которая не	1	1
333	следующей фразой	1	1
334	произведение не	1	1
335	не просто	1	1
336	друг от	1	1
337	за пределы	1	1
338	в одной	1	1
339	себя знать	1	1
340	ней в	1	1
341	такова же	1	1
342	состава действующих	1	1
343	немалой степени	1	1
344	это отнюдь	1	1
345	собственным смыслом	1	1
346	хотя и	1	1
347	одного текста	1	1
348	дает себя	1	1
349	к числу	2	1
350	себе не	1	1
351	своим истоком	1	1
352	человеческая жизнь	1	1
353	то в	4	1
354	со своей	2	1
355	в самом	5	1
356	себе как	1	1
357	истины и	1	1
358	в которой	1	1
359	ни один	1	1
360	как некий	1	1
361	счастья и	1	1
