N	3gram	Vygotskiy__1	Psycholo
1	в том что	15	17
2	для того чтобы	15	13
3	в самом деле	2	11
4	с точки зрения	18	10
5	заключается в том	6	10
6	не может быть	5	8
7	с таким образом	3	8
8	так же точно	9	7
9	на то что	3	6
10	то же самое	3	6
11	на самом деле	1	5
12	до сих пор	4	5
13	в этом отношении	4	5
14	и той же	2	4
15	сам по себе	3	4
16	в сущности говоря	2	4
17	можно было бы	3	4
18	так же как	5	4
19	в данном случае	2	4
20	тем не менее	1	4
21	о том что	6	4
22	одной и той	2	4
23	в том виде	1	3
24	том что он	2	3
25	точно так же	1	3
26	в том чтобы	3	3
27	в конце концов	1	3
28	же точно как	1	3
29	в то время	5	3
30	само по себе	1	3
31	в конечном счете	1	3
32	таким образом и	2	3
33	том что в	2	2
34	состоит в том	1	2
35	и не может	1	2
36	что он не	1	2
37	как и в	1	2
38	остается ничего другого	2	2
39	на этот вопрос	2	2
40	и тем что	1	2
41	и то что	1	2
42	ничего другого как	2	2
43	того чтобы заметить	1	2
44	то время как	4	2
45	по сравнению с	5	2
46	сам собой напрашивается	1	2
47	указывает на то	2	2
48	столько же сколько	1	2
49	все более и	2	2
50	не остается ничего	3	2
51	во всяком случае	3	2
52	этой точки зрения	1	2
53	в этой области	1	2
54	и таким образом	2	2
55	того чтобы показать	2	2
56	надо сказать что	1	2
57	то же время	2	2
58	прямо говорит что	2	2
59	в своих построениях	1	2
60	что в этой	1	2
61	в свою очередь	3	2
62	и никогда не	1	2
63	это значит что	1	2
64	с другой стороны	9	2
65	в жизни и	1	2
66	в то же	2	2
67	заключает в себе	1	2
68	более и более	2	2
69	к тому что	3	2
70	на то как	1	2
71	то же что	1	2
72	же точно и	1	2
73	и т д	1	2
74	приводит его к	1	1
75	не в состоянии	2	1
76	и до наших	1	1
77	всегда и постоянно	1	1
78	в силу того	1	1
79	в психологическом отношении	1	1
80	относительно того что	1	1
81	само собой разумеется	1	1
82	деле стоит только	1	1
83	в чем же	1	1
84	же точно в	1	1
85	еще яснее это	1	1
86	потому что в	1	1
87	самом деле стоит	1	1
88	в этом смысле	1	1
89	чтобы показать как	1	1
90	же как и	4	1
91	в свете этих	1	1
92	чтобы показать что	1	1
93	он прямо говорит	1	1
94	между тем в	1	1
95	и для всех	1	1
96	говорит он что	2	1
97	в зависимости от	2	1
98	в чем заключается	1	1
99	в отличие от	1	1
100	но и в	1	1
101	с все эти	1	1
102	аналогично тому как	1	1
103	только то что	1	1
104	точно как в	1	1
105	что не только	1	1
106	тогда когда он	1	1
107	с тем чтобы	1	1
108	при переходе от	2	1
109	кроме того что	1	1
110	на каждом шагу	1	1
111	и значение в	1	1
112	а с другой	2	1
113	когда он в	1	1
114	за пределы простого	1	1
115	по самому своему	1	1
116	но и как	1	1
117	с этой точки	1	1
118	по крайней мере	1	1
119	как если бы	2	1
120	силу того что	1	1
121	вместе с тем	5	1
122	быть столь же	1	1
123	полном согласии с	1	1
124	и вот этот	1	1
125	жизни и в	1	1
126	одно и то	2	1
127	и в частности	2	1
128	но и это	1	1
129	потому что он	1	1
130	все решительно проявления	1	1
131	от того что	2	1
132	едва ли не	1	1
133	чтобы убедиться в	2	1
134	к нулю и	1	1
135	приводит к тому	2	1
136	с но если	1	1
137	с одной стороны	8	1
138	на другом материале	1	1
139	говорит один из	1	1
140	и то же	2	1
141	все больше и	1	1
142	приходит к выводу	3	1
143	благодаря тому что	2	1
144	того чтобы объяснить	1	1
145	не зависящего от	1	1
146	отличают его от	1	1
147	которые могут быть	1	1
148	того чтобы сделать	1	1
149	из этого факта	2	1
150	ответ на этот	2	1
151	тем что в	1	1
152	совершенно сходную с	1	1
153	образом и на	1	1
154	вместо того чтобы	2	1
155	до наших дней	1	1
156	в основе этого	1	1
157	мы могли бы	5	1
158	друг с другом	4	1
159	во всех своих	1	1
160	к действительности не	1	1
161	собой разумеется что	1	1
162	же сколько и	1	1
163	то обстоятельство что	1	1
164	то что мы	1	1
165	того факта что	2	1
166	не только ее	1	1
167	всего того что	1	1
168	из этого исходит	1	1
169	входящих в ее	1	1
170	приближается к нулю	1	1
171	и тем самым	3	1
172	к выводу что	4	1
173	с самого начала	8	1
174	не только не	1	1
175	чтобы заметить что	1	1
176	мы думаем что	1	1
177	лежащим в основе	1	1
178	с помощью которых	1	1
179	в каком они	1	1
180	что оба эти	1	1
181	на основании этого	2	1
182	можно сказать что	4	1
183	с тем и	1	1
184	речи но и	1	1
185	говорит что в	1	1
186	этих двух основных	1	1
187	друг от друга	3	1
188	на всем протяжении	2	1
189	больше и больше	1	1
190	то что и	1	1
191	с между тем	1	1
192	уже что в	1	1
193	в полном согласии	1	1
194	вне всякого сомнения	1	1
195	там где дело	1	1
196	сказать что все	1	1
197	мы начинаем понимать	1	1
198	относится не к	1	1
199	в высшей степени	4	1
200	так как он	2	1
201	которые отличают его	1	1
202	и представить себе	1	1
203	и постоянно от	1	1
204	кислород и водород	1	1
205	тот факт что	1	1
