N	3gram	Losev_Prob_4	Tvorches
1	в романах достоевского	1	12
2	и т д	3	11
3	преступлении и наказании	1	10
4	в преступлении и	1	10
5	в то же	2	7
6	в братьях карамазовых	1	6
7	легенда о великом	1	3
8	до сих пор	1	3
9	о великом инквизиторе	1	3
10	и не может	1	2
11	в таком случае	1	2
12	и в то	1	2
13	по самой своей	1	2
14	по крайней мере	6	2
15	так же как	1	2
16	во всяком случае	4	2
17	с другой стороны	6	2
18	так и в	1	2
19	и т п	1	2
20	о том что	3	2
21	у достоевского нет	1	2
22	в том что	8	2
23	мы не замечаем	1	1
24	в чем не	1	1
25	хотя и не	2	1
26	и без этого	1	1
27	ничего не говорит	1	1
28	и всякого рода	1	1
29	дело в том	1	1
30	русской классической литературы	1	1
31	и потому что	1	1
32	в том числе	1	1
33	о том как	1	1
34	т д и	1	1
35	же как и	1	1
36	в нем и	1	1
37	униженные и оскорбленные	1	1
38	сами по себе	2	1
39	в первую очередь	1	1
40	а может быть	1	1
41	униженных и оскорбленных	1	1
42	можно было бы	4	1
43	точно так же	3	1
44	не то что	1	1
45	только потому что	1	1
46	после убийства старухи	1	1
47	в том смысле	2	1
48	только то что	1	1
49	в прямом и	1	1
50	как будто бы	2	1
51	войне и мире	1	1
52	в чем же	1	1
53	в известном смысле	1	1
54	у достоевского не	1	1
55	не только для	2	1
56	нам представляется что	2	1
57	в свою очередь	1	1
58	той или иной	11	1
59	в связи с	3	1
60	это не значит	1	1
61	к тому же	2	1
62	жизни то есть	1	1
63	в то время	2	1
64	того или иного	3	1
65	ни в чем	1	1
66	том что этот	1	1
67	д и т	1	1
68	том смысле что	1	1
69	это и есть	1	1
70	другой стороны и	1	1
71	то что не	1	1
72	ничего общего с	2	1
73	с самого начала	1	1
74	человеческой истории в	1	1
75	но отнюдь не	1	1
76	именно потому что	1	1
77	том числе и	1	1
78	эпох человеческой истории	1	1
79	художественный образ и	1	1
80	содержит в себе	8	1
81	это не просто	2	1
82	не значит что	1	1
83	и прежде всего	2	1
84	в предисловии к	1	1
85	как и в	1	1
