N	3gram	Losev_Prob_2	Literetu
1	в то же	4	9
2	не может быть	3	7
3	с одной стороны	5	6
4	в том что	4	5
5	с другой стороны	5	4
6	в этом отношении	1	3
7	в данном случае	5	3
8	о том что	14	2
9	не говоря уже	4	2
10	подобно тому как	2	2
11	в этом случае	7	2
12	говоря уже о	4	2
13	по крайней мере	6	2
14	это прежде всего	1	2
15	и то же	1	2
16	в свое время	1	2
17	в том числе	2	2
18	тем не менее	12	2
19	однако и в	1	1
20	том что в	2	1
21	а в конце	1	1
22	каждый из которых	1	1
23	но и не	2	1
24	но то что	1	1
25	но даже и	1	1
26	то же самое	5	1
27	одной стороны и	3	1
28	он не может	1	1
29	как же можно	1	1
30	и для всех	1	1
31	и не может	1	1
32	вообще может быть	1	1
33	вместе с тем	1	1
34	бы то ни	2	1
35	а так как	1	1
36	только то что	3	1
37	том числе и	2	1
38	можно было бы	2	1
39	до тех пор	4	1
40	ни одно слово	1	1
41	и вовсе не	4	1
42	и то что	7	1
43	и в то	1	1
44	даже и не	2	1
45	ничего общего с	2	1
46	и представляет собой	1	1
47	в конце концов	7	1
48	имеет ничего общего	2	1
49	по нашему мнению	1	1
50	в нашем случае	1	1
51	решение вопроса о	1	1
52	так и от	1	1
53	не имеет ничего	2	1
54	с тем чтобы	1	1
55	а в том	1	1
56	в частности в	2	1
57	мы не можем	1	1
58	что может быть	1	1
59	имея в виду	2	1
60	на самом деле	2	1
61	то есть в	2	1
62	не только не	2	1
63	одно слово не	1	1
64	и прежде всего	2	1
65	той или иной	1	1
66	то ни было	1	1
67	как и сам	1	1
68	и находится в	1	1
69	а с другой	1	1
70	во многих отношениях	1	1
71	вовсе не является	3	1
72	для того чтобы	2	1
73	всего мира в	1	1
