N	2gram	Propp_Isto_1	TeoriaLi
1	не только	12	18
2	в качестве	5	17
3	и не	9	16
4	а в	7	14
5	и в	28	13
6	в частности	2	13
7	так и	9	12
8	может быть	25	12
9	в этом	8	11
10	представляет собой	4	11
11	при этом	3	11
12	в том	9	11
13	но не	5	10
14	и его	3	10
15	в тексте	1	10
16	а не	15	10
17	то же	12	9
18	в его	5	9
19	по отношению	3	8
20	такого рода	1	8
21	своего рода	1	8
22	сводится к	1	8
23	но и	10	8
24	отношению к	3	8
25	что в	12	8
26	отличие от	2	7
27	в себе	2	7
28	том что	7	7
29	в отличие	2	7
30	в то	3	7
31	по своей	2	7
32	только в	11	7
33	себя в	2	7
34	как это	3	7
35	еще не	7	6
36	но в	8	6
37	в русской	2	6
38	как бы	2	6
39	мы имеем	13	5
40	в рамках	2	5
41	в своем	5	5
42	он не	2	5
43	того или	1	5
44	как и	4	5
45	не в	9	5
46	однако в	2	5
47	в нем	2	5
48	в ее	2	5
49	в пределах	4	5
50	а также	1	5
51	между тем	2	5
52	уже не	3	5
53	с другой	6	5
54	как в	2	5
55	или иного	1	5
56	я с	1	5
57	между ними	2	5
58	говорить о	1	4
59	как правило	4	4
60	хотя и	1	4
61	по пути	1	4
62	то что	9	4
63	в своей	1	4
64	в их	3	4
65	или менее	5	4
66	не менее	6	4
67	приводит к	2	4
68	в конечном	2	4
69	в форме	3	4
70	и ее	1	4
71	но он	1	4
72	не знает	5	4
73	сказать что	5	4
74	не может	15	4
75	более или	5	4
76	и то	1	3
77	например в	5	3
78	художественного произведения	1	3
79	а только	2	3
80	в сторону	1	3
81	не все	4	3
82	герой не	1	3
83	перед нами	3	3
84	и к	1	3
85	в противоположность	1	3
86	со своей	1	3
87	все эти	4	3
88	в нашем	1	3
89	в этой	6	3
90	он должен	2	3
91	и вот	2	3
92	и по	3	3
93	его в	6	3
94	этом смысле	1	3
95	в этих	7	3
96	тем не	6	3
97	в отношении	1	3
98	никогда не	14	3
99	как раз	2	3
100	потому что	4	3
101	другой стороны	5	3
102	так в	4	3
103	в другом	3	3
104	о ней	1	3
105	и что	10	3
106	того что	4	3
107	а с	2	3
108	для него	2	3
109	слова в	1	3
110	висит на	1	3
111	именно в	3	3
112	и др	7	3
113	прежде всего	10	3
114	в соответствии	1	3
115	и потому	2	3
116	этого слова	1	3
117	к которому	5	3
118	таким образом	8	3
119	или в	5	3
120	в основе	4	3
121	ни к	2	3
122	была бы	2	2
123	отношения к	2	2
124	и это	1	2
125	это и	1	2
126	тех или	1	2
127	и больше	1	2
128	но она	1	2
129	на себя	1	2
130	я не	3	2
131	в целом	2	2
132	между собой	4	2
133	чем это	4	2
134	но как	1	2
135	у него	1	2
136	что они	5	2
137	в противном	1	2
138	и как	2	2
139	это тоже	6	2
140	в которой	1	2
141	образом и	1	2
142	право на	2	2
143	рассказ о	1	2
144	противном случае	1	2
145	в году	1	2
146	или иных	1	2
147	здесь мы	7	2
148	могла бы	1	2
149	об этом	4	2
150	это не	7	2
151	и тем	2	2
152	соответствии с	1	2
153	вовсе не	2	2
154	и некоторые	1	2
155	от себя	1	2
156	их в	5	2
157	по себе	3	2
158	даже в	4	2
159	и притом	1	2
160	дело не	5	2
161	мышления и	1	2
162	вытекает из	1	2
163	имеем дело	1	2
164	как будто	4	2
165	и для	4	2
166	здесь не	4	2
167	в себя	1	2
168	не с	3	2
169	мы в	2	2
170	если бы	8	2
171	в виду	1	2
172	и здесь	7	2
173	о том	9	2
174	в глаза	1	2
175	это было	2	2
176	восходит к	5	2
177	во всех	2	2
178	однако с	1	2
179	вслед за	6	2
180	говорит в	2	2
181	к числу	1	2
182	в сказании	2	2
183	с одной	4	2
184	оказывается в	1	2
185	в большинстве	4	2
186	или иным	1	2
187	в конце	1	2
188	во всей	2	2
189	и даже	4	2
190	со стороны	2	2
191	в области	2	2
192	а именно	4	2
193	одной стороны	4	2
194	не на	2	2
195	сближение но	1	2
196	вместе с	6	2
197	так же	7	2
198	из которых	3	2
199	к жизни	1	2
200	могут быть	4	2
201	к тому	6	2
202	совершенно иной	1	2
203	собственно говоря	1	2
204	одной из	2	2
205	имеет в	1	2
206	что он	10	2
207	в роли	1	2
208	можно говорить	1	1
209	также что	1	1
210	те же	1	1
211	неотделима от	1	1
212	также и	3	1
213	начинается с	3	1
214	переходит к	1	1
215	связана с	1	1
216	совершает свои	1	1
217	а весь	1	1
218	и есть	1	1
219	тем же	1	1
220	в иных	1	1
221	и чрезвычайно	1	1
222	из его	1	1
223	едва ли	1	1
224	и должен	3	1
225	и ясный	1	1
226	одним из	2	1
227	же как	2	1
228	вопрос о	5	1
229	чтобы не	3	1
230	героя но	1	1
231	из дальнейшего	1	1
232	не вполне	2	1
233	на материал	2	1
234	и со	1	1
235	не знают	3	1
236	момент в	1	1
237	прозрачна и	1	1
238	и на	4	1
239	на них	2	1
240	частности оттенки	1	1
241	столь же	2	1
242	время в	1	1
243	бы то	2	1
244	иных случаях	1	1
245	совсем не	1	1
246	легко может	2	1
247	одной общей	1	1
248	или иное	1	1
249	на то	4	1
250	еще один	2	1
251	отнюдь не	1	1
252	в истории	1	1
253	себя за	1	1
254	независимо от	1	1
255	данного типа	1	1
256	родного дома	1	1
257	глубже чем	1	1
258	могли бы	3	1
259	целый ряд	1	1
260	как уже	2	1
261	то в	1	1
262	шире и	1	1
263	к чему	3	1
264	еще на	1	1
265	что это	8	1
266	не упоминается	1	1
267	за это	1	1
268	он в	2	1
269	из этих	1	1
270	одном случае	1	1
271	тоже не	2	1
272	контрастирующая с	1	1
273	говорят о	1	1
274	в лес	8	1
275	ее как	1	1
276	всей его	1	1
277	в наших	1	1
278	вследствие этого	2	1
279	духовной культуры	1	1
280	исходит из	3	1
281	что она	5	1
282	эта деталь	1	1
283	в реальной	1	1
284	ключ к	3	1
285	на одну	1	1
286	в понимании	1	1
287	в силу	5	1
288	по существу	5	1
289	в первом	1	1
290	у читателя	1	1
291	содержит в	1	1
292	и ситуации	1	1
293	подобно тому	1	1
294	говорит следующее	1	1
295	является не	1	1
296	именно это	2	1
297	по его	2	1
298	то ни	2	1
299	том случае	1	1
300	несколько иной	1	1
301	а по	2	1
302	времени и	1	1
303	большинстве случаев	4	1
304	второй половины	1	1
305	ответственность за	1	1
306	было бы	7	1
307	но их	1	1
308	должен был	3	1
309	жизни что	1	1
310	в них	1	1
311	нет в	2	1
312	с тем	4	1
313	не всегда	8	1
314	ведет к	2	1
315	в чистом	2	1
316	обратимся к	1	1
317	с я	1	1
318	перед собой	1	1
319	но если	2	1
320	таким же	1	1
321	в такой	2	1
322	это делает	1	1
323	в котором	3	1
324	себе а	1	1
325	не как	3	1
326	от его	1	1
327	друг другу	1	1
328	разные формы	1	1
329	без его	1	1
330	и более	1	1
331	в прошлом	1	1
332	собой и	1	1
333	с такими	1	1
334	и наоборот	1	1
335	необходимо для	1	1
336	случае мы	1	1
337	и вся	1	1
338	у нее	1	1
339	поэтому у	1	1
340	чистом виде	2	1
341	таких случаях	2	1
342	до известной	1	1
343	в таких	2	1
344	с которой	1	1
345	дело в	3	1
346	одна из	2	1
347	на себе	1	1
348	зрения не	1	1
349	каждый из	1	1
350	имеются и	1	1
351	в самой	1	1
352	это явление	2	1
353	с одним	1	1
354	этих случаях	2	1
355	связи с	4	1
356	ничто не	1	1
357	не по	2	1
358	окна и	2	1
359	бы несколько	1	1
360	в каком	1	1
361	однако это	3	1
362	ему не	1	1
363	трагедии софокла	1	1
364	у нас	1	1
365	очень часто	3	1
366	не могут	2	1
367	телу или	1	1
368	когда мы	2	1
369	ли не	1	1
370	значительной степени	1	1
371	всего что	1	1
372	в поле	1	1
373	указывает на	2	1
374	этом они	1	1
375	оно не	1	1
376	на это	2	1
377	быть назван	2	1
378	она не	1	1
379	говорит о	2	1
380	должен быть	3	1
381	из всего	1	1
382	как мы	3	1
383	у себя	2	1
384	а затем	2	1
385	того чтобы	1	1
386	меня в	1	1
387	это еще	1	1
388	на основе	5	1
389	к какой	1	1
390	мысль о	2	1
391	реальной действительности	1	1
392	только то	1	1
393	то время	3	1
394	с собой	1	1
395	можно было	5	1
396	на нее	2	1
397	здесь как	1	1
398	живет в	2	1
399	в композиции	2	1
400	вошел в	1	1
401	в новую	1	1
402	что от	2	1
403	именно такого	1	1
404	с героем	2	1
405	оказывается хозяйкой	1	1
406	для этого	3	1
407	с ним	2	1
408	означает что	4	1
409	мы рассмотрим	1	1
