N	2gram	Losev_Vlad_2	PoTuStor
1	может быть	7	17
2	и в	30	16
3	в этом	20	9
4	таким образом	3	9
5	прежде всего	6	9
6	и с	14	8
7	точки зрения	7	8
8	и его	6	8
9	не может	9	8
10	с его	4	7
11	не только	12	7
12	сказать что	11	7
13	я и	2	6
14	самом деле	1	6
15	конечно не	4	6
16	при этом	5	6
17	с точки	3	6
18	и это	3	6
19	для него	9	6
20	и к	6	6
21	еще не	1	5
22	в чем	2	5
23	отношение к	4	5
24	все эти	5	5
25	что такое	1	5
26	ни в	7	5
27	в него	1	5
28	как бы	5	5
29	и ее	1	4
30	и на	4	4
31	и наконец	4	4
32	но в	8	4
33	в этой	4	4
34	в нем	4	4
35	и может	2	4
36	его в	4	4
37	мысли и	2	4
38	все это	5	4
39	самого начала	1	4
40	как мы	11	4
41	с самого	1	4
42	так и	5	4
43	но мы	1	4
44	можно сказать	4	4
45	в его	11	4
46	только в	6	4
47	для всех	1	4
48	и их	1	4
49	так как	5	4
50	и даже	10	4
51	но и	8	4
52	и не	18	4
53	и все	7	4
54	хотя бы	3	4
55	если б	1	3
56	отношения к	3	3
57	тех же	1	3
58	едва ли	3	3
59	во всех	3	3
60	в общем	2	3
61	и есть	2	3
62	и как	3	3
63	учение о	3	3
64	и вот	3	3
65	их в	2	3
66	на этом	2	3
67	этом смысле	1	3
68	том что	12	3
69	во время	1	3
70	никаких оснований	1	3
71	сих пор	1	3
72	в одном	1	3
73	по крайней	4	3
74	и притом	2	3
75	до сих	1	3
76	те же	3	3
77	мира и	1	3
78	крайней мере	4	3
79	и она	2	3
80	в том	18	3
81	только на	1	3
82	мы знаем	4	3
83	всяком случае	6	3
84	даже не	1	3
85	в области	3	3
86	и др	1	3
87	вместе с	8	3
88	и потому	2	3
89	как это	7	3
90	в основном	5	3
91	что в	12	3
92	в этих	4	3
93	а в	11	3
94	то что	20	3
95	между ними	1	3
96	только как	1	3
97	жизни и	6	3
98	во всяком	6	3
99	нам кажется	3	2
100	в самом	2	2
101	и этот	1	2
102	мы уже	2	2
103	мы не	2	2
104	и о	4	2
105	говорить о	1	2
106	что можно	3	2
107	того же	5	2
108	из этих	3	2
109	совсем не	4	2
110	но как	1	2
111	нет и	1	2
112	меньше всего	1	2
113	него только	1	2
114	с этим	5	2
115	в этот	1	2
116	что это	4	2
117	он не	4	2
118	и по	2	2
119	в глубину	1	2
120	то же	4	2
121	по своему	2	2
122	связанных с	1	2
123	и мы	4	2
124	было бы	9	2
125	в жизни	1	2
126	кажется что	2	2
127	в них	3	2
128	всю жизнь	1	2
129	как и	5	2
130	между собою	1	2
131	на первый	2	2
132	в своей	5	2
133	не менее	7	2
134	никогда не	7	2
135	только и	3	2
136	и лишь	1	2
137	всей жизни	2	2
138	сводится к	1	2
139	здесь же	1	2
140	в каком	1	2
141	все то	1	2
142	не могут	1	2
143	не будет	1	2
144	только то	1	2
145	как с	1	2
146	быть может	1	2
147	для этого	1	2
148	и вообще	10	2
149	с ним	5	2
150	о том	4	2
151	другими словами	5	2
152	для нас	7	2
153	организма и	1	2
154	что и	3	2
155	что он	13	2
156	поэтому и	1	2
157	всех его	1	2
158	со всеми	1	2
159	с нею	1	2
160	если мы	1	2
161	в начале	4	2
162	на этих	3	2
163	в душе	1	2
164	и других	1	2
165	для меня	4	2
166	к ним	1	2
167	у него	19	2
168	что не	2	2
169	а на	1	2
170	не на	2	2
171	что мы	1	2
172	в частности	2	2
173	так же	4	2
174	в мир	1	2
175	чувства и	1	2
176	некоторые моменты	1	2
177	с этой	4	2
178	в свое	1	2
179	своей жизни	3	2
180	но это	4	2
181	от матери	1	2
182	и для	3	2
183	нет никаких	2	2
184	не есть	4	2
185	это делает	1	2
186	есть и	2	2
187	а может	1	2
188	ее в	1	2
189	к этому	6	2
190	во сне	2	2
191	можно назвать	2	2
192	они не	1	2
193	с новыми	1	1
194	говоря о	3	1
195	совершенно новой	1	1
196	мы здесь	1	1
197	его учениками	1	1
198	и то	5	1
199	обходиться без	1	1
200	своей первой	1	1
201	vi но	1	1
202	конечно с	1	1
203	культура не	1	1
204	смерть в	1	1
205	что эти	2	1
206	высшей степени	1	1
207	в году	24	1
208	его не	2	1
209	хорошо и	1	1
210	мы имеем	1	1
211	что между	1	1
212	что если	2	1
213	пока только	1	1
214	нам в	1	1
215	не слишком	1	1
216	а для	1	1
217	оно есть	1	1
218	я не	4	1
219	взял его	1	1
220	как я	2	1
221	но даже	1	1
222	эти термины	1	1
223	в ней	4	1
224	и самого	1	1
225	а другие	2	1
226	же нужно	2	1
227	он был	6	1
228	первый план	2	1
229	иное как	1	1
230	не был	2	1
231	его отношение	1	1
232	бы то	1	1
233	что его	4	1
234	этим не	1	1
235	но не	3	1
236	менее всего	1	1
237	понятной и	1	1
238	этого с	1	1
239	мы сейчас	3	1
240	право на	1	1
241	что они	1	1
242	в течение	5	1
243	же с	13	1
244	общего с	1	1
245	некоторое время	1	1
246	как нам	1	1
247	все же	9	1
248	прямо считает	1	1
249	хотя и	6	1
250	когда он	1	1
251	что по	1	1
252	шопенгауэра и	1	1
253	его к	1	1
254	это просто	1	1
255	этой цели	1	1
256	нас дальше	1	1
257	к чему	1	1
258	уже не	3	1
259	лежит на	1	1
260	та же	1	1
261	сказать о	3	1
262	в нашем	1	1
263	знаем в	1	1
264	как он	2	1
265	сказал я	1	1
266	во многих	2	1
267	человек не	2	1
268	на его	4	1
269	что она	1	1
270	главным образом	1	1
271	время и	1	1
272	борьбу с	1	1
273	но вместе	1	1
274	свое время	1	1
275	и единство	1	1
276	последнее слово	1	1
277	по его	1	1
278	от нее	1	1
279	то ни	1	1
280	а то	2	1
281	что мир	1	1
282	той же	4	1
283	воспоминаний о	3	1
284	на все	2	1
285	где оно	1	1
286	лишь в	1	1
287	это было	4	1
288	чувства к	1	1
289	в свой	1	1
290	мы сказали	2	1
291	которая была	1	1
292	для них	1	1
293	и представить	2	1
294	него чисто	1	1
295	с тем	2	1
296	несмотря на	4	1
297	уже у	1	1
298	друга в	1	1
299	все моменты	1	1
