N	2gram	Bakhtin_Fr_1	Analitik
1	не только	10	22
2	и в	65	18
3	как и	5	14
4	так и	10	14
5	в этом	15	14
6	и его	10	13
7	но и	10	13
8	том что	6	12
9	и не	22	12
10	в частности	5	12
11	при этом	6	11
12	то есть	45	10
13	как бы	22	10
14	что в	3	9
15	может быть	6	9
16	со стороны	1	9
17	а не	1	9
18	в том	16	9
19	с его	5	8
20	своего рода	1	8
21	и даже	8	8
22	по отношению	1	7
23	как раз	3	7
24	в его	9	7
25	с другой	3	7
26	во второй	2	7
27	но не	2	7
28	отношению к	1	7
29	еще не	6	6
30	в этой	4	6
31	он не	2	6
32	в их	4	6
33	не в	4	6
34	к тому	2	6
35	для него	5	6
36	о том	2	6
37	в начале	1	6
38	мы имеем	1	5
39	как нам	1	5
40	в самом	4	5
41	лишь в	1	5
42	или иной	5	5
43	в сущности	16	5
44	что и	1	5
45	между тем	5	5
46	уже не	3	5
47	в конце	1	5
48	никогда не	6	5
49	и т.п	17	5
50	прежде всего	11	5
51	не является	3	5
52	в результате	1	5
53	другой стороны	1	5
54	принадлежит к	1	4
55	и на	11	4
56	а и	1	4
57	что он	3	4
58	в своем	8	4
59	и как	1	4
60	что по	1	4
61	и к	4	4
62	приводит к	2	4
63	по себе	1	4
64	тем самым	1	4
65	в одном	5	4
66	ли не	1	4
67	не менее	1	4
68	в пределах	1	4
69	шекспира и	4	4
70	и сам	1	4
71	можно сказать	2	4
72	далеко не	3	4
73	о чем	1	4
74	все же	6	4
75	здесь и	4	3
76	по его	3	3
77	который в	1	3
78	мы не	1	3
79	говорить о	1	3
80	в целом	2	3
81	уже в	1	3
82	здесь не	1	3
83	но как	3	3
84	как в	5	3
85	с этим	1	3
86	что касается	1	3
87	из этих	2	3
88	с их	5	3
89	роль в	2	3
90	тому же	1	3
91	литературных произведений	1	3
92	нашего времени	1	3
93	в году	6	3
94	то же	1	3
95	его в	7	3
96	лишь на	1	3
97	точки зрения	7	3
98	и без	2	3
99	не столько	1	3
100	все это	9	3
101	до известной	1	3
102	в то	1	3
103	ничего не	3	3
104	же время	1	3
105	той или	5	3
106	в ее	3	3
107	в произведении	1	3
108	так в	1	3
109	жизнь и	1	3
110	именно в	1	3
111	было бы	1	3
112	во всем	2	3
113	этом отношении	3	3
114	в особенности	2	3
115	еще и	5	3
116	что не	2	3
117	не было	1	3
118	однако и	1	3
119	он и	3	3
120	его как	1	3
121	как это	1	3
122	к жизни	2	3
123	пока еще	1	3
124	известной степени	1	3
125	восходящая к	2	3
126	миропорядка и	1	3
127	к этому	1	3
128	только к	1	2
129	отношения к	2	2
130	например в	2	2
131	самом деле	3	2
132	от своей	1	2
133	по преимуществу	1	2
134	и он	2	2
135	в ней	6	2
136	во всех	9	2
137	в общем	4	2
138	отличие от	5	2
139	это и	1	2
140	как к	1	2
141	нам кажется	2	2
142	как уже	1	2
143	но в	14	2
144	в противоположность	2	2
145	все эти	10	2
146	в тех	3	2
147	в себе	3	2
148	не могла	1	2
149	так сказать	4	2
150	на его	2	2
151	в нем	13	2
152	о которой	1	2
153	видеть в	2	2
154	и вот	2	2
155	свое время	2	2
156	и по	2	2
157	значительной степени	2	2
158	могла бы	1	2
159	входит в	4	2
160	это не	3	2
161	с самим	1	2
162	в жизни	4	2
163	в них	5	2
164	о которых	1	2
165	несмотря на	2	2
166	с точки	3	2
167	в отличие	4	2
168	но они	1	2
169	даже в	3	2
170	чистом виде	1	2
171	вплоть до	1	2
172	дело в	2	2
173	одна из	1	2
174	которого он	1	2
175	по своей	3	2
176	сводится к	1	2
177	здесь явственно	1	2
178	могут быть	2	2
179	в себя	3	2
180	в дальнейшем	8	2
181	те же	1	2
182	поэтому в	2	2
183	об этом	1	2
184	и здесь	3	2
185	на примере	1	2
186	в глаза	1	2
187	в новую	1	2
188	в значительной	6	2
189	в форме	3	2
190	дистанция между	1	2
191	один из	1	2
192	но с	2	2
193	только в	7	2
194	и ее	1	2
195	с одной	2	2
196	все они	1	2
197	для всех	1	2
198	с нею	1	2
199	в большинстве	2	2
200	всяком случае	1	2
201	не для	2	2
202	тем что	1	2
203	это по	1	2
204	одной стороны	2	2
205	и прежде	3	2
206	в романе	2	2
207	говорит о	1	2
208	там где	1	2
209	что мы	2	2
210	связь с	5	2
211	не может	3	2
212	и потому	10	2
213	по своему	8	2
214	в той	5	2
215	да и	2	2
216	в контексте	1	2
217	ни для	1	2
218	и для	2	2
219	картине мира	3	2
220	и от	2	2
221	мира и	4	2
222	хотя и	2	2
223	и все	5	2
224	же в	2	2
225	в готовом	1	2
226	то что	3	2
227	сказать что	6	2
228	совершенно не	4	2
229	себе самому	2	2
230	в свое	2	2
231	в искусстве	3	2
232	явственно обнаруживается	1	2
233	во всяком	1	2
234	а между	1	1
235	произведения но	1	1
236	речь идет	1	1
237	говоря о	1	1
238	человека и	1	1
239	связана с	5	1
240	на самом	6	1
241	в чужой	2	1
242	из самых	1	1
243	и до	4	1
244	на две	1	1
245	жизни здесь	3	1
246	есть на	1	1
247	мы уже	12	1
248	и само	2	1
249	на первом	1	1
250	и смеховой	1	1
251	тоже можно	1	1
252	план в	1	1
253	бы ни	2	1
254	мы и	3	1
255	в таком	2	1
256	целое и	1	1
257	он был	2	1
258	время в	2	1
259	непосредственно после	1	1
260	мы будем	3	1
261	таковы и	1	1
262	этого мотива	1	1
263	человеческих отношений	2	1
264	уже как	1	1
265	вступают в	1	1
266	отношение к	4	1
267	были глубоко	2	1
268	друг от	1	1
269	за пределы	8	1
270	к литературе	1	1
271	одном из	1	1
272	из уст	1	1
273	не два	1	1
274	к обновлению	1	1
275	в полном	1	1
276	говорит что	1	1
277	самом начале	1	1
278	мир и	3	1
279	имеет в	1	1
280	и свою	1	1
281	от этого	1	1
282	моментов в	1	1
283	для которого	1	1
284	и у	6	1
285	идет не	1	1
286	же самой	1	1
287	вытесненные из	1	1
288	без учета	1	1
289	в известном	1	1
290	раз в	1	1
291	частности с	1	1
292	всю систему	1	1
293	во многих	2	1
294	на то	1	1
295	частности и	1	1
296	в свет	1	1
297	во-вторых они	1	1
298	к миру	1	1
299	они в	2	1
300	и еще	4	1
301	поэтому оно	1	1
302	именно такова	1	1
303	но дело	1	1
304	серьезность и	1	1
305	от других	1	1
306	человека в	1	1
307	здесь мы	1	1
308	а затем	2	1
309	тем в	1	1
310	и может	1	1
311	связанных с	1	1
312	бы быть	2	1
313	сущности не	1	1
314	слов о	2	1
315	большинстве случаев	2	1
316	это было	2	1
317	есть и	1	1
318	по мысли	1	1
319	но от	1	1
320	отражение в	1	1
321	отсюда и	1	1
322	рядом с	5	1
323	внешнего мира	1	1
324	в общей	1	1
325	как об	1	1
326	мировой литературы	5	1
327	а за	1	1
328	остается в	1	1
329	всех этих	8	1
330	или к	2	1
331	на таких	1	1
332	в эту	1	1
333	не выдерживает	1	1
334	от своего	2	1
335	в своей	5	1
336	индивидуальной жизни	1	1
337	к истории	1	1
338	это делает	1	1
339	книге в	1	1
340	всей мировой	1	1
341	разного рода	3	1
342	живота и	1	1
343	место в	1	1
344	мысли и	4	1
345	далеки от	1	1
346	остается вне	1	1
347	времени не	1	1
348	что было	1	1
349	по ту	1	1
350	далека от	1	1
351	свобода и	1	1
352	на всю	4	1
353	ни были	1	1
354	так называемого	1	1
355	что мотив	1	1
356	с ним	3	1
357	от нас	1	1
358	принадлежат к	1	1
359	на него	2	1
360	в основе	8	1
361	совпадает с	1	1
362	отрешиться от	1	1
363	у него	1	1
364	того чтобы	1	1
365	не могло	1	1
366	мрачный и	1	1
367	многих отношениях	1	1
368	у шекспира	3	1
369	потому что	5	1
370	со своим	1	1
371	связи с	4	1
372	же слова	1	1
373	всей своей	1	1
374	у нас	1	1
375	не могут	3	1
376	своего становления	1	1
377	глубине своей	1	1
378	здесь пока	1	1
379	в наши	2	1
380	что при	1	1
381	дальнейшем мы	1	1
382	в применении	3	1
383	как мы	6	1
384	сегодня в	1	1
385	от друга	1	1
386	общения между	2	1
387	формы и	7	1
388	для всего	1	1
389	в организации	1	1
390	выше с	1	1
391	культуры и	8	1
392	преимуществу ночной	1	1
393	здесь как	1	1
394	особенно в	2	1
395	имени в	1	1
396	иногда в	1	1
397	раз не	1	1
398	здесь слово	1	1
399	и книги	1	1
400	они как	1	1
401	строго говоря	1	1
402	на них	2	1
403	и всякого	1	1
404	образом в	2	1
405	основе своей	2	1
406	самим собой	1	1
407	именно потому	1	1
408	искусства и	6	1
409	в состав	1	1
410	в самой	3	1
411	характер этого	1	1
412	т.п в	2	1
413	они принадлежат	1	1
414	под маской	1	1
415	все его	1	1
416	мы понимаем	1	1
417	этих двух	2	1
418	должно было	1	1
419	умения отрешиться	1	1
420	жизни но	2	1
421	от них	1	1
422	как жанр	1	1
423	а потому	1	1
424	отметить что	2	1
425	во всей	3	1
426	и только	1	1
427	на всех	4	1
428	выше в	1	1
429	резко отличается	1	1
430	его эстетической	1	1
431	того что	2	1
432	рассуждение о	1	1
433	и одновременно	5	1
434	всякого рода	1	1
435	новое рождение	1	1
436	одной из	1	1
437	с ними	1	1
438	например так	1	1
439	речевые жанры	1	1
440	и так	2	1
441	это образная	1	1
442	могилы и	1	1
443	литературе и	2	1
444	в уста	1	1
445	человека с	1	1
446	сколько в	1	1
447	есть в	5	1
448	завершение в	1	1
449	литературы в	2	1
450	этом что	1	1
451	по законам	1	1
452	смерть и	1	1
453	была чужда	1	1
454	совпадения с	1	1
455	или даже	2	1
456	все названные	1	1
457	его и	1	1
458	их как	1	1
459	одно из	6	1
460	и их	3	1
461	в современном	1	1
462	вовсе не	18	1
463	с этими	1	1
464	к ним	1	1
465	при всей	2	1
466	не о	1	1
467	ту сторону	1	1
468	случае не	1	1
469	прежнего времени	1	1
470	человек как	1	1
471	он так	2	1
472	нет в	1	1
473	и строго	1	1
474	лишь к	1	1
475	для того	1	1
476	что на	1	1
477	не формальный	1	1
478	до сих	4	1
479	связаны с	3	1
480	к которому	1	1
481	веселым и	1	1
482	наконец в	1	1
483	и др	24	1
484	себя и	1	1
485	только по	1	1
486	что им	1	1
487	превращается в	5	1
488	иначе в	1	1
489	он только	1	1
490	на этот	2	1
491	не знает	6	1
492	стремится к	1	1
493	эту концепцию	1	1
494	уже давно	1	1
495	его собственной	1	1
496	приобщение к	2	1
497	свое отражение	1	1
498	свое внимание	1	1
499	вероятно не	1	1
500	и большим	1	1
501	по нашему	1	1
502	мог быть	1	1
503	на фоне	3	1
504	все основные	1	1
505	но особенно	1	1
506	к себе	2	1
507	из которых	1	1
508	и мир	1	1
509	в область	1	1
510	за маской	2	1
511	в течение	1	1
512	применении к	3	1
513	нашего анализа	2	1
514	понятия о	1	1
515	в литературе	6	1
516	это его	2	1
517	в литературоведческой	1	1
518	отдельности и	1	1
519	жизнь второй	1	1
520	был в	1	1
