N	3gram	Tiupa_Disk_1	FransuaR
1	в следующей главе	1	6
2	о том что	5	5
3	то же время	4	5
4	в то же	3	5
5	с одной стороны	9	4
6	в большинстве случаев	1	4
7	большей или меньшей	2	3
8	в этом отношении	1	3
9	в большей или	1	3
10	и т.п но	3	3
11	до сих пор	1	3
12	во всех его	1	3
13	существенную роль в	3	2
14	и в особенности	2	2
15	одной стороны и	2	2
16	с точки зрения	1	2
17	или меньшей степени	1	2
18	в данном случае	2	2
19	это прежде всего	3	2
20	во всех этих	1	2
21	каждый из них	1	2
22	с другой стороны	3	2
23	хотя и в	2	2
24	и т.п и	1	2
25	то есть в	2	2
26	в том что	13	2
27	и прежде всего	1	2
28	в xvii веке	1	2
29	и того же	2	1
30	до наших дней	1	1
31	по отношению к	9	1
32	в основе своей	2	1
33	и строго отграниченная	1	1
34	том что в	2	1
35	дело в том	1	1
36	характера то есть	1	1
37	более или менее	2	1
38	в нем только	1	1
39	в своем собственном	1	1
40	свидетельствует о том	1	1
41	о том как	1	1
42	что же касается	2	1
43	в одной из	2	1
44	и не только	2	1
45	как и все	1	1
46	в строгом смысле	1	1
47	из того что	1	1
48	также и все	1	1
49	никогда не было	1	1
50	и что это	1	1
51	говорит о том	1	1
52	вместе с тем	1	1
53	именно здесь в	1	1
54	до известной степени	1	1
55	сам по себе	1	1
56	только то что	1	1
57	и тем же	1	1
58	и как бы	3	1
59	как и вообще	1	1
60	в xix веке	1	1
61	в связи с	1	1
62	а не как	1	1
63	с большей или	1	1
64	так и от	1	1
65	в целом ряде	1	1
66	не может быть	3	1
67	одним и тем	1	1
68	между собой и	1	1
69	в значительной степени	2	1
70	заключается в том	1	1
71	то есть все	1	1
72	он говорит и	1	1
73	как и всякий	1	1
74	до настоящего времени	1	1
75	не только в	2	1
76	той или иной	3	1
77	но все же	1	1
78	можно сказать что	2	1
79	в этом своем	2	1
80	одного и того	2	1
81	а с другой	3	1
82	тем более не	1	1
83	для правильного понимания	1	1
84	в истории европейских	1	1
85	и др на	1	1
86	том что он	1	1
