N	2gram	Vygotskiy__5	FransuaR
1	и в	16	29
2	таким образом	19	20
3	и не	12	16
4	в этой	6	13
5	и все	1	13
6	но в	6	12
7	как и	8	12
8	и т.п	1	12
9	и на	6	11
10	в этом	25	11
11	так и	7	11
12	то же	8	10
13	мы уже	1	10
14	не только	16	10
15	в то	5	10
16	как мы	10	10
17	все эти	4	9
18	и с	3	9
19	его в	2	9
20	в конце	1	9
21	вовсе не	2	9
22	но и	6	9
23	и его	3	8
24	в его	11	8
25	прежде всего	3	8
26	как бы	5	8
27	в них	2	7
28	мы видели	3	7
29	в том	18	7
30	так как	16	7
31	еще и	3	7
32	так же	15	7
33	в сущности	13	6
34	но он	7	6
35	здесь в	1	6
36	из них	2	6
37	это и	3	5
38	что это	1	5
39	в нем	7	5
40	в своей	2	5
41	до конца	3	5
42	уже говорили	1	5
43	рядом с	1	5
44	и о	1	5
45	это не	4	5
46	у него	6	5
47	сказать что	13	5
48	и по	4	5
49	того же	7	5
50	также и	1	4
51	связана с	1	4
52	на самом	1	4
53	и есть	7	4
54	в которой	5	4
55	еще не	4	4
56	с его	1	4
57	с помощью	10	4
58	в нашем	1	4
59	связанные с	6	4
60	точки зрения	18	4
61	но они	2	4
62	в плане	1	4
63	в результате	4	4
64	что он	25	4
65	тем что	5	4
66	связан с	1	4
67	с другой	4	4
68	по своему	3	4
69	только для	2	4
70	но это	3	4
71	все это	2	4
72	один из	1	4
73	перед нами	1	4
74	то что	26	4
75	жизни и	2	4
76	здесь и	1	3
77	той же	4	3
78	и здесь	2	3
79	в ней	2	3
80	в чем	3	3
81	но как	3	3
82	как к	1	3
83	в своем	5	3
84	и как	3	3
85	более или	1	3
86	то в	3	3
87	в себе	1	3
88	при этом	4	3
89	он не	8	3
90	для того	14	3
91	подобно тому	4	3
92	такой же	4	3
93	том что	15	3
94	или менее	1	3
95	образом и	1	3
96	вернемся к	1	3
97	самого начала	5	3
98	того чтобы	17	3
99	по своей	3	3
100	с ее	1	3
101	в ее	1	3
102	с самого	5	3
103	что у	2	3
104	известной мере	1	3
105	все остальные	1	3
106	образом в	2	3
107	к нему	3	3
108	слов и	2	3
109	все время	1	3
110	того что	16	3
111	с ними	1	3
112	в качестве	4	3
113	и они	1	3
114	и других	1	3
115	и их	4	3
116	в известной	3	3
117	том числе	1	3
118	мы можем	6	3
119	и даже	2	3
120	на эту	1	3
121	там где	1	3
122	с него	1	3
123	тому как	4	3
124	все же	3	3
125	что значит	3	3
126	мы видим	4	3
127	тот же	5	3
128	другой стороны	2	3
129	в частности	3	3
130	как известно	4	2
131	и то	4	2
132	с таким	3	2
