N	2gram	Tiupa_Narr_2	Problemy
1	и в	13	35
2	как бы	6	31
3	и не	14	27
4	что он	5	24
5	в его	6	21
6	но в	6	19
7	как и	4	18
8	к себе	7	18
9	не может	8	18
10	себе самому	5	18
11	о себе	1	17
12	к другому	2	16
13	в нем	5	16
14	то есть	9	16
15	то же	4	15
16	и все	4	15
17	в этом	13	14
18	и его	3	14
19	для него	4	14
20	может быть	10	14
21	но и	15	14
22	все это	1	14
23	он не	5	13
24	что я	3	13
25	к нему	1	13
26	с другим	2	13
27	и с	1	12
28	в другом	4	12
29	прежде всего	6	12
30	и к	6	12
31	в то	5	11
32	слова и	1	11
33	самом деле	3	10
34	не только	26	10
35	не в	8	10
36	же время	3	10
37	героя и	2	10
38	рассказа в	1	10
39	то что	8	10
40	а я	1	10
41	на самом	2	9
42	в отношении	1	9
43	ни одного	1	9
44	я не	5	8
45	все же	6	8
46	к герою	1	8
47	как мы	1	8
48	так и	9	8
49	и для	3	8
50	потому что	2	8
51	еще не	2	7
52	с его	3	7
53	себе и	2	7
54	и наконец	1	7
55	самим собой	3	7
56	таким образом	5	7
57	я сам	2	7
58	для себя	3	7
59	и сам	3	7
60	в виде	2	7
61	вовсе не	2	7
62	так же	2	7
63	что же	1	7
64	себя самого	1	7
65	точки зрения	5	7
66	с ним	4	7
67	а в	9	7
68	отношению к	5	7
69	он сам	2	6
70	но не	3	6
71	по отношению	5	6
72	отношение к	1	6
73	что они	3	6
74	в самом	2	6
75	что у	2	6
76	в плане	1	6
77	в слове	3	6
78	у меня	2	6
79	к тому	9	6
80	в одном	1	6
81	и что	2	6
82	только в	11	6
83	и т.п	6	6
84	но это	2	6
85	не знает	1	6
86	что в	4	6
87	как в	5	5
88	в себе	8	5
89	внутренней речи	3	5
90	на протяжении	5	5
91	я все	1	5
92	рассказчика и	1	5
93	знает и	1	5
94	от себя	1	5
95	в конце	4	5
96	во время	2	5
97	на него	5	5
98	себе самом	2	5
99	да и	3	5
100	в исповеди	1	5
101	в том	14	5
102	с ними	3	5
103	обращаться к	1	5
104	так что	1	5
105	и даже	3	5
106	к своему	2	5
107	как к	3	5
108	самому и	1	5
109	героя в	6	5
110	ведь и	1	4
111	в мире	4	4
112	в чем	2	4
113	что это	4	4
114	чужого сознания	1	4
115	все и	1	4
116	в своей	4	4
117	в такой	1	4
118	его отношение	1	4
119	но он	2	4
120	ли я	1	4
121	никогда не	6	4
122	и без	1	4
123	как раз	3	4
124	как будто	1	4
125	той или	3	4
126	где он	1	4
127	сознания и	1	4
128	еще в	1	4
129	все его	4	4
130	между тем	3	4
131	другого в	1	4
132	наконец в	1	4
133	все время	1	4
134	которым он	1	4
135	и так	1	4
136	и у	4	4
137	только на	2	4
138	не принимает	1	4
