N	2gram	Losev_Dial_4	Marksizm
1	может быть	17	28
2	и пр	9	25
3	и в	15	19
4	как бы	14	19
5	и не	30	19
6	в процессе	1	18
7	не может	11	18
8	точки зрения	14	17
9	то же	9	16
10	и его	7	16
11	как мы	1	15
12	в этом	11	15
13	в сущности	5	14
14	таким образом	5	14
15	лишь в	2	14
16	не только	8	13
17	с точки	9	13
18	связи с	1	13
19	в нем	5	11
20	если бы	6	11
21	вовсе не	6	11
22	не в	8	10
23	так и	5	10
24	но и	4	10
25	в пределах	1	10
26	том что	10	10
27	при этом	2	9
28	как и	7	9
29	в основе	10	9
30	это –	25	9
31	и чужой	1	9
32	а не	18	9
33	с его	5	8
34	в то	6	8
35	же время	6	8
36	только в	7	8
37	отнюдь не	4	8
38	не является	1	8
39	на самом	1	7
40	его в	1	7
41	и более	1	7
42	одна из	1	7
43	никогда не	2	7
44	в том	11	7
45	в языке	1	7
46	прежде всего	11	7
47	в связи	1	7
48	и для	5	7
49	но в	3	7
50	мы уже	3	6
51	во всех	2	6
52	и как	4	6
53	в самом	2	6
54	если мы	5	6
55	ни в	8	6
56	в смысле	5	6
57	того чтобы	5	6
58	для того	5	6
59	и следовательно	3	6
60	быть и	3	6
61	мы можем	3	6
62	– не	5	6
63	и все	11	6
64	хотя бы	4	6
65	в свою	3	6
66	смысле слова	1	5
67	к другому	1	5
68	и на	5	5
69	все же	2	5
70	то ни	4	5
71	в данном	3	5
72	в их	3	5
73	слово –	2	5
74	свою очередь	2	5
75	– и	4	5
76	и здесь	1	5
77	к нему	1	5
78	в его	4	5
79	отношении к	2	5
80	или иной	1	5
81	в той	1	5
82	в контексте	1	5
83	– вот	2	5
84	тем более	6	5
85	совершенно не	3	5
86	– как	5	5
87	к этому	3	5
88	так же	4	5
89	все те	1	4
90	должна быть	7	4
91	а как	2	4
92	категории и	2	4
93	и ее	8	4
94	вполне понятно	1	4
95	конечно не	2	4
96	в себе	8	4
97	на то	5	4
98	это не	12	4
99	было бы	9	4
100	и тем	6	4
101	мы видели	1	4
102	одного и	1	4
103	в отношении	2	4
104	ничего не	17	4
105	той или	4	4
106	в точном	1	4
107	того что	13	4
108	с ними	4	4
109	что он	7	4
110	речь в	1	4
111	в душе	1	4
112	и их	2	4
113	как раз	4	4
114	– в	15	4
115	– это	5	4
116	бы в	4	4
