N	2gram	Propp_Isto_5	Vladivir
1	и в	25	30
2	в этом	10	20
3	то что	7	20
4	у него	2	19
5	и не	11	18
6	в том	6	18
7	и с	3	14
8	что он	22	13
9	в конце	1	13
10	не только	13	12
11	том что	8	12
12	что в	8	12
13	как мы	5	11
14	в его	12	11
15	а в	3	11
16	сказать что	2	11
17	и вообще	3	10
18	а также	1	10
19	не было	1	10
20	и даже	1	10
21	все же	10	9
22	было бы	1	9
23	не в	6	9
24	в то	3	9
25	не может	6	9
26	для него	1	9
27	потому что	7	9
28	в своем	1	8
29	но в	1	8
30	связи с	8	8
31	но и	13	8
32	в связи	4	8
33	вместе с	22	8
34	которую он	1	7
35	точки зрения	2	7
36	никогда не	3	7
37	не менее	4	7
38	в эти	1	7
39	может быть	17	7
40	а не	2	7
41	как это	1	7
42	для нас	5	7
43	и все	3	7
44	также и	1	6
45	и к	1	6
46	в себе	1	6
47	об этом	2	6
48	тем не	4	6
49	и его	9	6
50	то время	1	6
51	только в	7	6
52	всяком случае	1	6
53	а именно	4	6
54	еще и	1	6
55	прежде всего	6	6
56	о чем	2	6
57	к этому	2	6
58	жизни и	2	6
59	во всяком	1	6
60	того же	2	5
61	и я	1	5
62	с этим	5	5
63	то в	2	5
64	все эти	8	5
65	при этом	1	5
66	как и	7	5
67	в своей	2	5
68	в котором	1	5
69	по себе	2	5
70	так как	11	5
71	в дальнейшем	4	5
72	это мы	1	5
73	с ним	4	5
74	другими словами	1	5
75	и что	8	5
76	того что	2	5
77	тот же	1	5
78	он уже	1	5
79	так что	2	5
80	в течение	2	5
81	как бы	2	5
82	в основном	4	5
83	все это	4	5
84	из этого	1	5
85	то же	4	4
86	той же	1	4
87	я не	1	4
88	то это	3	4
89	и он	6	4
90	в ней	5	4
91	и на	8	4
92	мы читаем	1	4
93	время в	2	4
94	что его	3	4
95	совсем не	1	4
96	отношение к	1	4
97	в которой	4	4
98	что это	5	4
99	в целом	3	4
100	в этой	3	4
101	и если	1	4
102	в нем	7	4
103	он не	4	4
104	его в	9	4
105	это было	2	4
106	и мы	2	4
107	несмотря на	2	4
108	мы знаем	8	4
109	в этих	6	4
110	мы должны	4	4
111	и о	1	4
112	здесь не	1	4
113	можно сказать	2	4
114	о том	7	4
115	конечно не	1	4
116	вовсе не	2	4
117	со стороны	2	4
118	после смерти	3	4
119	так же	5	4
120	в это	2	4
121	с этой	2	4
122	но это	7	4
123	н я	1	4
124	и наконец	1	4
125	него в	1	4
126	это время	2	4
127	едва ли	1	3
128	и вот	1	3
