N	3gram	Bakhtin_Fr_2	Psycholo
1	в том что	1	9
2	не может быть	4	8
3	на то что	1	8
4	в том чтобы	1	7
5	о том что	3	7
6	во всяком случае	2	6
7	подобно тому как	2	5
8	с другой стороны	3	5
9	с одной стороны	3	5
10	для того чтобы	1	5
11	как и в	1	4
12	только тогда когда	1	4
13	и той же	1	3
14	в художественном произведении	1	3
15	до сих пор	4	3
16	в собственном смысле	2	3
17	одной и той	1	3
18	в конце концов	1	3
19	не только не	1	3
20	в настоящее время	1	2
21	то есть к	1	2
22	в силу того	1	2
23	с точки зрения	5	2
24	в этом отношении	3	2
25	теми же самыми	1	2
26	в целом ряде	1	2
27	силу того что	1	2
28	всяком случае в	1	2
29	так и в	1	2
30	то есть в	1	2
31	на самом деле	1	2
32	мы видели что	1	2
33	но прежде всего	3	1
34	в прошлое и	1	1
35	еще далеко не	1	1
36	в чем же	1	1
37	в те времена	1	1
38	потому что в	1	1
39	и без всякого	1	1
40	дело в том	1	1
41	и в особенности	1	1
42	в том же	1	1
43	одной стороны и	1	1
44	и там где	1	1
45	как своего рода	1	1
46	по сравнению с	2	1
47	и во всех	3	1
48	выходит за пределы	1	1
49	в этом суждении	3	1
50	на точку зрения	1	1
51	ни в коем	1	1
52	то что в	1	1
53	в связи со	1	1
54	в значительной мере	1	1
55	а в области	1	1
56	и есть в	1	1
57	в коем случае	1	1
58	тот же предмет	1	1
59	в совершенно новую	1	1
60	как не может	1	1
61	не только в	5	1
62	в самом процессе	1	1
63	человека то есть	1	1
64	значение которое нужно	1	1
65	одну из этих	1	1
66	не могут быть	1	1
67	в какой степени	1	1
68	было бы однако	1	1
69	ни в одну	2	1
70	в одну из	1	1
71	с новой точки	1	1
72	один и тот	1	1
73	в тех случаях	1	1
74	только то что	2	1
75	как и всякая	1	1
76	была связана с	2	1
77	существенную роль в	1	1
78	новой точки зрения	1	1
79	включает в себя	2	1
80	можно сказать что	2	1
81	мы вовсе не	1	1
82	свою природу и	2	1
83	и тот же	1	1
84	отличает ее от	1	1
