N	3gram	Vygotskiy__4	Vladivir
1	в том что	12	9
2	во всяком случае	3	6
3	в то время	2	6
4	в это время	2	4
5	дело в том	1	3
6	с точки зрения	4	3
7	в то же	1	3
8	точно так же	3	3
9	в конце концов	3	3
10	так или иначе	1	3
11	то что он	3	3
12	у него в	1	3
13	то же время	1	3
14	о том что	10	3
15	даже больше того	1	2
16	сказать что в	2	2
17	на то что	6	2
18	том что он	3	2
19	нам кажется что	1	2
20	можно было бы	4	2
21	никогда не был	1	2
22	как бы его	2	2
23	сам по себе	2	2
24	на эту тему	1	2
25	в том чтобы	3	2
26	не только в	1	2
27	так как это	3	2
28	в котором все	2	2
29	в свою очередь	1	2
30	а то что	1	2
31	не то что	3	2
32	заключается в том	3	2
33	мы будем говорить	1	2
34	несмотря на все	1	2
35	до некоторой степени	1	2
36	что иное как	1	1
37	и в конце	2	1
38	даны нам в	1	1
39	тех пор пока	2	1
40	что в этом	1	1
41	в какой мере	2	1
42	он все же	1	1
43	прежде всего на	1	1
44	оно может быть	1	1
45	та же самая	1	1
46	так же и	1	1
47	и в частности	2	1
48	равно как и	1	1
49	яснее и проще	1	1
50	также и в	1	1
51	можно найти много	1	1
52	как это делает	2	1
53	действительно то что	1	1
54	что ничего подобного	1	1
55	является полной противоположностью	1	1
56	до сих пор	3	1
57	и никак не	1	1
58	к этой цели	1	1
59	и в то	1	1
60	связи и в	1	1
61	бы то ни	1	1
62	у него не	1	1
63	может быть целью	1	1
64	с ним в	2	1
65	а может быть	1	1
66	не было бы	1	1
67	только то что	1	1
68	то что в	3	1
69	что в нем	5	1
70	на этот вопрос	1	1
71	что все это	1	1
72	вместе с тем	2	1
73	этого нужно было	1	1
74	и в своем	1	1
75	бы вместе с	1	1
76	если исходить из	1	1
77	до конца и	1	1
78	в первый раз	3	1
79	а также и	1	1
80	в том как	1	1
81	то время как	2	1
82	обратиться к такому	1	1
83	с ним и	1	1
84	здравого смысла и	1	1
85	том что даже	1	1
86	из них не	1	1
87	и едва ли	1	1
88	для этого нужно	1	1
89	не может быть	1	1
90	в той же	1	1
91	ничего общего с	1	1
92	нужно было бы	1	1
93	и в свою	1	1
94	вместе с ним	1	1
95	до тех пор	2	1
96	имел в виду	1	1
97	что в этой	2	1
98	к которой мы	1	1
99	но только в	1	1
100	или как говорит	1	1
101	что он сейчас	1	1
102	не забудем что	1	1
103	перед смертью он	1	1
104	к выводу что	1	1
105	с самого начала	5	1
106	в каком они	1	1
107	в самом деле	7	1
108	с этой стороны	1	1
109	можно сказать что	1	1
110	с тем и	1	1
111	за то что	3	1
112	в этом смысле	1	1
113	как мы уже	1	1
114	не что иное	1	1
115	сделать то же	1	1
116	самом деле если	1	1
117	никак не может	2	1
118	для того чтобы	19	1
119	сказала что она	1	1
120	взятый сам по	1	1
121	может быть в	1	1
122	вступила с ним	1	1
123	к тому же	2	1
124	то что сам	1	1
125	и т д	2	1
