N	3gram	Vinokur_St_3	Marksizm
1	с точки зрения	4	20
2	не может быть	5	13
3	в самом деле	1	9
4	до сих пор	2	8
5	в связи с	3	7
6	с другой стороны	4	5
7	с самого начала	2	4
8	является не только	1	3
9	то же самое	1	3
10	в этом отношении	4	3
11	и пр в	2	3
12	в конце концов	3	3
13	то же время	3	3
14	связи с этим	1	3
15	но все же	2	3
16	можно сказать что	1	3
17	в то же	3	3
18	для того чтобы	1	3
19	в том что	11	3
20	в чем же	1	2
21	и той же	1	2
22	является одним из	1	2
23	можно было бы	1	2
24	себе отчет в	2	2
25	во всяком случае	4	2
26	тесно связана с	2	2
27	в какой степени	1	2
28	вопрос о том	1	2
29	одной и той	1	2
30	от того что	1	2
31	в свою очередь	1	2
32	в этом смысле	4	2
33	тем не менее	2	2
34	все более и	2	1
35	и пр но	1	1
36	прежде всего в	3	1
37	замещают друг друга	1	1
38	между прочим и	1	1
39	и для самого	1	1
40	там где они	1	1
41	и так сказать	1	1
42	ответ на эти	1	1
43	том что он	1	1
44	что же касается	1	1
45	в одной и	1	1
46	и во всяком	1	1
47	в одной из	1	1
48	тот или иной	1	1
49	именно то что	1	1
50	но имеет и	1	1
51	но и в	2	1
52	независимо от того	2	1
53	в наше время	1	1
54	точки зрения ее	1	1
55	находит свое выражение	1	1
56	такова точка зрения	1	1
57	к этому сводится	1	1
58	отчет в том	1	1
59	на почве этого	1	1
60	но уже в	1	1
61	с этой точки	1	1
62	к жизни и	1	1
63	ни в какой	1	1
64	так или иначе	1	1
65	но и это	1	1
66	на эти вопросы	1	1
67	сих пор мы	1	1
68	с одной стороны	2	1
69	в какой форме	1	1
70	тот и другой	1	1
71	прежде всего необходимо	1	1
72	в этом направлении	1	1
73	и тот и	1	1
74	а не в	1	1
75	тем что в	2	1
76	это находит свое	1	1
77	до наших дней	1	1
78	более или менее	1	1
79	таким образом в	1	1
80	из этих форм	1	1
81	начале хх века	1	1
82	этой точки зрения	1	1
83	с тем что	3	1
84	и в самом	1	1
85	не только не	1	1
86	более и более	2	1
87	не только в	3	1
88	в начале хх	1	1
89	может быть выражено	1	1
90	и в результате	1	1
91	в данном отношении	1	1
92	в другом случае	1	1
93	в применении к	1	1
94	у нас не	1	1
95	кроме того в	1	1
96	к тому что	2	1
97	только при таком	1	1
98	на самом деле	1	1
99	как мы видели	1	1
100	той или иной	1	1
101	и в другом	1	1
