N	3gram	Vygotskiy__5	Literetu
1	не может быть	2	7
2	с одной стороны	12	6
3	в конечном счете	1	5
4	в том что	14	5
5	состоит в том	2	4
6	едва ли не	1	4
7	с другой стороны	5	4
8	с точки зрения	2	3
9	в этом отношении	3	3
10	в данном случае	2	3
11	в том чтобы	2	3
12	по отношению к	1	3
13	речь идет о	1	3
14	о том что	6	2
15	в этом случае	2	2
16	и т п	3	2
17	в русской литературе	1	2
18	по крайней мере	1	2
19	одно и то	3	2
20	и то же	3	2
21	и в сущности	1	1
22	том что в	1	1
23	это могло бы	1	1
24	тех пор пока	2	1
25	и когда он	2	1
26	мы имеем дело	1	1
27	то же самое	3	1
28	что слово это	1	1
29	одной стороны и	1	1
30	и говорит я	1	1
31	вместе с тем	3	1
32	что он не	1	1
33	в отличие от	2	1
34	по отношению ко	1	1
35	только то что	1	1
36	не могут быть	1	1
37	из того что	3	1
38	в сущности говоря	8	1
39	можно было бы	3	1
40	мысли так в	1	1
41	до тех пор	2	1
42	в основе своей	1	1
43	и вовсе не	1	1
44	с этой точки	1	1
45	и то что	3	1
46	дело и с	1	1
47	ничего общего с	1	1
48	мы вместе с	2	1
49	в конце концов	2	1
50	в себя и	1	1
51	имеем дело с	1	1
52	приводит к тому	1	1
53	в целом ряде	1	1
54	это и не	1	1
55	все то что	2	1
56	не мог бы	1	1
57	этой точки зрения	1	1
58	что в начале	1	1
59	нас и в	1	1
60	а в том	1	1
61	в частности в	1	1
62	самом деле есть	1	1
63	мы не можем	1	1
64	в свою очередь	1	1
65	на самом деле	2	1
66	речь в данном	1	1
67	обстоит дело и	2	1
68	не только не	4	1
69	касается искусства то	1	1
70	той или иной	2	1
71	явление в искусстве	1	1
72	после того как	1	1
73	а с другой	4	1
74	к тому что	6	1
75	для того чтобы	19	1
76	для этого необходимо	2	1
