N	3gram	Tiupa_Hudo_1	Myshleni
1	для того чтобы	2	14
2	по отношению к	9	12
3	в том что	7	11
4	с точки зрения	3	9
5	так же как	1	7
6	в известном смысле	1	7
7	заключается в том	1	5
8	можно сказать что	3	5
9	отношение к объекту	1	5
10	подобно тому как	1	4
11	то же самое	1	4
12	из того что	1	4
13	но он не	2	4
14	с этой точки	1	4
15	этой точки зрения	1	4
16	в то время	1	4
17	о том что	1	4
18	друг от друга	1	4
19	сама по себе	2	4
20	и того же	2	3
21	состоит в том	5	3
22	в этом случае	1	3
23	с одной стороны	2	3
24	в свою очередь	2	3
25	мере в какой	1	3
26	не может быть	3	3
27	одного и того	2	3
28	той мере в	1	3
29	в той мере	1	3
30	таким образом что	1	2
31	том что он	1	2
32	что он не	1	2
33	в отличие от	7	2
34	что ничто не	1	2
35	то что они	1	2
36	именно в этом	1	2
37	а с другой	2	2
38	тем или иным	1	2
39	с другой стороны	5	2
40	именно потому что	1	2
41	мы говорим о	1	2
42	по своей природе	2	1
43	на нее как	1	1
44	что иное как	1	1
45	точки зрения и	1	1
46	он мог бы	1	1
47	мы имеем в	3	1
48	более или менее	5	1
49	имеем в виду	3	1
50	в этом смысле	3	1
51	в том числе	2	1
52	те и другие	1	1
53	а тем более	1	1
54	что он должен	1	1
55	является одним из	1	1
56	том числе и	1	1
57	одно и то	3	1
58	не могло быть	2	1
59	не что иное	1	1
60	можно даже сказать	1	1
61	не совпадает с	1	1
62	в чем состоит	1	1
63	совершенно особого рода	1	1
64	но не знает	1	1
65	таким образом и	1	1
66	с логической точки	1	1
67	это было бы	1	1
68	и то же	3	1
69	и потому что	1	1
70	и по отношению	1	1
71	не могут быть	1	1
72	и тем самым	1	1
73	в связи с	1	1
74	задолго до того	1	1
75	исходит из того	1	1
76	в полной мере	1	1
77	тем не менее	3	1
78	тем и другим	1	1
79	в одном и	1	1
80	есть не что	1	1
81	так же точно	1	1
82	это происходит в	1	1
83	того или иного	3	1
84	ту же самую	1	1
85	логической точки зрения	1	1
86	он еще не	1	1
87	они ни были	1	1
88	на деле его	1	1
89	речи для себя	1	1
90	в то же	5	1
91	к тому что	2	1
92	тех или иных	2	1
93	к вопросу о	1	1
94	той или иной	4	1
