N	3gram	Tiupa_Hudo_2	FransuaR
1	о том что	7	5
2	то же время	4	5
3	в то же	4	5
4	в самом деле	3	4
5	с одной стороны	3	4
6	в этом отношении	1	3
7	в первом случае	1	3
8	до сих пор	2	3
9	в этой роли	1	2
10	с точки зрения	2	2
11	и то что	1	2
12	в данном случае	2	2
13	а также и	1	2
14	жизни и смерти	1	2
15	с другой стороны	1	2
16	в том что	11	2
17	мы уже отмечали	3	2
18	в частности и	1	1
19	по отношению к	7	1
20	и видит в	1	1
21	что с ним	1	1
22	том что в	3	1
23	дело в том	1	1
24	этой роли выступает	1	1
25	и в последней	1	1
26	в себе самом	1	1
27	в настоящее время	1	1
28	о том как	2	1
29	что всю ночь	1	1
30	именно то что	1	1
31	связывает его с	1	1
32	у него в	1	1
33	между тем как	1	1
34	с самим собой	1	1
35	так же быстро	1	1
36	во второй главе	1	1
37	видит в нем	1	1
38	не может выговорить	1	1
39	только для того	1	1
40	него и в	1	1
41	и потому не	1	1
42	все же не	1	1
43	а не как	1	1
44	как он сам	2	1
45	как бы в	1	1
46	для того чтобы	3	1
47	не может быть	3	1
48	в то время	1	1
49	что нет у	1	1
50	в значительной степени	1	1
51	заключается в том	1	1
52	та или иная	1	1
53	после того как	1	1
54	в одном из	1	1
55	но и для	1	1
56	не только в	2	1
57	той или иной	1	1
58	но все же	1	1
59	в последней главе	1	1
60	можно сказать что	1	1
61	а с другой	1	1
62	что все они	2	1
63	в самом центре	1	1
64	и все что	1	1
65	того факта что	1	1
66	человека и его	1	1
67	что и в	1	1
