N	2gram	Tiupa_Anal_2	FransuaR
1	и в	16	41
2	то есть	9	24
3	и т.п	8	19
4	мы уже	1	18
5	во всех	4	17
6	таким образом	2	17
7	в нем	1	16
8	и его	4	13
9	но и	12	13
10	в этом	18	12
11	как мы	3	12
12	все эти	1	11
13	все это	4	11
14	в самом	6	10
15	не только	16	10
16	так как	1	10
17	прежде всего	3	10
18	то что	7	10
19	и на	6	9
20	границы между	1	9
21	о том	7	9
22	здесь в	2	9
23	и все	3	9
24	здесь и	1	8
25	в сущности	4	8
26	но в	6	8
27	в этой	9	8
28	никогда не	3	8
29	и до	2	7
30	в них	1	7
31	как и	14	7
32	том что	12	7
33	в его	2	7
34	вовсе не	2	7
35	у него	4	7
36	как бы	10	7
37	что в	2	7
38	также и	1	6
39	в то	2	6
40	в образе	1	6
41	один из	2	6
42	мы видим	1	6
43	вместе с	2	6
44	или в	3	6
45	сказать что	2	6
46	и он	2	5
47	с его	1	5
48	в ее	1	5
49	в своем	4	5
50	в себе	7	5
51	то же	4	5
52	той же	2	5
53	еще в	2	5
54	в эпизоде	10	5
55	тем что	3	5
56	так и	15	5
57	и что	1	5
58	а также	7	5
59	же время	2	5
60	в литературе	1	5
61	из них	3	5
62	в одном	2	5
63	так же	2	5
64	того же	4	4
65	самом деле	1	4
66	конечно и	1	4
67	он был	2	4
68	как в	4	4
69	и как	1	4
70	и наконец	1	4
71	а затем	2	4
72	в другом	1	4
73	не в	4	4
74	даже в	2	4
75	нового времени	1	4
76	у нас	1	4
77	роль в	2	4
78	с ним	2	4
79	борьба с	3	4
80	тот же	1	4
81	с одной	5	4
82	уже в	1	4
83	в результате	3	4
84	в котором	2	4
85	и даже	9	4
86	с другой	6	4
87	именно в	3	4
88	одной стороны	4	4
89	более того	1	4
90	а в	3	4
91	не может	4	4
92	из этого	1	4
93	все что	2	4
94	они были	1	3
95	существенное значение	1	3
96	в чем	1	3
97	как у	1	3
98	перед нами	1	3
99	в первом	1	3
100	при этом	10	3
101	и сам	3	3
102	характер в	1	3
103	было бы	3	3
104	и их	2	3
105	потому что	1	3
106	только с	1	3
107	этом отношении	3	3
108	как один	1	3
109	здесь он	1	3
110	те же	2	3
111	никак не	2	3
112	к нему	1	3
113	романа в	3	3
114	того что	2	3
115	одной из	3	3
116	только в	4	3
117	в начале	1	3
118	есть в	3	3
119	в третьей	1	3
120	но оно	1	3
121	и особенно	4	3
122	в данном	8	3
123	в первой	3	3
124	и смерти	4	3
125	и не	12	3
126	с этой	1	3
127	но это	1	3
128	не мог	3	3
129	и для	2	3
130	как известно	1	2
131	и то	3	2
132	тех же	1	2
133	с точки	2	2
134	ведь и	2	2
135	включая и	2	2
136	с более	1	2
137	говорить о	6	2
138	из того	1	2
139	но не	4	2
140	то он	1	2
141	за пределы	4	2
142	в центре	3	2
143	точки зрения	4	2
144	стороны и	1	2
145	хотя и	4	2
146	он в	4	2
147	в главе	1	2
148	раз в	1	2
149	и тот	1	2
150	и те	1	2
151	как он	1	2
152	так сказать	1	2
153	на его	3	2
154	он не	2	2
155	всех этих	1	2
156	на этом	4	2
157	глазами на	1	2
158	что все	2	2
159	значение в	1	2
160	самим собой	1	2
161	лишь в	9	2
162	это было	2	2
163	заключается в	1	2
164	из этих	1	2
165	но если	1	2
166	в своей	2	2
167	но эта	2	2
168	борьбу с	1	2
169	в таких	2	2
170	как о	3	2
171	тогда когда	1	2
172	только его	1	2
173	для всего	1	2
174	так что	3	2
175	как она	1	2
176	связи с	1	2
177	всех языках	1	2
178	превращается в	2	2
179	т.п и	1	2
180	мы узнаем	2	2
181	данном случае	5	2
182	характер и	1	2
183	времени и	1	2
184	в романе	1	2
185	и смерть	2	2
186	приблизился к	1	2
187	уже отмечали	1	2
188	внимание на	2	2
189	в значительной	2	2
190	между тем	2	2
191	и во	2	2
192	там и	1	2
193	почти вовсе	1	2
194	тем более	1	2
195	на которой	1	2
196	они могут	1	2
197	человека с	1	2
198	себя в	2	2
199	ведь это	2	2
200	в конце	4	2
201	как его	1	2
202	каждый из	1	2
203	может быть	6	2
204	как раз	4	2
205	с мотивом	1	2
206	а не	10	2
207	одну из	2	2
208	или с	1	2
209	мира в	1	2
210	в организации	3	2
211	в последней	1	2
212	в частности	16	2
213	начиная с	1	2
214	и потому	1	2
215	как это	6	2
216	не был	3	2
217	хотя он	1	2
218	лицо и	1	2
219	для нас	1	2
220	от него	1	2
221	в эту	3	2
222	бы в	3	2
223	в этих	2	2
224	еще более	2	2
225	в том	12	2
226	все они	1	2
227	другой стороны	2	2
228	состоит из	1	2
229	что даже	1	2
230	до пределов	1	1
231	с жизнью	1	1
232	тем же	1	1
233	между двумя	4	1
234	из его	2	1
235	и больше	1	1
236	в их	3	1
237	его не	1	1
238	в несколько	1	1
239	полагает что	1	1
240	звучит и	1	1
241	мифа о	1	1
242	образы и	1	1
243	и себя	1	1
244	на первом	1	1
245	из своих	2	1
246	почти все	1	1
247	в литературном	1	1
248	совпадает с	4	1
249	не вполне	1	1
250	почти исключительно	1	1
251	ему в	3	1
252	еще не	2	1
253	что его	1	1
254	и мира	1	1
255	выражения в	1	1
256	тем как	1	1
257	бы не	1	1
258	во внешнем	1	1
259	появляется и	1	1
260	для жизни	1	1
261	о смерти	1	1
262	и всякий	1	1
263	по отношению	4	1
264	рассказывает как	1	1
265	себе и	1	1
266	им для	1	1
267	и речи	1	1
268	один и	1	1
269	и я	2	1
270	как говорит	2	1
271	ибо на	1	1
272	мотивов в	1	1
273	в приведенном	1	1
274	и к	5	1
275	более или	1	1
276	в действительности	3	1
277	следующим образом	1	1
278	искусство и	1	1
279	о самом	1	1
280	дело только	1	1
281	со своей	1	1
282	в которой	1	1
283	в целом	8	1
284	в нашем	3	1
285	еще один	1	1
286	рассказ о	1	1
287	смеха в	1	1
288	как основной	2	1
289	говорит не	1	1
290	если он	1	1
291	между этими	1	1
292	и если	3	1
293	жизнью и	2	1
294	и появляется	1	1
295	не как	1	1
296	из виду	1	1
297	чтобы в	1	1
298	этой темы	1	1
299	и по	1	1
300	с собой	1	1
301	значительной степени	2	1
302	чем при	1	1
303	в каждом	1	1
304	для всех	2	1
305	их и	1	1
306	и мотивы	1	1
307	жизни включая	1	1
308	его в	2	1
309	обоих случаях	2	1
310	на протяжении	2	1
311	в глазах	1	1
312	частей романа	1	1
313	не совпадает	1	1
314	и тем	4	1
