N	2gram	Medvedev_V_1	Problemy
1	и в	26	46
2	то есть	1	40
3	и не	19	27
4	может быть	22	23
5	не может	17	19
6	как бы	5	19
7	в нем	6	17
8	в этом	26	16
9	у достоевского	1	16
10	не только	25	14
11	перед нами	4	12
12	как мы	1	12
13	но и	10	12
14	как и	7	12
15	точки зрения	3	11
16	в одном	4	11
17	а не	7	11
18	в пределах	5	10
19	не в	6	10
20	между ними	3	10
21	и к	3	9
22	в самом	4	9
23	и все	1	9
24	в его	14	9
25	в том	15	9
26	вовсе не	3	9
27	прежде всего	13	9
28	достоевского в	1	8
29	до сих	1	8
30	конечно не	1	8
31	сих пор	1	8
32	или в	3	8
33	еще не	2	7
34	в себе	6	7
35	слова с	1	7
36	по себе	2	7
37	как раз	3	7
38	слова и	1	7
39	то же	10	6
40	никогда не	4	6
41	и он	2	6
42	хотя и	2	6
43	но в	2	6
44	в каждом	2	6
45	ни в	1	6
46	но это	1	6
47	и его	6	6
48	о нем	1	6
49	в него	1	6
50	что он	4	6
51	только в	7	6
52	есть в	1	6
53	друг друга	1	6
54	все это	10	6
55	в романе	4	6
56	в котором	3	5
57	с его	3	5
58	во всех	6	5
59	по отношению	7	5
60	за пределы	1	5
61	так сказать	2	5
62	это не	7	5
63	в жизни	2	5
64	в то	6	5
65	в самой	1	5
66	если же	1	5
67	и сам	1	5
68	о том	10	5
69	же время	5	5
70	у него	6	5
71	отношению к	7	5
72	жизни и	3	5
73	например в	3	4
74	самом деле	1	4
75	в их	5	4
76	на себя	1	4
77	героя и	1	4
78	но не	2	4
79	как в	1	4
80	все же	5	4
81	кроме того	1	4
82	все эти	6	4
83	он не	2	4
84	таким образом	31	4
85	и наконец	2	4
86	он и	2	4
87	том что	8	4
88	в этих	1	4
89	у тургенева	3	4
90	том же	6	4
91	в процессе	16	4
92	потому что	1	4
93	здесь не	1	4
94	приводит к	5	4
95	так и	5	4
96	по мере	1	4
97	в виду	4	4
98	и других	1	4
99	можно сказать	4	4
100	же и	2	4
101	уже не	1	4
102	уже в	1	4
103	к ним	1	4
104	еще и	2	4
105	очень часто	1	4
106	да и	1	4
107	должно быть	2	4
108	то что	6	4
109	совершенно не	1	4
110	что в	10	4
111	том числе	2	4
112	одним из	5	3
113	также и	2	3
114	человека и	3	3
115	сам по	1	3
116	и это	1	3
117	мы имеем	3	3
118	всех его	2	3
119	мы и	1	3
120	то это	2	3
121	отношение к	1	3
122	себе и	2	3
