N	3gram	Bakhtin_Fr_3	slovoVRo
1	не может быть	2	15
2	в отличие от	3	12
3	в этом случае	1	6
4	в значительной степени	2	6
5	той или иной	2	5
6	по отношению к	2	4
7	то же время	6	4
8	но все же	1	4
9	в то же	6	4
10	в узком смысле	1	4
11	в том что	1	4
12	в той или	2	3
13	слово в романе	1	3
14	с точки зрения	1	3
15	в этом отношении	2	3
16	в собственном смысле	1	3
17	или иной степени	1	3
18	но в то	4	3
19	несколько слов о	1	2
20	и в сущности	1	2
21	в свою очередь	1	2
22	а также и	3	2
23	требует от нас	1	2
24	и в особенности	1	2
25	до сих пор	4	2
26	в мировой литературе	3	2
27	хотя бы и	1	2
28	может быть и	1	2
29	же время это	1	2
30	включает в себя	1	2
31	в их целом	1	2
32	во всяком случае	1	2
33	и в романе	2	2
34	сих пор не	1	2
35	в новое время	1	2
36	в связи с	4	2
37	как мы уже	5	2
38	для того чтобы	3	2
39	лежит на границе	1	2
40	в точном смысле	1	2
41	и клеветы на	1	1
42	до конца в	1	1
43	важно для понимания	1	1
44	менее всего может	1	1
45	присутствовал при этом	1	1
46	в одном слове	1	1
47	том что в	1	1
48	мы уже сказали	1	1
49	всегда в той	1	1
50	и все остальные	1	1
51	также и в	1	1
52	в том числе	3	1
53	в средние века	1	1
54	и до конца	5	1
55	на первый план	1	1
56	языка но и	1	1
57	но и в	2	1
58	между тем как	1	1
59	точном смысле слова	1	1
60	слов и выражений	1	1
61	том числе и	2	1
62	и не может	1	1
63	слова все это	1	1
64	может быть только	1	1
65	на них и	1	1
66	что в романе	1	1
67	в xvii веке	1	1
68	в применении к	1	1
69	века и в	2	1
70	однако и здесь	1	1
71	в той же	4	1
72	шире и глубже	3	1
73	для этой цели	1	1
74	бы и не	1	1
75	с большей или	1	1
76	мы уже говорили	3	1
77	с другой стороны	1	1
78	сервантес и др	1	1
79	все то что	2	1
80	мы видели что	1	1
81	в самом языке	1	1
82	время это и	1	1
83	по ту сторону	1	1
84	о том что	2	1
85	во всех этих	1	1
86	как раз это	1	1
87	между этими двумя	1	1
88	вовсе не в	1	1
89	большей или меньшей	3	1
90	все эти явления	1	1
91	как и в	2	1
92	к нему и	1	1
93	с самого начала	1	1
94	как бы две	1	1
95	для правильного понимания	1	1
96	эпохи и в	1	1
97	поэтому и в	2	1
98	средние века и	1	1
99	это как бы	1	1
100	в его целом	1	1
101	и его современников	1	1
102	и еще не	1	1
103	тех или иных	1	1
104	всего может быть	1	1
105	так и по	1	1
106	в них не	1	1
107	и ее требования	1	1
108	одна из самых	1	1
109	и с другой	1	1
110	как мы видели	2	1
