N	4gram	Tiupa_Hudo_2	Literetu
1	в то же время	4	9
2	но с другой стороны	1	3
3	состоит в том что	2	3
4	найдя другого в себе	1	1
5	во взаимоотражении во взаимоприятии	1	1
6	другого я должен найти	1	1
7	найти себя в другом	1	1
8	себе во взаимоотражении во	1	1
9	без другого не могу	1	1
10	стать самим собою без	1	1
11	обойтись без другого не	1	1
12	в другом найдя другого	1	1
13	не могу обойтись без	1	1
14	в том числе и	1	1
15	должен найти себя в	1	1
16	мы имеем дело с	1	1
17	другого не могу стать	1	1
18	в том что в	1	1
19	не для себя а	1	1
20	для себя а для	1	1
21	в себе во взаимоотражении	1	1
22	собою без другого я	1	1
23	и в то же	2	1
24	приводит к тому что	1	1
25	другого в себе во	1	1
26	я должен найти себя	1	1
27	самим собою без другого	1	1
28	другом найдя другого в	1	1
29	без другого я должен	1	1
30	не могу стать самим	1	1
31	себя в другом найдя	1	1
32	могу стать самим собою	1	1
33	я не могу обойтись	1	1
34	могу обойтись без другого	1	1
