N	2gram	Propp_Russ_2	Myslijsy
1	потому что	5	49
2	для нас	6	31
3	и в	29	24
4	может быть	13	23
5	то что	5	20
6	и не	1	19
7	в том	22	18
8	а не	4	18
9	что в	22	16
10	не только	10	15
11	при этом	6	13
12	не в	4	13
13	было бы	3	13
14	то же	4	12
15	но не	5	12
16	не может	5	12
17	мы не	6	11
18	таким образом	6	11
19	вместе с	6	11
20	если бы	1	11
21	что и	2	11
22	только в	1	11
23	тогда как	2	10
24	как в	7	10
25	для него	1	10
26	тогда когда	4	10
27	так что	4	10
28	так как	13	10
29	независимо от	1	9
30	в нем	1	9
31	то и	4	9
32	но и	8	9
33	как бы	18	9
34	и на	6	8
35	в этом	11	8
36	более или	1	8
37	том что	22	8
38	или менее	1	8
39	в одно	1	8
40	могут быть	2	8
41	под влиянием	1	8
42	а в	9	8
43	во всех	3	7
44	с этим	2	7
45	как и	11	7
46	всяком случае	1	7
47	того как	2	7
48	или же	5	7
49	прежде всего	2	7
50	тем что	3	7
51	того что	3	7
52	во всяком	1	7
53	и т	5	6
54	что если	1	6
55	и как	2	6
56	в состоянии	1	6
57	тем не	2	6
58	в то	2	6
59	не имеет	3	6
60	связи с	2	6
61	свою очередь	1	6
62	между тем	3	6
63	на другие	1	6
64	не можем	2	6
65	в одном	1	6
66	заметить что	2	6
67	с другой	2	6
68	не было	2	6
69	этого слова	1	6
70	в свою	1	6
71	только как	2	6
72	а и	2	5
73	что они	1	5
74	все остальные	1	5
75	все же	2	5
76	уже в	1	5
77	на то	1	5
78	не от	1	5
79	не менее	2	5
80	с ним	1	5
81	вместе и	1	5
82	так и	1	5
83	о том	9	5
84	с другими	3	5
85	тот же	1	5
86	из них	4	5
87	в них	4	5
88	для того	6	5
89	в природе	3	5
90	только для	1	5
91	или не	1	5
92	же в	6	5
93	в которой	2	5
94	а между	1	4
95	в самом	1	4
96	время как	1	4
97	еще не	6	4
98	но в	5	4
99	уже не	4	4
100	из этих	2	4
101	только один	1	4
102	как он	1	4
103	так сказать	1	4
104	главным образом	3	4
105	и если	1	4
106	в нее	1	4
107	а вместе	1	4
108	с тем	6	4
109	такой же	1	4
110	в котором	3	4
111	место в	1	4
112	образом в	2	4
113	подобно тому	3	4
114	одна из	11	4
115	от их	1	4
116	и сами	1	4
117	в некоторых	9	4
118	то время	2	4
119	так в	2	4
120	никогда не	2	4
121	и что	5	4
122	что он	1	4
123	с одной	2	4
124	в других	15	4
125	влияние на	2	4
126	там где	2	4
127	тому как	3	4
128	от него	1	4
129	во время	12	4
130	в таком	4	4
131	вряд ли	2	3
132	например в	1	3
133	человека и	1	3
134	и то	2	3
135	с таким	1	3
136	полагает что	2	3
137	но она	2	3
138	то это	1	3
139	не совсем	2	3
140	что его	1	3
141	только тогда	3	3
142	если в	1	3
143	очевидно что	2	3
144	относится к	1	3
145	хотя и	1	3
146	что это	3	3
147	во многих	9	3
148	что без	1	3
149	чем сильнее	1	3
150	что она	3	3
151	т д	5	3
152	о которой	1	3
153	так например	1	3
154	могла бы	1	3
155	на все	1	3
156	его в	8	3
157	от одного	1	3
158	это не	5	3
159	рядом с	1	3
160	далеко не	4	3
161	и тогда	1	3
162	в эту	3	3
163	в этих	3	3
164	и при	2	3
165	себе в	1	3
166	быть не	1	3
167	в ней	1	3
168	и притом	1	3
169	на него	1	3
170	что сила	4	3
171	оно не	1	3
172	не с	2	3
173	мог бы	1	3
174	том как	1	3
175	и вообще	1	3
176	находится в	1	3
177	не имеем	1	3
178	от них	1	3
179	и во	1	3
180	как например	3	3
181	по времени	1	3
182	одно из	2	3
183	не так	1	3
184	от другого	1	3
185	как при	1	3
186	что на	2	3
187	на ней	1	3
188	что для	3	3
189	одной стороны	2	3
190	смысле этого	1	3
191	но это	1	3
192	и для	2	3
193	и от	3	3
194	и все	4	3
195	только что	1	3
196	с ними	1	3
197	нет но	1	3
198	все что	1	3
199	как на	1	3
200	ли мы	1	2
201	также что	2	2
202	на самом	2	2
203	и есть	1	2
204	нас на	1	2
205	на две	2	2
206	с в	8	2
207	не во	1	2
208	вопрос о	4	2
209	без которой	1	2
210	тем как	1	2
211	совсем не	2	2
212	что за	1	2
213	значение и	1	2
214	не все	4	2
215	все эти	3	2
216	но на	1	2
217	как оно	2	2
218	всех этих	1	2
219	состоит в	15	2
220	но вместе	2	2
221	и по	3	2
222	на этом	3	2
223	но все	1	2
224	связанные с	2	2
225	в другом	1	2
226	ни с	1	2
227	должно быть	2	2
228	не столько	2	2
229	но он	3	2
230	и действия	1	2
231	их в	4	2
232	что есть	1	2
233	некоторых случаях	1	2
234	а а	8	2
235	и его	1	2
236	что с	2	2
237	сказать что	1	2
238	того чтобы	6	2
239	вытекает из	1	2
240	к ней	2	2
241	на природу	2	2
242	во всем	2	2
243	животных и	1	2
244	у нас	4	2
245	к таким	2	2
246	превращается в	1	2
247	когда мы	2	2
248	во все	1	2
249	не противоречит	1	2
250	и это	1	2
251	что все	1	2
252	на другой	2	2
253	что у	1	2
254	после того	2	2
255	и здесь	1	2
256	и поэтому	1	2
257	нас в	1	2
258	связь между	2	2
259	состоит не	1	2
260	теперь уже	1	2
261	и следовательно	1	2
262	если это	1	2
263	один из	2	2
264	в какой	1	2
265	есть в	2	2
266	с нею	1	2
267	а это	1	2
268	и других	3	2
269	заключить что	1	2
270	в пространстве	1	2
271	друг друга	3	2
272	связано с	2	2
273	указание на	1	2
274	и делать	1	2
275	а с	2	2
276	и затем	1	2
277	не на	1	2
278	зависит от	1	2
279	это самое	1	2
280	имея в	1	2
281	так же	4	2
282	и потому	1	2
283	как это	4	2
284	или по	1	2
285	не дают	1	2
286	несколько раз	1	2
287	некоторое время	1	2
288	быть только	2	2
289	все это	10	2
290	из себя	1	2
291	всем этом	1	2
292	в его	1	2
293	или в	7	2
294	а к	2	2
295	представлений на	1	2
296	мы должны	1	2
297	его уже	1	2
298	не непосредственно	1	2
299	но если	3	2
300	другой стороны	1	2
301	имеет место	1	2
302	к этому	5	2
303	ту же	1	1
304	одним из	2	1
305	отношение к	1	1
306	и действительно	1	1
307	он может	1	1
308	не это	1	1
309	переход от	2	1
310	и так	1	1
311	и до	1	1
312	как скоро	1	1
313	и за	1	1
314	мы уже	1	1
315	когда уже	1	1
316	что между	1	1
317	исключительная принадлежность	1	1
318	из своих	1	1
319	этом не	1	1
320	не была	1	1
321	из того	1	1
322	которое не	1	1
323	мы и	1	1
324	в народных	1	1
325	на нем	1	1
326	в отличие	3	1
327	дают нам	2	1
328	близко к	1	1
329	этим не	1	1
330	в ее	3	1
331	видели что	4	1
332	одно мгновение	1	1
333	вне связи	1	1
334	ответ на	1	1
335	должны были	2	1
336	отличие от	3	1
337	и чем	1	1
338	на тот	1	1
339	в одной	1	1
340	если она	2	1
341	что именно	1	1
342	стороны и	1	1
343	она как	2	1
344	ней в	2	1
345	перед нами	1	1
346	применении к	1	1
347	что по	4	1
348	всем другим	1	1
349	и наконец	1	1
350	себе на	1	1
351	этой цели	2	1
352	ясно и	1	1
353	от этого	1	1
354	в этот	10	1
355	сливается с	1	1
356	вопрос почему	1	1
357	он в	1	1
358	по народному	1	1
359	за этим	2	1
360	что так	1	1
361	рассказ о	1	1
362	только на	1	1
363	что к	1	1
364	остановиться на	1	1
365	тому же	1	1
366	не следует	1	1
367	есть одна	1	1
368	сравнение этих	1	1
369	этим связано	1	1
370	нужно не	1	1
371	он должен	1	1
372	не к	2	1
373	том чтобы	2	1
374	на земле	5	1
375	свою силу	1	1
376	домов и	1	1
377	дом и	1	1
