N	2gram	Potebnia_M_1	Formalny
1	и в	39	38
2	в этом	15	27
3	может быть	27	23
4	и его	5	21
5	таким образом	13	20
6	и не	18	20
7	в самом	3	16
8	не в	15	15
9	прежде всего	4	15
10	и т	6	14
11	не может	22	14
12	в нем	20	13
13	связи с	3	13
14	но и	20	13
15	языка и	17	12
16	с его	1	11
17	с тем	5	11
18	в том	26	11
19	языка как	5	11
20	вовсе не	5	11
21	с другими	1	10
22	в его	5	10
23	в связи	1	10
24	не только	21	9
25	при этом	6	9
26	и с	3	9
27	как и	9	9
28	языка в	6	9
29	т п	4	9
30	язык как	7	8
31	самом деле	1	8
32	все же	6	8
33	точки зрения	8	8
34	так и	13	8
35	что и	6	8
36	тем что	9	8
37	в первом	5	7
38	как мы	2	7
39	лишь в	1	7
40	по себе	10	7
41	для него	4	7
42	в своей	3	7
43	с точки	3	7
44	язык и	5	7
45	во втором	5	7
46	уже не	2	7
47	этом отношении	1	7
48	в других	2	7
49	не могут	4	7
50	слова и	4	7
51	что в	22	7
52	литературный язык	1	6
53	и ее	1	6
54	в ней	7	6
55	в истории	7	6
56	все эти	1	6
57	в этой	3	6
58	то же	6	6
59	было бы	12	6
60	он не	3	6
61	в их	2	6
62	могут быть	9	6
63	в языке	33	6
64	только в	25	6
65	то что	10	6
66	не было	4	6
67	вместе с	8	6
68	а не	21	6
69	в результате	1	6
70	хотя бы	2	6
71	а в	5	6
72	должна быть	3	5
73	всего этого	1	5
74	во всех	5	5
75	т д	4	5
76	в слове	8	5
77	звуком и	1	5
78	в то	4	5
79	же время	4	5
80	если бы	14	5
81	и должно	2	5
82	говорит он	4	5
83	и только	2	5
84	что он	1	5
85	всяком случае	1	5
86	если мы	3	5
87	языка а	3	5
88	звука в	3	5
89	именно в	1	5
90	с этим	7	5
91	что же	2	5
92	более того	1	5
93	и для	5	5
94	бы в	4	5
95	еще более	2	5
96	во всяком	3	5
97	высшей степени	1	4
98	в сущности	2	4
99	одним словом	2	4
100	что оно	2	4
101	что они	1	4
102	независимо от	6	4
103	как в	10	4
104	не следует	5	4
105	не как	1	4
106	его от	1	4
107	от нее	6	4
108	входит в	1	4
109	мы видели	4	4
110	восприятия и	3	4
111	не столько	1	4
112	о языке	3	4
113	ничего не	1	4
114	к тому	4	4
115	здесь не	1	4
116	того или	1	4
117	в теории	2	4
118	но в	9	4
119	и теперь	1	4
120	что не	10	4
121	из них	1	4
122	так как	21	4
123	даже и	2	4
124	именно как	1	4
125	и даже	4	4
126	другой стороны	5	4
127	там где	4	4
128	как бы	6	4
129	совершенно не	1	4
130	оно не	3	4
131	к этому	1	4
132	они не	1	4
133	например в	1	3
134	же как	1	3
135	сам по	1	3
136	тем же	2	3
137	в зависимости	1	3
138	а как	2	3
139	из всего	1	3
140	мы не	10	3
141	между этими	1	3
142	то это	5	3
143	зависимости от	1	3
144	и на	1	3
145	значение и	2	3
146	если в	1	3
147	хотя и	3	3
148	и как	6	3
149	от этого	1	3
150	что это	3	3
151	в целом	2	3
