N	2gram	Losev_Prob_1	NovoeSre
1	а не	15	17
2	и в	32	16
3	не может	8	16
4	во имя	1	15
5	совсем не	4	12
6	и не	31	11
7	и есть	6	10
8	что в	12	9
9	в том	9	8
10	жизни и	1	8
11	он не	3	8
12	в этом	19	7
13	может быть	14	7
14	не будет	2	7
15	как и	3	7
16	это есть	9	7
17	с его	2	6
18	не в	4	6
19	ни в	7	6
20	никогда не	7	6
21	лишь в	1	6
22	но это	8	6
23	не знает	1	6
24	должен быть	1	5
25	с ее	1	5
26	и к	1	5
27	не только	17	5
28	в жизни	3	5
29	xix века	1	5
30	все это	7	5
31	в нем	13	5
32	о том	11	4
33	xix и	2	4
34	в них	7	4
35	то что	42	4
36	это не	6	4
37	прежде всего	10	4
38	не было	4	4
39	должно быть	2	4
40	и потому	2	4
41	по своему	9	4
42	значит что	3	4
43	не менее	19	4
44	и для	4	4
45	не имеет	2	4
46	и все	7	4
47	потому что	16	4
48	с другой	3	3
49	смысле слова	7	3
50	в ее	3	3
51	должна быть	1	3
52	вопрос о	1	3
53	еще не	9	3
54	во всех	7	3
55	за пределы	6	3
56	в истории	4	3
57	наряду с	1	3
58	как в	4	3
59	духа и	1	3
60	конечно не	1	3
61	не значит	2	3
62	подобно тому	2	3
63	перейти к	4	3
64	но и	9	3
65	это было	2	3
66	не есть	29	3
67	и пр	4	3
68	с тем	5	3
69	я ищу	1	3
70	до мировой	1	3
71	к лицу	1	3
72	в своей	8	3
73	тому как	2	3
74	в россии	1	3
75	в прошлом	1	3
76	она не	2	3
77	что такое	6	3
78	не существует	6	3
79	в основе	1	3
80	к тому	3	3
81	сказать что	13	3
82	и это	9	2
83	же как	2	2
84	время как	1	2
85	на путях	1	2
86	не имеют	5	2
87	можно было	3	2
88	так и	12	2
89	мы не	2	2
90	и с	2	2
91	для этого	3	2
92	мира а	1	2
93	еще до	1	2
94	но она	3	2
95	я не	1	2
96	и должно	2	2
97	и что	9	2
98	и на	8	2
99	быть в	1	2
100	времени в	1	2
101	на протяжении	1	2
102	но не	9	2
103	в свои	1	2
104	все время	2	2
105	с этим	3	2
106	нового типа	1	2
107	помнить что	3	2
108	ни к	1	2
109	хотя и	6	2
110	не хотят	1	2
111	но в	14	2
112	который в	1	2
113	все эти	8	2
114	себя в	1	2
115	думать что	1	2
116	есть в	5	2
117	в себе	15	2
118	уже не	3	2
119	вернуться к	1	2
120	не к	1	2
121	том чтобы	1	2
122	что она	5	2
123	и заключается	2	2
124	в одну	1	2
125	что все	3	2
126	нет и	2	2
127	и даже	11	2
128	этом смысле	6	2
129	и было	1	2
130	и начала	2	2
131	для чего	2	2
132	том что	12	2
133	вместе с	2	2
134	так же	9	2
135	свои права	1	2
136	мы говорим	3	2
137	место в	1	2
138	не знал	5	2
139	такого рода	7	2
140	мир и	1	2
141	другой стороны	3	2
142	по существу	2	2
143	том и	1	2
144	если нет	1	2
145	ни одна	1	2
146	как будто	3	2
147	как это	6	2
148	будет и	1	2
149	но для	3	2
150	в смысле	1	2
151	в то	6	2
152	одна из	1	2
153	того чтобы	9	2
154	и от	1	2
155	и весь	4	2
156	хотя бы	3	2
157	все они	1	2
158	познания и	1	2
159	а в	4	2
160	когда мы	8	2
161	могут быть	2	2
162	нужно помнить	1	1
163	для себя	3	1
164	он может	1	1
165	только потому	3	1
166	переход от	1	1
167	не через	1	1
168	свободными от	1	1
169	чтобы быть	1	1
170	по преимуществу	2	1
171	и до	2	1
172	не их	1	1
173	был и	1	1
174	и этот	1	1
175	с собой	2	1
176	на нее	1	1
177	мы уже	5	1
178	очень долго	1	1
179	учит нас	1	1
180	не с	1	1
181	и которые	5	1
182	конечно есть	1	1
183	вопрос этот	1	1
184	с ним	3	1
185	нас и	1	1
186	можно сказать	5	1
187	это всегда	1	1
188	смысле и	2	1
189	говорить о	6	1
190	о самом	1	1
191	оно есть	1	1
192	на себя	2	1
193	то это	1	1
194	в виду	6	1
195	одно государство	1	1
196	с большим	1	1
197	это время	1	1
198	на их	1	1
199	что его	3	1
200	в чем	3	1
201	и во	3	1
202	не могут	2	1
203	к нему	3	1
204	то он	2	1
205	понять что	1	1
206	прогресс и	1	1
207	есть своя	1	1
208	переходит в	1	1
209	над этой	1	1
210	в его	6	1
211	есть по	4	1
212	и только	4	1
213	которая должна	1	1
214	уже во	1	1
215	в своем	5	1
216	и нет	1	1
217	известном смысле	1	1
218	что нет	2	1
219	это порождение	1	1
220	который составляет	1	1
221	необходимо перейти	1	1
222	говорит что	1	1
223	философии и	4	1
224	человека в	1	1
225	что он	7	1
226	всего как	1	1
227	только в	7	1
228	по своей	1	1
229	но такого	1	1
230	от этого	1	1
231	то нет	1	1
232	в самом	6	1
233	не хочет	3	1
234	никакого содержания	1	1
235	то время	1	1
236	он в	2	1
237	и жизни	1	1
238	из этих	2	1
239	тоже не	7	1
240	в известном	1	1
241	же и	3	1
242	для всех	1	1
243	и хочет	1	1
244	это показывает	1	1
245	уже в	3	1
246	к единству	1	1
247	вопроса о	2	1
248	свидетельствует о	3	1
249	вообще не	2	1
250	от других	2	1
251	все другие	2	1
252	из них	3	1
253	все еще	1	1
254	мир в	1	1
255	для того	8	1
256	и их	1	1
257	всяком случае	3	1
258	сами по	3	1
259	в конце	6	1
260	говорим что	3	1
261	не для	2	1
262	но ведь	3	1
263	друг друга	1	1
264	не случайно	1	1
265	и начал	1	1
