N	2gram	Bakhtin_Fr_1	Narrotol
1	не только	10	26
2	а не	1	17
3	но и	10	15
4	при этом	6	14
5	в том	16	14
6	и не	22	14
7	в этом	15	13
8	и в	65	13
9	том что	6	13
10	только в	7	11
11	в частности	5	11
12	может быть	6	10
13	своего рода	1	9
14	сводится к	1	9
15	так и	10	9
16	то есть	45	9
17	к тому	2	9
18	в себе	3	8
19	то что	3	8
20	не в	4	8
21	не может	3	8
22	к себе	2	7
23	у него	1	6
24	в своем	8	6
25	все же	6	6
26	и к	4	6
27	но в	14	6
28	в жизни	4	6
29	никогда не	6	6
30	ничего не	3	6
31	и т.п	17	6
32	можно сказать	2	6
33	в его	9	6
34	того что	2	6
35	со стороны	1	6
36	прежде всего	11	6
37	как бы	22	6
38	жизни в	5	6
39	отличие от	5	5
40	что он	3	5
41	как в	5	5
42	хотя и	2	5
43	в нем	13	5
44	он не	2	5
45	на протяжении	5	5
46	по мысли	1	5
47	далеко не	3	5
48	точки зрения	7	5
49	место в	1	5
50	не столько	1	5
51	тем самым	1	5
52	в то	1	5
53	на него	2	5
54	о том	2	5
55	в форме	3	5
56	с одной	2	5
57	по отношению	1	5
58	с другой	3	5
59	одной стороны	2	5
60	себе самому	2	5
61	в той	5	5
62	в отличие	4	5
63	отношению к	1	5
64	то же	1	4
65	и мира	1	4
66	в ее	3	4
67	в этой	4	4
68	тому же	1	4
69	уже не	3	4
70	об этом	1	4
71	все его	1	4
72	и уже	1	4
73	в своей	5	4
74	не к	2	4
75	в конце	1	4
76	не менее	1	4
77	при всей	2	4
78	но при	2	4
79	в себя	3	4
80	времени и	6	4
81	в какой	1	4
82	для него	5	4
83	как и	5	4
84	мира в	3	4
85	как это	1	4
86	в литературе	6	4
87	не является	3	4
88	и все	5	4
89	с ним	3	4
90	же в	2	4
91	и у	6	4
92	жизни и	7	4
93	что в	3	4
94	все что	1	4
95	самом деле	3	3
96	а как	1	3
97	мы имеем	1	3
98	нам в	1	3
99	с его	5	3
100	но не	2	3
101	в произведениях	1	3
102	как к	1	3
103	в целом	2	3
104	все эти	10	3
105	в известном	1	3
106	и его	10	3
107	так сказать	4	3
108	и по	2	3
109	самим собой	1	3
110	он является	1	3
111	характер и	1	3
112	о которой	1	3
113	точку зрения	1	3
114	одна из	1	3
115	пока еще	1	3
116	того чтобы	1	3
117	же время	1	3
118	по своей	3	3
119	этом отношении	3	3
120	в состав	1	3
121	той или	5	3
122	и сам	1	3
123	мира и	4	3
124	строго говоря	1	3
125	о нем	3	3
126	за пределами	1	3
127	существенную роль	2	3
128	это не	3	3
129	известном смысле	1	3
130	один из	1	3
131	с ними	1	3
132	между тем	5	3
133	то и	1	3
134	или даже	2	3
135	как раз	3	3
136	и даже	8	3
137	или иной	5	3
138	только к	1	3
139	характера и	1	3
140	да и	2	3
141	и для	2	3
142	сказать что	6	3
143	в таком	2	3
144	в чужой	2	2
145	жизни мы	1	2
146	по его	3	2
147	мы не	1	2
148	подчеркнуть что	2	2
149	в ней	6	2
150	еще не	6	2
151	в чем	2	2
152	на самом	6	2
153	же она	1	2
154	ней в	1	2
155	как уже	1	2
156	в самом	4	2
157	в нашем	1	2
158	из этих	2	2
159	раз в	1	2
160	роль в	2	2
161	как он	1	2
162	на то	1	2
163	жизнью и	1	2
164	к миру	1	2
165	зрения на	1	2
166	было бы	1	2
167	несмотря на	2	2
168	с точки	3	2
169	жизни с	1	2
170	но он	1	2
171	и более	1	2
172	мира не	1	2
173	что с	1	2
174	в процессе	2	2
175	говорить о	1	2
176	не могло	1	2
177	своей природе	1	2
178	потому что	5	2
179	для нас	4	2
180	со своим	1	2
181	не вполне	2	2
182	в области	7	2
183	у нас	1	2
184	и здесь	3	2
185	все то	1	2
186	но одновременно	3	2
187	имеет место	1	2
188	оно не	1	2
189	но для	3	2
190	и он	2	2
191	этой своей	1	2
192	здесь не	1	2
193	и служит	1	2
194	всей своей	1	2
195	и иные	1	2
196	можно было	1	2
197	те же	1	2
198	во второй	2	2
199	что и	1	2
200	представления о	2	2
201	но зато	1	2
202	с нею	1	2
203	в начале	1	2
204	одно из	6	2
205	вовсе не	18	2
206	томас манн	1	2
207	в других	3	2
208	на стороне	1	2
209	только на	2	2
210	именно в	1	2
211	бытия в	1	2
212	в настоящем	1	2
213	нового времени	13	2
214	говорит о	1	2
215	только по	1	2
216	превращается в	5	2
217	на фоне	3	2
218	по своему	8	2
219	о чем	1	2
220	видит в	1	2
221	в течение	1	2
222	его жизни	1	2
223	в церкви	1	2
224	но это	3	2
225	это был	1	2
226	ни для	1	2
227	к которому	1	2
228	картине мира	3	2
229	началом и	1	2
230	в результате	1	2
231	интерес к	2	2
232	бы в	1	2
233	от всего	2	2
234	хотя бы	1	2
235	во время	4	2
236	в своих	5	2
237	играют существенную	1	2
238	как на	1	2
239	они не	1	2
240	а между	1	1
241	и шире	1	1
242	границы между	1	1
243	говоря о	1	1
244	отношения к	2	1
245	одним из	2	1
246	например в	2	1
247	не имел	1	1
248	области литературы	2	1
249	это и	1	1
250	так у	1	1
251	даже сказать	1	1
252	смотрит на	1	1
253	далее и	1	1
254	между двумя	1	1
255	автора может	1	1
256	смерть в	2	1
257	прошлое и	1	1
258	ведь и	1	1
259	видеть в	2	1
260	века в	5	1
261	существенный аспект	1	1
262	на пороге	1	1
263	на материале	1	1
264	если я	1	1
