N	3gram	Losev_Prob_3	Narrotol
1	в том что	9	8
2	в данном случае	7	6
3	не только в	2	6
4	в отличие от	2	5
5	с одной стороны	1	5
6	о том что	3	4
7	к тому же	1	4
8	тем не менее	10	4
9	но при этом	1	3
10	той или иной	8	3
11	того или иного	3	3
12	можно сказать что	2	3
13	в то же	4	3
14	к тому что	1	3
15	хотя и не	2	2
16	с точки зрения	2	2
17	на самом деле	2	2
18	но и в	2	2
19	точно так же	3	2
20	а то и	1	2
21	так же как	1	2
22	на второй план	1	2
23	и все же	1	2
24	и тем самым	2	2
25	не только не	1	2
26	не может быть	5	2
27	по разным причинам	1	1
28	таким образом что	1	1
29	дело здесь не	3	1
30	и того же	1	1
31	в том виде	2	1
32	что иное как	4	1
33	в чем не	2	1
34	в той или	2	1
35	точки зрения на	1	1
36	в чем же	1	1
37	на котором он	1	1
38	иметь в виду	1	1
39	одним и тем	1	1
40	более или менее	1	1
41	относится и к	1	1
42	в самом деле	1	1
43	никак не может	2	1
44	то же самое	7	1
45	как раз и	4	1
46	по сравнению с	2	1
47	мы не должны	1	1
48	в таком случае	4	1
49	в смысловом отношении	1	1
50	того и другого	1	1
51	к тому или	1	1
52	то и в	1	1
53	можно было бы	3	1
54	на этот вопрос	1	1
55	во всей его	1	1
56	до сих пор	2	1
57	так или иначе	1	1
58	то время как	4	1
59	что это за	3	1
60	он вовсе не	1	1
61	и тем же	1	1
62	тому или иному	1	1
63	вовсе и не	1	1
64	на первый взгляд	2	1
65	и все его	1	1
66	и особенно в	1	1
67	в евгении онегине	1	1
68	содержащий в себе	1	1
69	в том или	2	1
70	уж во всяком	3	1
71	в связи с	7	1
72	в нем не	1	1
73	во всяком случае	6	1
74	ответ на этот	1	1
75	и для нас	1	1
76	этой точки зрения	2	1
77	построена так что	1	1
78	здесь не только	1	1
79	есть не что	4	1
80	ни в чем	2	1
81	но и тем	1	1
82	но с другой	2	1
83	в то время	4	1
84	с этой точки	1	1
85	так и в	1	1
86	и многих других	2	1
87	то есть в	3	1
88	по сути дела	1	1
89	одного и того	1	1
90	уже никто не	1	1
91	в том смысле	3	1
92	не что иное	4	1
93	для того чтобы	1	1
94	том или ином	2	1
95	с той или	5	1
96	здесь не в	3	1
97	связи с этой	2	1
98	но и к	1	1
99	является не только	1	1
