N	3gram	Ircho_Kome_3	Vladivir
1	в том что	9	10
2	тем не менее	3	9
3	о том что	4	8
4	с точки зрения	3	6
5	вместе с тем	3	6
6	более или менее	1	5
7	в конце концов	2	5
8	и в этом	1	5
9	к тому же	4	5
10	в то время	2	4
11	в настоящее время	1	3
12	бы то ни	2	3
13	во всяком случае	3	3
14	с одной стороны	3	3
15	и в его	1	3
16	в то же	4	3
17	и в отношении	1	3
18	в отличие от	1	3
19	что и в	2	3
20	само собой разумеется	2	2
21	одной стороны и	1	2
22	на первый план	1	2
23	в этом отношении	2	2
24	независимо от того	1	2
25	и в то	1	2
26	себе отчет в	1	2
27	имеет ничего общего	1	2
28	то время как	2	2
29	так или иначе	2	2
30	в связи с	3	2
31	на себя внимание	1	2
32	с другой стороны	2	2
33	как мы знаем	1	2
34	не имеет ничего	1	2
35	обращает на себя	1	2
36	то же время	4	2
37	ничего общего с	1	2
38	на то что	1	2
39	к тому что	1	2
40	однако и в	1	1
41	таким образом если	1	1
42	потому что он	1	1
43	но как раз	1	1
44	и в своей	1	1
45	не с точки	1	1
46	в виду что	1	1
47	в том же	1	1
48	о том как	3	1
49	в этом случае	2	1
50	как нет и	1	1
51	русский язык и	1	1
52	до сих пор	9	1
53	приходится признать что	1	1
54	и во многом	1	1
55	еще не был	1	1
56	в первую очередь	1	1
57	сих пор не	1	1
58	что в смысле	1	1
59	как это было	1	1
60	но и здесь	1	1
61	собой разумеется что	2	1
62	в основе своей	1	1
63	с этой точки	1	1
64	и далеко не	1	1
65	по этому поводу	1	1
66	отнюдь не является	1	1
67	того чтобы не	1	1
68	кто из вас	1	1
69	вопрос о том	1	1
70	в течение всей	1	1
71	далеко не всегда	1	1
72	то ни было	2	1
73	хотя и без	1	1
74	не говоря уже	1	1
75	на этот раз	2	1
76	но ничего не	1	1
77	всю свою жизнь	1	1
78	что при всей	1	1
79	но вместе с	1	1
80	если бы не	1	1
81	то что он	1	1
82	не менее и	1	1
83	этой точки зрения	1	1
84	а то что	1	1
85	на русский язык	1	1
86	мы находим у	1	1
87	но об этом	1	1
88	не хочет быть	2	1
89	едва ли в	1	1
90	и не хочет	1	1
91	речь шла о	2	1
92	с самого начала	4	1
93	в самом деле	6	1
94	нет никакой необходимости	1	1
95	можно предполагать что	1	1
96	в том числе	1	1
97	как и вся	1	1
98	богу а с	1	1
99	для того чтобы	6	1
100	точки зрения того	1	1
101	то же самое	3	1
