N	3gram	Potebnia_M_1	Komedia
1	в том что	13	5
2	о том что	1	4
3	для того чтобы	2	4
4	по отношению к	13	3
5	в связи с	1	3
6	то же время	3	3
7	в то время	1	3
8	в то же	3	3
9	только потому что	2	2
10	не говоря уже	1	2
11	в этом смысле	4	2
12	в ответ на	1	2
13	до сих пор	1	2
14	говоря уже о	1	2
15	бы то ни	2	2
16	то ни было	1	2
17	с одной стороны	3	2
18	и с этой	2	2
19	во всяком случае	1	2
20	и т п	2	2
21	после того как	1	2
22	к тому что	2	2
23	можно было бы	1	2
24	что и в	3	2
25	том что именно	1	1
26	не в состоянии	1	1
27	потому что в	4	1
28	как и во	1	1
29	с точки зрения	3	1
30	а не для	1	1
31	только в том	6	1
32	ли в этом	1	1
33	с самого начала	3	1
34	но и в	4	1
35	то что в	1	1
36	что в нем	1	1
37	и в тех	1	1
38	точно так же	1	1
39	только тем что	1	1
40	в своем сочинении	1	1
41	думать что в	1	1
42	другой стороны он	1	1
43	в этих словах	1	1
44	в первом случае	1	1
45	ни в одном	1	1
46	можем представить себе	2	1
47	на задний план	1	1
48	в различных сочетаниях	1	1
49	само по себе	4	1
50	таким же образом	1	1
51	с другой стороны	5	1
52	и в том	3	1
53	не может быть	9	1
54	никто не может	1	1
55	не было бы	1	1
56	более или менее	1	1
57	так и в	3	1
58	в свою очередь	4	1
59	то окажется что	1	1
60	не только в	3	1
61	но все же	1	1
62	друг от друга	2	1
63	ее и от	1	1
64	в каждом из	1	1
65	в так называемых	1	1
66	тем не менее	6	1
67	не следует думать	1	1
68	как мы видели	1	1
