N	3gram	Tiupa_Anal_3	FransuaR
1	в то же	3	6
2	то же время	3	6
3	с точки зрения	2	5
4	не только в	1	5
5	до сих пор	1	4
6	не может быть	1	4
7	в этом отношении	3	3
8	с одной стороны	2	3
9	в свое время	2	3
10	о том что	5	3
11	с другой стороны	5	3
12	можно сказать что	2	2
13	в значительной степени	2	2
14	так и на	1	2
15	во всяком случае	2	2
16	в пределах одной	1	2
17	подобно тому как	2	2
18	лишь в самом	1	1
19	то есть не	1	1
20	дело в том	2	1
21	по отношению к	7	1
22	одной из этих	1	1
23	к однозначности и	1	1
24	так и его	2	1
25	тех случаях когда	1	1
26	как если бы	1	1
27	до известной степени	3	1
28	же время в	1	1
29	выходит далеко за	1	1
30	при этом что	1	1
31	одна из существеннейших	1	1
32	таким образом в	1	1
33	с этого момента	1	1
34	этом отношении он	1	1
35	и той же	2	1
36	именно в этом	1	1
37	в том чтобы	1	1
38	далеко не всегда	1	1
39	с целым рядом	1	1
40	о чем свидетельствует	1	1
41	и в особенности	1	1
42	и тот же	1	1
43	так и в	1	1
44	не только как	1	1
45	лично для себя	1	1
46	для него самого	1	1
47	все это по	1	1
48	не могут быть	1	1
49	один и тот	1	1
50	не могла не	1	1
51	в тех случаях	1	1
52	того или иного	1	1
53	в этом случае	1	1
54	на самом деле	1	1
55	и теперь в	1	1
56	не только не	3	1
57	и прежде всего	2	1
58	и вступает в	1	1
59	и т.п все	1	1
60	в большинстве случаев	1	1
61	они могут быть	1	1
62	одной и той	2	1
63	для того чтобы	1	1
64	в том что	7	1
65	как и в	4	1
66	то есть в	1	1
67	не нуждается в	1	1
