N	3gram	Berdyaev_M_1	Myshleni
1	в том что	1	19
2	по сравнению с	1	14
3	по отношению к	2	10
4	для того чтобы	2	8
5	от того что	1	6
6	в то время	2	6
7	в зависимости от	1	5
8	можно было бы	1	5
9	то время как	2	5
10	потому что он	1	4
11	до сих пор	2	3
12	друг к другу	1	3
13	он мог бы	1	2
14	и не может	2	2
15	с тем что	3	2
16	только те отношения	1	2
17	иное отношение к	1	2
18	вместе с тем	5	2
19	мы говорим что	1	2
20	не могут быть	2	2
21	оно не может	1	2
22	когда мы говорим	1	2
23	том смысле что	1	2
24	с того что	1	2
25	может быть выражена	1	2
26	в том смысле	2	2
27	не может быть	17	2
28	что иное как	1	1
29	и жизнь его	1	1
30	и в конце	2	1
31	нет и не	1	1
32	что в основе	1	1
33	он сам не	1	1
34	психологической точки зрения	1	1
35	новых и новых	1	1
36	выйти за пределы	1	1
37	по своему значению	2	1
38	как и все	1	1
39	что он не	2	1
40	в отличие от	1	1
41	но он не	2	1
42	он не может	2	1
43	есть и в	1	1
44	он никогда не	2	1
45	не значит что	1	1
46	не только в	2	1
47	с психологической точки	1	1
48	и по отношению	1	1
49	потому что в	3	1
50	быть выражена и	1	1
51	это не значит	2	1
52	как бы в	1	1
53	в ряду других	1	1
54	что совершается в	1	1
55	и всю свою	1	1
56	не что иное	1	1
57	не может не	2	1
58	до конца и	1	1
59	она лежит в	1	1
60	зависимости от этого	1	1
61	в самом деле	1	1
62	не может уже	1	1
63	бы он ни	1	1
64	но не в	1	1
65	и ту же	1	1
66	но не может	1	1
67	по сравнению со	1	1
68	что и в	1	1
69	в конце концов	2	1
70	точку зрения и	1	1
