N	2gram	Bakhtin_Fr_6	Tvorches
1	и в	41	20
2	в году	6	16
3	в романе	2	15
4	не только	10	13
5	никогда не	8	11
6	как бы	7	11
7	таким образом	17	10
8	в то	6	10
9	в его	7	10
10	и его	13	9
11	там же	1	9
12	и не	3	9
13	при этом	3	8
14	и с	16	8
15	в том	2	8
16	может быть	2	8
17	в этом	12	8
18	прежде всего	10	8
19	но и	13	8
20	то же	5	7
21	это не	1	7
22	представление о	2	7
23	же время	5	7
24	наряду с	1	7
25	года в	1	7
26	потому что	3	7
27	не может	4	7
28	xix века	1	7
29	что в	7	7
30	в целом	1	6
31	как и	7	6
32	в своей	2	6
33	что он	6	6
34	так и	5	6
35	в конце	2	6
36	у него	7	6
37	именно в	4	6
38	а не	2	6
39	в основном	1	6
40	все это	11	6
41	например в	6	5
42	еще не	1	5
43	и на	9	5
44	но не	2	5
45	все же	4	5
46	в этой	8	5
47	если он	1	5
48	и сам	3	5
49	то есть	24	5
50	о том	9	5
51	и даже	4	5
52	но это	3	5
53	так же	5	5
54	мы не	2	4
55	все эти	11	4
56	что они	2	4
57	как в	4	4
58	хотя и	2	4
59	но в	8	4
60	не в	4	4
61	в дальнейшем	2	4
62	на его	2	4
63	об этом	1	4
64	ничего не	1	4
65	легенда о	1	4
66	в духе	3	4
67	в чем	3	4
68	в лице	1	4
69	мы видим	6	4
70	а в	4	4
71	и потому	2	4
72	и от	4	4
73	героя в	1	4
74	том что	7	4
75	одним из	4	3
76	и отчасти	2	3
77	человека и	2	3
78	и через	1	3
79	он сам	3	3
80	а с	1	3
81	по отношению	1	3
82	в одной	3	3
83	это был	1	3
84	в письмах	1	3
85	отношению к	1	3
86	в себе	5	3
87	в нем	16	3
88	он не	2	3
89	в плане	3	3
90	в образе	6	3
91	человека в	1	3
92	я бы	1	3
93	а затем	4	3
94	традиции и	1	3
95	его в	1	3
96	но уже	2	3
97	в самом	10	3
98	в котором	4	3
99	в их	1	3
100	место в	1	3
101	в которых	1	3
102	своего рода	1	3
103	тем что	5	3
104	одна из	1	3
105	казалось бы	1	3
106	комического в	1	3
107	и это	1	3
108	с ним	4	3
109	до сих	3	3
110	между тем	2	3
111	в античной	2	3
112	этот вопрос	1	3
113	уже не	1	3
114	в начале	3	3
115	рассказывает о	1	3
116	для него	1	3
117	у нее	1	3
118	так как	10	3
119	то что	10	3
120	как у	3	3
121	и др	10	3
122	что не	3	3
123	превращается в	2	3
124	вместе с	6	3
125	несколько раз	1	3
126	с этой	3	3
127	сих пор	3	3
128	один из	6	3
129	не является	1	3
130	по самой	1	3
131	одной из	3	3
132	в таком	1	3
133	и чуда	1	2
134	как известно	2	2
135	самом деле	4	2
136	от этой	1	2
137	говорить о	2	2
138	со своими	1	2
139	и он	5	2
140	в xix	1	2
141	в ее	5	2
142	нет и	1	2
143	так что	2	2
144	в истории	2	2
145	и поэтому	1	2
146	и наконец	4	2
147	от ее	1	2
148	в этот	1	2
149	но эта	2	2
150	в которой	1	2
151	в литературном	1	2
152	бы не	1	2
153	во многих	1	2
154	так сказать	2	2
155	и если	1	2
156	при виде	1	2
157	сердце и	1	2
158	характер в	3	2
159	и по	1	2
160	особенно в	1	2
161	которой он	1	2
162	зато в	1	2
163	не столько	1	2
164	одном из	1	2
165	точку зрения	1	2
166	их в	2	2
167	не могли	1	2
168	где нет	1	2
169	в устах	1	2
170	не менее	1	2
171	эта мысль	1	2
172	как о	2	2
173	на него	1	2
174	родился в	1	2
175	весь роман	1	2
176	на землю	1	2
177	другой стороны	2	2
178	xix веке	1	2
179	у нас	4	2
180	мы узнаем	2	2
181	могут быть	1	2
182	и смеха	1	2
183	опираясь на	1	2
184	более не	1	2
185	же не	1	2
186	действия и	1	2
187	роль в	4	2
188	веру в	1	2
189	действующих лиц	1	2
190	чем их	1	2
191	и что	5	2
192	что его	1	2
193	восходит к	1	2
194	там нет	1	2
195	в ту	1	2
196	все время	4	2
197	в которую	1	2
198	в литературе	5	2
199	к которому	1	2
200	всякого рода	1	2
201	с ними	1	2
202	только в	3	2
203	себя в	2	2
204	и у	2	2
205	уже в	4	2
206	на ней	1	2
207	или даже	1	2
208	и других	1	2
209	из них	5	2
210	в одном	5	2
211	вовсе не	7	2
212	сильнее и	2	2
213	только с	3	2
214	рядом с	5	2
215	с другой	4	2
216	не было	1	2
217	это прежде	2	2
218	на этот	1	2
219	и вообще	4	2
220	в частности	2	2
221	начиная с	2	2
222	образ и	1	2
223	в первой	3	2
224	человеческой культуры	1	2
225	него в	1	2
226	только для	1	2
227	и тогда	1	2
228	более того	4	2
229	это уже	2	2
230	в основе	4	2
231	с другими	3	2
232	это все	2	2
233	связь с	1	2
234	но если	2	2
235	из этого	4	2
236	но эти	1	2
237	в искусстве	3	2
238	говорили о	3	1
239	ту же	1	1
240	если б	2	1
241	повторяются в	1	1
242	узнаем в	1	1
243	в сфере	1	1
244	части где	1	1
245	по адресу	1	1
246	как его	2	1
247	связана с	2	1
248	не остается	3	1
249	отметим что	1	1
250	это и	2	1
251	мы говорим	1	1
252	в первом	3	1
253	нас на	1	1
254	из его	1	1
255	приходит к	1	1
256	мы уже	18	1
257	той же	5	1
258	из всех	1	1
259	со всех	1	1
260	и находился	1	1
261	о болезни	1	1
262	что если	2	1
263	общества и	1	1
264	этого определения	1	1
265	что уже	1	1
266	из своих	1	1
267	роман в	1	1
268	не вполне	1	1
269	эпохи в	1	1
270	в самих	1	1
271	то это	1	1
272	из действительности	1	1
273	всех сторон	1	1
274	литературы и	2	1
275	он был	4	1
276	между собой	1	1
277	не был	2	1
278	это действительно	1	1
279	с его	5	1
280	и легенд	1	1
281	во всех	17	1
282	времени как	1	1
283	этого героя	1	1
284	о смерти	1	1
285	с последними	1	1
286	и всякий	1	1
287	менее всего	1	1
288	в жизни	1	1
289	отношение к	1	1
290	в наиболее	2	1
291	дается еще	1	1
292	в окружении	1	1
293	значение имеет	1	1
294	стал бы	1	1
295	чем же	1	1
296	с этим	3	1
297	средневекового человека	1	1
298	и нет	1	1
299	перед нами	3	1
300	не замечая	1	1
301	романа но	1	1
302	и как	4	1
303	от народной	1	1
304	новую жизнь	1	1
305	высшей силы	1	1
306	и к	1	1
307	в противоположность	1	1
308	сливается с	1	1
309	что это	5	1
310	говорили что	3	1
311	из этих	2	1
312	связанного с	1	1
313	думать что	1	1
314	того факта	1	1
315	смеха в	1	1
316	и до	7	1
317	мы чувствуем	1	1
318	универсальное значение	1	1
319	это связано	1	1
320	мысли и	1	1
321	и эти	1	1
322	и вот	1	1
323	мире на	1	1
324	образах романа	1	1
325	можно было	1	1
326	жить в	1	1
327	в каждом	1	1
328	в работе	1	1
329	что все	2	1
330	значение в	2	1
331	заключается в	2	1
332	в глазах	1	1
333	смотреть на	1	1
334	было бы	3	1
335	то все	1	1
336	должен был	1	1
337	по себе	1	1
338	ведь в	1	1
339	был задуман	2	1
340	мог бы	1	1
341	ни в	1	1
342	вводит в	1	1
343	в них	7	1
344	но лишь	1	1
345	несмотря на	1	1
346	мы видели	2	1
347	становятся в	1	1
348	им не	1	1
349	видим как	1	1
350	в развитии	2	1
351	очень важный	1	1
352	в церкви	1	1
353	не мог	3	1
354	в эту	2	1
355	в этих	2	1
356	во время	9	1
357	в ад	3	1
358	отчасти в	1	1
359	таким же	1	1
360	от боли	1	1
361	хроники и	1	1
362	было очень	1	1
363	он дает	1	1
364	всякий раз	1	1
365	признать что	1	1
366	и о	1	1
367	из области	2	1
368	оно никогда	1	1
369	в iii	1	1
370	подлинно человеческое	1	1
371	но он	5	1
372	и относительно	1	1
373	в таких	2	1
374	даже в	4	1
375	всего его	1	1
376	место занимает	1	1
377	это чувство	1	1
378	что с	1	1
379	на земле	1	1
380	в обоих	1	1
381	дело в	1	1
382	в идее	1	1
383	ему известны	1	1
384	был назван	1	1
385	всей их	1	1
386	но только	1	1
387	себе самом	2	1
388	он с	1	1
389	не имеет	1	1
390	это совершенно	1	1
391	дает нам	2	1
392	из древнейших	2	1
393	уже говорили	11	1
394	жизни как	1	1
395	образа но	1	1
396	и обновление	1	1
397	особое значение	1	1
398	как будто	1	1
399	в области	2	1
400	ему не	1	1
401	факта что	1	1
402	у меня	1	1
403	от их	1	1
404	представляется нам	1	1
405	в момент	1	1
406	стороны и	2	1
407	к себе	2	1
408	не могут	2	1
409	во все	1	1
410	и вполне	1	1
411	для развития	1	1
412	это веселая	1	1
413	является одним	1	1
414	этой книги	2	1
415	той или	1	1
416	этот день	1	1
417	наглядно показывает	1	1
418	день и	1	1
419	на это	1	1
420	если же	1	1
421	должен быть	2	1
422	сатира на	1	1
423	как мы	12	1
424	в дело	2	1
425	характер и	2	1
426	с лицом	1	1
427	сочетается с	1	1
428	смерти в	1	1
429	болезни и	1	1
430	только то	1	1
431	в себя	1	1
432	основания для	1	1
433	то время	1	1
434	в пределах	1	1
435	этот роман	2	1
436	по способу	1	1
437	его были	1	1
438	здесь он	3	1
439	ясно что	1	1
440	связан с	1	1
441	с собой	1	1
442	еще в	5	1
443	в изображении	1	1
444	во второй	1	1
445	том как	1	1
446	веры в	1	1
447	что от	1	1
448	жизнь и	1	1
449	поэтому в	1	1
450	был не	1	1
451	традиции у	1	1
452	образом в	2	1
453	античной литературе	1	1
454	о нем	1	1
455	создает атмосферу	1	1
456	и здесь	1	1
457	другом месте	4	1
458	в другом	4	1
459	характер этого	1	1
460	в память	1	1
461	этот диалог	1	1
462	одного из	1	1
463	с одной	4	1
464	утверждает что	1	1
465	лишь в	2	1
466	как наиболее	1	1
467	центрального образа	1	1
468	от него	2	1
469	каждом из	1	1
470	и события	1	1
471	этот момент	1	1
472	и хорошо	1	1
473	а потому	1	1
474	него далее	1	1
475	романа в	3	1
476	века и	1	1
477	нем и	1	1
478	смеха и	1	1
479	как она	2	1
480	если взять	1	1
481	от всех	2	1
482	в сферу	1	1
483	он пытался	1	1
484	нас интересует	1	1
485	психологический механизм	1	1
486	и одновременно	1	1
487	он стал	2	1
488	образов и	5	1
489	важно подчеркнуть	1	1
490	как нечто	1	1
491	то в	1	1
492	то он	2	1
493	такое же	1	1
494	знаешь ли	1	1
495	и осмеяние	1	1
496	все ведущие	2	1
497	сцены и	2	1
498	конечно этот	1	1
499	связи с	2	1
500	переходит в	2	1
501	литературы в	1	1
502	в большинстве	4	1
503	духе что	1	1
504	является не	1	1
505	здесь же	2	1
506	не из	1	1
507	не дает	1	1
508	самом как	1	1
509	мир в	1	1
510	был бы	2	1
511	и их	3	1
512	дает и	1	1
513	художественное восприятие	1	1
514	суда в	1	1
515	и связывает	1	1
516	как раз	2	1
517	не просто	1	1
518	смерти и	1	1
519	возможно что	2	1
520	шутовства и	1	1
521	что и	1	1
522	или иной	1	1
523	и точно	1	1
524	влияние на	1	1
525	его с	1	1
526	и прежде	2	1
527	в предисловии	1	1
528	и между	1	1
529	что для	1	1
530	связано с	3	1
531	нужно сказать	2	1
532	мир а	2	1
533	с большей	1	1
534	а главное	1	1
535	и гибели	1	1
