N	2gram	Vygotskiy__3	Freidism
1	таким образом	12	24
2	и не	10	23
3	не может	7	20
4	точки зрения	16	19
5	в этом	13	15
6	в его	5	15
7	мы можем	7	13
8	может быть	19	13
9	и его	6	12
10	все эти	4	11
11	как и	8	11
12	с точки	9	11
13	как бы	14	11
14	то что	35	11
15	самом деле	21	10
16	но в	3	10
17	его в	3	10
18	с ним	2	10
19	как мы	7	10
20	так и	1	10
21	и потому	1	10
22	с его	1	9
23	во всех	4	9
24	и в	38	9
25	то же	10	8
26	не только	12	8
27	он не	6	8
28	в своей	5	8
29	еще не	1	8
30	что он	11	8
31	только в	4	8
32	так как	6	8
33	все это	3	8
34	и все	10	8
35	все что	1	8
36	в самом	25	7
37	мы уже	7	7
38	отношение к	1	7
39	и наконец	2	7
40	ни в	3	7
41	мы видели	6	7
42	те же	1	7
43	один из	6	7
44	тот же	3	7
45	мы знаем	1	7
46	всяком случае	2	7
47	что же	2	7
48	сказать что	4	7
49	во всяком	2	7
50	в ней	15	6
51	к смерти	2	6
52	все те	2	6
53	так сказать	5	6
54	и с	1	6
55	и ее	2	6
56	того что	4	6
57	для него	2	6
58	вовсе не	8	6
59	никогда не	4	6
60	хотя бы	2	6
61	совершенно не	5	6
62	на самом	2	5
63	и на	6	5
64	в чем	1	5
65	и к	3	5
66	в этой	13	5
67	что такое	1	5
68	знаем что	1	5
69	не в	12	5
70	мы должны	1	5
71	в то	3	5
72	в себя	1	5
73	для этого	2	5
74	но мы	2	5
75	можно сказать	1	5
76	для того	8	5
77	по мнению	2	5
78	и прежде	1	5
79	а в	7	5
80	но и	5	5
81	с этим	8	5
82	в свою	4	5
83	что в	20	5
84	в зависимости	1	4
85	той же	2	4
86	мы не	5	4
87	в которой	5	4
88	я не	5	4
89	зависимости от	1	4
90	совсем не	3	4
91	но не	1	4
92	в собственном	1	4
93	все же	8	4
94	не было	1	4
95	из этих	3	4
96	в нем	4	4
97	всех этих	2	4
98	на этом	5	4
99	при этом	4	4
100	с другими	1	4
101	в жизни	1	4
102	на основании	1	4
103	в основе	3	4
104	потому что	14	4
105	и для	4	4
106	к тому	6	4
107	если мы	6	4
108	того чтобы	9	4
109	данном случае	2	4
110	характер и	1	4
111	с самого	6	4
112	это только	3	4
113	которой мы	1	4
114	конечно не	4	4
115	уже не	2	4
116	в котором	6	4
117	как раз	8	4
118	себя и	1	4
119	в данном	2	4
120	и о	3	4
121	в этих	2	4
122	этот вопрос	1	4
123	между ними	1	4
124	в последнем	1	4
125	в таком	3	4
126	он хотел	1	3
127	и есть	1	3
128	на себя	1	3
129	он был	3	3
130	такие же	1	3
131	в общем	2	3
132	один и	1	3
133	как в	4	3
134	и той	2	3
135	и как	8	3
136	между двумя	1	3
137	этой теории	1	3
138	и тот	1	3
139	в себе	4	3
140	и те	1	3
141	главным образом	3	3
142	и вот	2	3
143	одной и	2	3
144	и по	2	3
145	что все	3	3
146	и может	2	3
147	конечно в	3	3
148	было бы	12	3
149	мы имеем	1	3
150	такой же	2	3
151	нисколько не	1	3
152	мысли и	1	3
153	тому чтобы	1	3
154	можем сказать	2	3
155	тому что	6	3
156	нет никакого	2	3
157	самого начала	6	3
158	одна из	4	3
159	на него	1	3
160	ни о	1	3
161	к себе	2	3
162	не могут	2	3
163	бы он	1	3
164	она не	6	3
165	ничего общего	1	3
166	найдем в	1	3
167	с ее	2	3
168	свою очередь	2	3
169	только то	2	3
170	если бы	14	3
171	и что	18	3
172	в конечном	1	3
173	и она	1	3
174	со всеми	2	3
175	из которого	1	3
176	у него	4	3
177	в них	3	3
178	со стороны	2	3
179	и оно	1	3
180	о себе	1	3
181	вместе с	5	3
182	по своему	4	3
183	сейчас же	1	3
184	но это	3	3
185	не является	1	3
186	когда он	4	3
187	от всех	1	3
188	жизни и	1	3
189	ни на	1	3
190	ее в	4	3
191	ли мы	1	2
192	отношения к	2	2
193	чтобы не	1	2
194	в такой	3	2
195	не остается	1	2
196	и то	8	2
197	это и	1	2
198	в первом	1	2
199	и до	1	2
200	уже указывали	1	2
201	высшей степени	1	2
202	большую роль	1	2
203	нам в	2	2
204	становится совершенно	1	2
205	как не	1	2
206	того же	3	2
207	между собой	2	2
208	сказать и	1	2
209	в ее	7	2
210	видели что	2	2
211	но как	2	2
212	с которыми	1	2
213	отличие от	1	2
214	из важнейших	1	2
215	относится к	1	2
216	что как	3	2
217	в своем	5	2
218	от этого	1	2
219	это утверждение	1	2
220	что это	10	2
221	в сновидении	1	2
222	или во	1	2
223	что она	16	2
224	из этой	1	2
