N	2gram	Berdyaev_M_2	Problemy
1	из подполья	2	35
2	и в	46	35
3	как бы	8	31
4	и не	18	27
5	что он	7	24
6	в его	5	21
7	но в	10	19
8	как и	13	18
9	к себе	2	18
10	не может	15	18
11	к другому	3	16
12	в нем	22	16
13	то же	5	15
14	с самим	3	15
15	и все	5	15
16	в сущности	2	14
17	в этом	20	14
18	и его	5	14
19	для него	18	14
20	может быть	21	14
21	но и	15	14
22	все это	1	14
23	он не	10	13
24	к нему	2	13
25	с другим	3	13
26	и с	3	12
27	в другом	1	12
28	у достоевского	34	12
29	прежде всего	12	12
30	и к	7	12
31	по замыслу	1	11
32	в пределах	1	11
33	самом деле	1	10
34	не только	18	10
35	не в	9	10
36	то что	5	10
37	на самом	1	9
38	самим собою	2	9
39	в отношении	5	9
40	ни одного	2	9
41	я не	5	8
42	так и	4	8
43	себя и	3	8
44	и для	7	8
45	потому что	12	8
46	на них	1	7
47	с его	4	7
48	себе и	2	7
49	самим собой	1	7
50	лишь в	2	7
51	замыслу достоевского	1	7
52	я сам	1	7
53	для себя	1	7
54	настасьи филипповны	1	7
55	и сам	1	7
56	творчестве достоевского	3	7
57	так же	6	7
58	что же	2	7
59	точки зрения	2	7
60	с ним	3	7
61	а в	2	7
62	отношении к	3	7
63	отношению к	2	7
64	и на	3	6
65	он сам	6	6
66	по отношению	2	6
67	отношение к	8	6
68	что они	3	6
69	в самом	5	6
70	что у	4	6
71	в плане	1	6
72	в каждом	3	6
73	к тому	5	6
74	он с	1	6
75	и что	2	6
76	только в	3	6
77	но это	8	6
78	не знает	9	6
79	что в	4	6
80	и то	1	5
81	как в	7	5
82	в себе	10	5
83	на протяжении	1	5
84	я все	1	5
85	настасья филипповна	4	5
86	в конце	5	5
87	я вас	1	5
88	да и	2	5
89	его с	2	5
90	и это	5	5
91	в том	3	5
92	так что	2	5
93	к самому	2	5
94	к своему	2	5
95	в романах	1	5
96	как к	2	5
97	этого слова	1	5
98	ивана карамазова	7	4
99	ведь и	1	4
100	в мире	7	4
101	обращен к	4	4
102	он в	3	4
103	в чем	3	4
104	нет и	1	4
105	же и	2	4
106	романах достоевского	1	4
107	та же	10	4
108	что это	6	4
109	но на	2	4
110	на его	2	4
111	и вот	5	4
112	но все	1	4
113	же не	1	4
114	его в	3	4
115	в них	3	4
116	в своей	5	4
117	в такой	3	4
118	его отношение	4	4
119	но он	11	4
120	по себе	2	4
121	ивана в	1	4
122	никогда не	18	4
123	и без	1	4
124	он хочет	3	4
125	во всем	5	4
126	слова о	1	4
127	как будто	2	4
128	и делает	1	4
129	протяжении всего	1	4
130	той или	1	4
131	не хочу	1	4
132	говорили что	1	4
133	сознания и	2	4
134	еще в	2	4
135	между тем	2	4
136	другого в	2	4
137	тотчас же	1	4
138	наконец в	1	4
139	все время	2	4
140	которым он	1	4
141	и у	1	4
142	не принимает	1	4
143	так как	8	4
144	не о	2	4
145	у него	22	4
146	тем что	3	4
147	или иной	2	4
148	с другой	1	4
149	и прежде	1	4
150	что не	2	4
151	до конца	4	4
152	а не	13	4
153	с которым	3	4
154	в творчестве	3	4
155	по своему	1	4
156	в той	1	4
157	человек и	2	4
158	бы в	2	4
159	тот же	2	4
160	а между	1	3
