N	3gram	Potebnia_M_2	Istorich
1	и т д	3	18
2	с другой стороны	2	8
3	в этом случае	1	7
4	с одной стороны	3	7
5	вместе с тем	1	6
6	о том что	1	4
7	в связи с	1	4
8	но все же	1	4
9	мы знаем что	1	4
10	тем не менее	5	4
11	не может быть	2	3
12	после того как	2	3
13	для того чтобы	2	3
14	о том как	1	2
15	до сих пор	4	2
16	в таких случаях	1	2
17	в том чтобы	1	2
18	в некоторых случаях	2	2
19	но так как	1	2
20	мы видели что	1	2
21	то же в	2	2
22	мы не знаем	1	2
23	но это не	1	2
24	в том что	7	2
25	на то что	3	2
26	как и в	1	2
27	что и в	1	2
28	по себе не	3	1
29	мере того как	4	1
30	здесь может быть	1	1
31	это было бы	1	1
32	из того что	1	1
33	на самом деле	2	1
34	по мере того	4	1
35	одной стороны и	1	1
36	к тем же	1	1
37	только в том	1	1
38	сам по себе	4	1
39	верно то что	1	1
40	в отличие от	1	1
41	что и не	1	1
42	и тем не	1	1
43	что не только	1	1
44	с тем что	1	1
45	состоит не в	2	1
46	то же время	2	1
47	кого мы до	1	1
48	мы до сих	1	1
49	с этой точки	1	1
50	главным образом в	1	1
51	только для того	1	1
52	можно найти в	1	1
53	чем перейти к	1	1
54	то время как	3	1
55	и на ней	1	1
56	том смысле в	1	1
57	не в том	2	1
58	может быть не	3	1
59	на мысль что	1	1
60	в жизни народов	1	1
61	этом случае мы	1	1
62	состоит в том	1	1
63	таким же путем	1	1
64	только один из	1	1
65	во всех этих	1	1
66	смысле в каком	1	1
67	потому что в	1	1
68	в одном случае	1	1
69	то что он	1	1
70	только после того	1	1
71	его вместе с	1	1
72	во всяком случае	7	1
73	в одно целое	2	1
74	что у него	1	1
75	служить не только	1	1
76	и в других	1	1
77	но мы видели	1	1
78	они не имеют	1	1
79	и в таком	1	1
80	таким образом в	2	1
81	в одно время	4	1
82	но тем не	3	1
83	в то время	4	1
84	в свою очередь	6	1
85	само по себе	2	1
86	и тем самым	1	1
87	может быть достигнуто	1	1
88	не связано с	1	1
89	с самого начала	2	1
90	вопрос о том	1	1
91	подобно тому как	4	1
92	в нее как	1	1
93	что во время	1	1
94	в то же	2	1
95	может быть названа	1	1
96	в том смысле	4	1
97	все что есть	1	1
98	здесь как и	1	1
99	только тогда когда	2	1
100	т д и	1	1
101	в ней самой	1	1
102	вне связи с	1	1
