N	3gram	Tiupa_Anal_3	FransuaR
1	то же время	3	6
2	в то же	3	6
3	до сих пор	1	4
4	в связи с	1	4
5	на самом деле	1	3
6	в отличие от	2	3
7	и прежде всего	2	3
8	для того чтобы	1	3
9	в той или	1	2
10	по отношению к	7	2
11	в этом отношении	3	2
12	как раз в	1	2
13	в значительной степени	2	2
14	одной и той	2	2
15	и той же	2	2
16	не может быть	1	2
17	в данном случае	3	2
18	о том что	5	2
19	той или иной	3	2
20	можно сказать что	2	2
21	и т.п все	1	2
22	как и в	4	2
23	дело здесь не	1	1
24	под этим углом	1	1
25	в частности и	1	1
26	что иное как	1	1
27	в основе своей	1	1
28	и в сущности	1	1
29	к миру но	1	1
30	дело в том	2	1
31	в данном контексте	1	1
32	требует от нас	1	1
33	и так сказать	1	1
34	и в особенности	1	1
35	подобно тому как	2	1
36	в этом случае	1	1
37	и в данном	1	1
38	не видит что	1	1
39	с точки зрения	2	1
40	хотя бы и	1	1
41	этим углом зрения	1	1
42	в этой части	1	1
43	в применении к	1	1
44	не что иное	1	1
45	в том чтобы	1	1
46	в первом случае	1	1
47	однако и здесь	1	1
48	о чем свидетельствует	1	1
49	дело не с	1	1
50	во втором случае	1	1
51	что в отличие	1	1
52	и в этой	1	1
53	в одном слове	1	1
54	во всяком случае	2	1
55	он не видит	1	1
56	с другой стороны	5	1
57	само по себе	1	1
58	в свое время	2	1
59	не могла не	1	1
60	по ту сторону	1	1
61	есть не что	1	1
62	между тем как	1	1
63	хотя он и	1	1
64	заключается в том	1	1
65	в свою очередь	4	1
66	в начале этого	2	1
67	в одном из	1	1
68	ко второму изданию	1	1
69	который в свою	2	1
70	можно судить по	1	1
71	в том что	7	1
72	что и в	1	1
73	не нуждается в	1	1
