N	2gram	Losev_Dial_3	Komedia
1	и в	24	22
2	и не	27	21
3	т е	48	16
4	том что	8	13
5	таким образом	13	12
6	в том	5	12
7	так как	6	11
8	со стороны	2	11
9	ни в	9	10
10	потому что	7	10
11	в самом	7	9
12	до сих	1	9
13	вместе с	1	9
14	сих пор	1	9
15	в этом	8	8
16	его в	1	8
17	в своем	3	8
18	к ней	1	8
19	о том	6	8
20	если бы	6	8
21	в его	2	8
22	что и	6	8
23	что он	13	8
24	едва ли	1	7
25	то же	6	7
26	при этом	2	7
27	об этом	6	7
28	о чем	1	7
29	только что	4	7
30	а в	2	7
31	самом деле	6	6
32	еще не	2	6
33	так что	8	6
34	тому же	2	6
35	iii в	1	6
36	в то	5	6
37	и его	5	6
38	к тому	4	6
39	ясно что	7	6
40	и что	15	6
41	для того	3	6
42	может быть	13	6
43	как раз	7	6
44	во время	1	6
45	речь идет	1	5
46	что его	5	5
47	но в	2	5
48	не только	23	5
49	он не	5	5
50	то это	9	5
51	не менее	11	5
52	же время	3	5
53	связи с	1	5
54	и сам	1	5
55	хотя и	5	5
56	с ним	1	5
57	к нему	3	5
58	что в	7	5
59	из них	3	5
60	тем что	3	5
61	прежде всего	8	5
62	как это	5	5
63	все это	6	5
64	и т	24	4
65	то ли	1	4
66	на себя	3	4
67	в ней	2	4
68	он был	1	4
69	с другой	4	4
70	тут же	1	4
71	нет и	4	4
72	отнюдь не	10	4
73	все же	3	4
74	то что	14	4
75	что к	1	4
76	в себе	2	4
77	что она	9	4
78	но все	1	4
79	и с	6	4
80	несмотря на	2	4
81	точки зрения	25	4
82	не в	3	4
83	в отношении	1	4
84	на него	1	4
85	у него	2	4
86	и здесь	2	4
87	друг друга	3	4
88	так и	5	4
89	и поэтому	1	4
90	вовсе не	13	4
91	само собой	1	4
92	но и	9	4
93	ничем не	7	4
94	а не	26	4
95	в связи	1	4
96	и для	2	4
97	бы в	2	4
98	тем более	3	4
99	хотя бы	4	4
100	так же	4	4
101	идет о	1	3
102	ясно только	1	3
103	говорить о	4	3
104	из того	2	3
105	на них	2	3
106	с его	2	3
107	в ее	1	3
108	с этим	3	3
109	в т	1	3
110	и к	5	3
111	и этим	3	3
112	в которой	1	3
113	на то	3	3
114	в нем	3	3
115	при виде	1	3
116	что ни	1	3
117	от нее	1	3
118	то ни	1	3
119	было бы	5	3
120	в них	5	3
121	все равно	2	3
122	далеко не	1	3
123	как и	7	3
124	чем в	1	3
125	но если	6	3
126	с точки	14	3
127	ни малейшего	1	3
128	тем не	10	3
129	их в	2	3
130	к ним	1	3
131	не имеет	11	3
132	никогда не	7	3
133	ничего не	17	3
134	же самое	1	3
135	не зная	1	3
136	тех пор	2	3
137	не о	2	3
138	одной из	1	3
139	нисколько не	1	3
140	с одной	3	3
141	что не	5	3
142	не так	1	3
143	всяком случае	2	3
144	мы можем	1	3
145	в других	1	3
146	и даже	13	3
147	даже не	6	3
148	перед ним	1	3
149	если не	3	3
150	в частности	2	3
151	не может	19	3
152	конечно не	4	3
153	по своему	1	3
154	одной стороны	3	3
155	в течение	1	3
156	как бы	3	3
157	с этой	5	3
158	из себя	2	3
159	из своего	1	3
160	не знает	3	3
161	все что	3	3
162	во всяком	2	3
163	отношения к	1	2
164	даже если	2	2
165	такое же	1	2
166	его не	2	2
167	мы не	5	2
168	в сущности	10	2
169	время как	4	2
170	представление о	1	2
171	и он	2	2
172	меньше чем	2	2
173	и на	3	2
174	бы то	2	2
175	во всех	1	2
176	конечном счете	1	2
177	за пределы	3	2
178	и я	3	2
179	стороны и	1	2
180	целый ряд	2	2
181	в результате	1	2
182	не приходится	1	2
183	так или	2	2
184	только один	1	2
185	если он	1	2
186	ни было	1	2
187	и если	2	2
188	после этого	1	2
189	в силу	3	2
190	людей и	2	2
191	в мире	1	2
192	не с	1	2
193	а как	1	2
194	это не	4	2
195	отца и	2	2
196	не ясно	1	2
197	на основании	2	2
198	не мог	1	2
199	и без	3	2
200	в котором	1	2
201	в их	2	2
202	начиная от	1	2
203	всем том	1	2
204	сам себя	1	2
205	в одном	1	2
206	того кто	3	2
