N	2gram	Tiupa_Lite_1	Problemy
1	и в	8	43
2	и не	12	29
3	чужого слова	1	24
4	может быть	13	23
5	как бы	7	22
6	не может	5	18
7	в пределах	3	16
8	на чужое	1	14
9	как и	6	14
10	у достоевского	2	14
11	но и	17	14
12	в этом	12	13
13	точки зрения	6	13
14	что он	5	13
15	в нем	2	12
16	в одном	1	12
17	слова в	1	12
18	не только	24	11
19	в каждом	1	11
20	не в	8	11
21	и на	1	10
22	но в	3	10
23	как мы	1	10
24	в его	7	10
25	прежде всего	11	10
26	в сущности	2	9
27	еще не	4	9
28	он не	1	9
29	никогда не	4	9
30	в большинстве	1	9
31	то же	5	8
32	лишь в	4	8
33	для него	2	8
34	с точки	2	8
35	и его	4	8
36	с самим	1	8
37	большинстве случаев	1	8
38	или в	1	8
39	перед нами	1	7
40	в самом	3	7
41	к себе	3	7
42	в то	5	7
43	и сам	6	7
44	в другом	2	7
45	до сих	1	7
46	а не	16	7
47	о себе	4	7
48	что же	1	7
49	сих пор	1	7
50	к чужому	1	7
51	то что	10	7
52	так сказать	1	6
53	при этом	19	6
54	к одному	1	6
55	не как	4	6
56	в этих	1	6
57	что я	2	6
58	приводит к	3	6
59	о нем	1	6
60	в том	16	6
61	в котором	1	6
62	у него	3	6
63	и все	1	6
64	самом деле	2	5
65	к другому	1	5
66	и он	1	5
67	но не	4	5
68	по отношению	3	5
69	в себе	7	5
70	все эти	2	5
71	на то	1	5
72	да и	3	5
73	таким образом	3	5
74	и с	1	5
75	было бы	2	5
76	в слове	2	5
77	самим собою	2	5
78	о том	2	5
79	никак не	1	5
80	и что	1	5
81	же время	5	5
82	к нему	1	5
83	вовсе не	1	5
84	в той	1	5
85	а в	3	5
86	героя и	1	5
87	отношению к	2	5
88	достоевского в	1	4
89	а как	2	4
90	мы не	1	4
91	я не	7	4
92	с его	5	4
93	во всех	1	4
94	отличие от	5	4
95	в своем	11	4
96	в произведении	1	4
97	человека в	1	4
98	может стать	1	4
99	в них	1	4
100	далеко не	3	4
101	между собою	1	4
102	должно быть	1	4
103	во время	1	4
104	в своей	4	4
105	установка на	1	4
106	в отличие	5	4
107	том же	3	4
108	слово как	1	4
109	с другом	1	4
110	к тому	2	4
111	на предмет	1	4
112	с собой	4	4
113	в чужом	4	4
114	в словах	1	4
115	только в	8	4
116	в стиле	1	4
117	же и	3	4
118	так как	1	4
119	как раз	4	4
120	с другой	3	4
121	до конца	1	4
122	более того	1	4
123	не на	2	4
124	то есть	6	4
125	и нет	2	4
126	между ними	1	4
127	совершенно не	1	4
128	себе самому	1	4
129	что в	3	4
130	но эти	1	4
131	также и	3	3
132	должна быть	2	3
133	той же	3	3
134	не была	1	3
135	так я	1	3
136	в виду	3	3
137	он был	1	3
138	он сам	1	3
139	за пределы	2	3
140	в одной	1	3
141	в художественном	4	3
142	только на	2	3
143	тому же	2	3
144	я вам	1	3
145	самим собой	2	3
146	это не	4	3
147	эту минуту	1	3
148	в жизни	6	3
149	кажется что	1	3
150	а за	1	3
151	такой же	1	3
152	достоевского но	1	3
153	в их	3	3
154	в диалоге	1	3
155	даже в	2	3
156	в отношении	1	3
157	она не	1	3
158	на него	1	3
159	могут быть	2	3
160	души человеческой	1	3
161	не менее	7	3
162	но при	2	3
163	в себя	2	3
164	можно было	2	3
165	так и	4	3
166	если бы	1	3
167	и даже	3	3
168	и здесь	1	3
169	в различных	1	3
170	между тем	2	3
171	что и	1	3
172	и только	2	3
173	другого в	3	3
174	достоевского это	1	3
175	наконец в	1	3
176	в формах	4	3
177	его в	3	3
178	тот же	1	3
179	том или	1	3
180	со всеми	1	3
181	себя в	6	3
182	от автора	2	3
183	уже не	7	3
184	героя с	2	3
185	в виде	1	3
186	чужое сознание	1	3
187	тем что	2	3
188	герой и	1	3
189	или иной	2	3
190	себя и	1	3
191	в рассказе	1	3
192	он и	3	3
193	чувствуем что	1	3
194	него в	1	3
195	ни на	1	3
196	по существу	1	3
197	но для	1	3
198	все же	4	3
199	сознания и	1	3
200	в эту	1	3
201	но зато	1	3
202	в романе	1	3
203	не знает	1	3
204	другой стороны	1	3
205	того же	2	3
206	я и	7	2
207	ту же	2	2
208	положение в	1	2
209	чтобы не	2	2
210	человека и	2	2
211	тем же	3	2
212	из его	2	2
213	себе как	1	2
214	и о	1	2
215	вопрос о	1	2
216	во внутреннем	1	2
217	на себя	2	2
218	бы ни	1	2
219	то это	2	2
220	быть в	1	2
221	он говорит	1	2
222	в сторону	1	2
223	отношение к	1	2
224	как в	5	2
225	как нам	1	2
226	и слова	1	2
227	целый ряд	1	2
228	и как	1	2
229	та же	2	2
230	в целом	8	2
231	бы не	3	2
232	из этих	2	2
233	с их	3	2
234	мы чувствуем	1	2
235	как он	2	2
236	романе достоевского	1	2
237	на том	2	2
238	но все	1	2
239	а затем	1	2
240	из них	4	2
241	чужого сознания	4	2
242	знает что	1	2
243	которая как	1	2
244	на почве	2	2
245	и вы	1	2
246	художественного творчества	3	2
247	автора и	1	2
248	том что	14	2
249	что такое	2	2
250	в которых	1	2
251	собою а	1	2
252	и то	2	2
253	а вот	1	2
254	раз и	2	2
255	его интенции	1	2
256	иной раз	1	2
257	дело в	3	2
258	от чужого	1	2
259	одна из	3	2
260	и всегда	1	2
261	к определенному	1	2
262	тем не	2	2
263	меня и	1	2
264	и является	2	2
265	для осуществления	1	2
266	самой этой	1	2
267	перед ним	1	2
268	отличается от	1	2
269	как человек	1	2
270	для себя	5	2
271	в конце	4	2
272	что может	1	2
