N	3gram	Vinokur_Ku_1	VerxiiNi
1	вместе с тем	3	8
2	с одной стороны	1	7
3	с точки зрения	9	6
4	во всяком случае	5	6
5	более или менее	3	5
6	до сих пор	4	5
7	по крайней мере	5	5
8	а с другой	3	5
9	для того чтобы	15	5
10	о том что	5	4
11	с тем чтобы	1	4
12	и вместе с	1	4
13	но все же	2	4
14	так или иначе	2	3
15	точно так же	1	3
16	с течением времени	1	3
17	так же как	1	3
18	в связи с	3	3
19	тем не менее	4	3
20	в том что	15	3
21	в том виде	1	2
22	таким образом если	1	2
23	и потому что	2	2
24	в этом отношении	5	2
25	с этой точки	1	2
26	таким образом в	1	2
27	то же время	2	2
28	ничего общего с	1	2
29	этой точки зрения	2	2
30	той или иной	1	2
31	на то что	2	2
32	в то же	2	2
33	и того же	2	1
34	и все же	1	1
35	что в этом	1	1
36	в силу этого	1	1
37	в самом этом	1	1
38	состоит в том	3	1
39	иметь в виду	1	1
40	притом не только	1	1
41	чуть ли не	2	1
42	иначе связанные с	1	1
43	по отношению к	8	1
44	и в смысле	1	1
45	имеем в виду	1	1
46	сообразно с этим	1	1
47	в самом деле	7	1
48	в настоящее время	1	1
49	одного и того	2	1
50	ни один из	1	1
51	в соответствии с	3	1
52	свидетельствует о том	1	1
53	крайней мере в	1	1
54	о том как	3	1
55	с представлением о	1	1
56	и в то	1	1
57	сами по себе	1	1
58	особенно важное значение	1	1
59	в первую очередь	2	1
60	вследствие того что	1	1
61	можно только в	1	1
62	но они не	1	1
63	но для этого	1	1
64	а вместе с	1	1
65	с тем что	1	1
66	у всех народов	1	1
67	это как не	1	1
68	но точно так	1	1
69	которые могли бы	1	1
70	не потому что	3	1
71	в первом случае	1	1
72	вовсе уже не	1	1
73	на этот раз	1	1
74	смысле этого слова	1	1
75	точный отчет в	1	1
76	в отличие от	1	1
77	или иначе связанные	1	1
78	все же есть	1	1
79	не в том	4	1
80	еще и потому	1	1
81	как бы часть	1	1
82	себе точный отчет	1	1
83	с другой стороны	6	1
84	речь идет о	2	1
85	лицом к лицу	1	1
86	а в том	2	1
87	не может быть	3	1
88	но с другой	1	1
89	так и в	2	1
90	в свою очередь	3	1
91	широком смысле этого	1	1
92	что это есть	1	1
93	мы имеем в	1	1
94	после того как	1	1
95	и не потому	1	1
96	повседневной жизни и	1	1
97	не является исключительно	1	1
98	обе эти категории	2	1
99	таким образом была	1	1
100	что и в	1	1
101	только тогда когда	1	1
