N	2gram	Propp_Isto_1	Hudozhes
1	том что	7	16
2	и в	28	14
3	так и	9	13
4	не только	12	12
5	при этом	3	12
6	о том	9	12
7	в том	9	12
8	а не	15	12
9	и т	25	11
10	в себе	2	11
11	в этом	8	11
12	прежде всего	10	11
13	в своей	1	10
14	для него	2	10
15	то же	12	9
16	как и	4	9
17	что он	10	9
18	в качестве	5	9
19	у него	1	9
20	по отношению	3	8
21	в этой	6	8
22	как в	2	8
23	то что	9	8
24	т п	1	8
25	ничего не	2	8
26	в его	5	8
27	между тем	2	8
28	отношению к	3	8
29	в то	3	8
30	еще не	7	7
31	это не	7	7
32	своего рода	1	7
33	не в	9	7
34	к тому	6	7
35	уже не	3	7
36	именно в	3	7
37	не может	15	7
38	как бы	2	7
39	а в	7	7
40	как правило	4	6
41	было бы	7	6
42	никогда не	14	6
43	что в	12	6
44	перед нами	3	5
45	но в	8	5
46	об этом	4	5
47	не менее	6	5
48	и его	3	5
49	потому что	4	5
50	и он	3	5
51	можно было	5	5
52	только в	11	5
53	друг друга	1	5
54	может быть	25	5
55	но и	10	5
56	в частности	2	5
57	к жизни	1	5
58	в этих	7	5
59	мы уже	1	4
60	в ней	7	4
61	столь же	2	4
62	а только	2	4
63	в своем	5	4
64	и к	1	4
65	в действительности	2	4
66	то в	1	4
67	та же	1	4
68	на то	4	4
69	что она	5	4
70	он не	2	4
71	и с	4	4
72	несмотря на	1	4
73	этой связи	1	4
74	тем не	6	4
75	тому что	1	4
76	с ним	2	4
77	она не	1	4
78	в русской	2	4
79	по своей	2	4
80	связи с	4	4
81	как будто	4	4
82	и это	1	4
83	того что	4	4
84	один из	4	4
85	себя в	2	4
86	из них	3	4
87	в конце	1	4
88	как раз	2	4
89	не было	1	4
90	и все	1	4
91	мы узнаем	1	4
92	т е	10	4
93	и от	2	4
94	речь идет	1	3
95	едва ли	1	3
96	говорить о	1	3
97	и на	4	3
98	в ее	2	3
99	отнюдь не	1	3
100	все же	10	3
101	но он	1	3
102	в нем	2	3
103	т д	22	3
104	и по	3	3
105	на этом	3	3
106	его в	6	3
107	с этим	4	3
108	даже в	4	3
109	ничем не	1	3
110	она в	1	3
111	все эти	4	3
112	о природе	1	3
113	в тексте	1	3
114	тем что	3	3
115	этом отношении	1	3
116	как мы	3	3
117	того чтобы	1	3
118	в пределах	4	3
119	приводит к	2	3
120	и когда	2	3
121	что у	1	3
122	еще в	2	3
123	том как	2	3
124	если бы	8	3
125	о нем	2	3
126	а также	1	3
127	но не	5	3
128	будто бы	3	3
129	как его	1	3
130	и даже	4	3
131	со стороны	2	3
132	превращается в	4	3
133	то и	2	3
134	в связи	4	3
135	такого рода	1	3
136	и для	4	3
137	или не	1	3
138	к этой	1	3
139	например в	5	2
140	же как	2	2
141	начинается с	3	2
142	отметим что	1	2
143	на самом	1	2
144	момент когда	2	2
145	в их	3	2
146	мы не	10	2
147	вопрос о	5	2
148	к своему	2	2
149	мы читаем	1	2
150	но как	1	2
151	в рамках	2	2
152	как нам	1	2
153	хотя и	1	2
154	в целом	2	2
155	так в	4	2
156	только на	1	2
157	как он	2	2
158	так сказать	1	2
159	ключ к	3	2
160	они в	1	2
161	на наш	1	2
162	однако в	2	2
163	с такими	1	2
164	значительной степени	1	2
165	же касается	1	2
166	в другом	3	2
167	не мотивировано	1	2
168	ясно что	2	2
169	того или	1	2
170	живет в	2	2
171	по себе	3	2
172	одной из	2	2
173	должно быть	2	2
174	в такой	2	2
175	от себя	1	2
176	сих пор	5	2
177	все это	4	2
178	они не	4	2
179	и герой	1	2
180	не раз	1	2
181	и другое	2	2
182	одна из	2	2
183	на себе	1	2
184	она из	1	2
185	мышления и	1	2
186	а порой	1	2
187	заметить что	1	2
188	на него	4	2
189	любимой дочери	1	2
