N	2gram	Bakhtin_Pr_4	StatiiOP
1	борисе годунове	1	40
2	в борисе	1	39
3	и в	46	25
4	в этом	16	24
5	у пушкина	2	22
6	пушкина в	1	21
7	в том	9	20
8	что он	6	19
9	может быть	23	19
10	тем что	3	19
11	что в	4	19
12	что это	1	16
13	том что	4	15
14	в этой	3	14
15	и пр	2	13
16	не только	14	12
17	в его	9	12
18	то что	4	12
19	в этих	4	11
20	так что	2	11
21	таким образом	4	10
22	прежде всего	9	10
23	и не	27	10
24	у него	5	9
25	но и	12	9
26	все это	6	8
27	о том	5	8
28	в языке	2	8
29	в своих	1	8
30	из его	1	7
31	с этим	2	7
32	это не	5	7
33	было бы	3	7
34	в то	5	7
35	не может	19	7
36	точки зрения	11	7
37	что такое	2	7
38	место в	1	6
39	и на	11	6
40	как в	4	6
41	из этих	3	6
42	не в	10	6
43	между тем	2	6
44	только в	6	6
45	в конце	3	6
46	в области	1	6
47	как бы	19	6
48	а в	2	6
49	как на	1	6
50	то же	6	5
51	но в	6	5
52	на то	3	5
53	он не	4	5
54	об этом	2	5
55	на почве	2	5
56	ни в	6	5
57	мы имеем	3	5
58	в котором	5	5
59	потому что	4	5
60	и это	3	5
61	так и	4	5
62	в них	1	5
63	отметить что	1	5
64	у шекспира	1	5
65	с другой	3	5
66	связано с	1	5
67	а не	11	5
68	в речах	1	5
69	другой стороны	3	5
70	например в	4	4
71	точка зрения	1	4
72	в общем	2	4
73	в центре	3	4
74	все же	4	4
75	не было	2	4
76	и к	9	4
77	в целом	1	4
78	на его	1	4
79	в каждом	6	4
80	мировой литературе	1	4
81	лишь в	2	4
82	этом смысле	2	4
83	и тем	2	4
84	в жизни	5	4
85	как и	12	4
86	а как	2	4
87	у нас	2	4
88	в устах	1	4
89	с точки	9	4
90	ничего не	2	4
91	к ней	2	4
92	отличается от	3	4
93	в ней	1	4
94	и с	7	4
95	если бы	3	4
96	можно сказать	4	4
97	к нему	5	4
98	мы видим	1	4
99	всего в	1	4
100	и др	1	4
101	всяком случае	1	4
102	отношение к	3	4
103	в речи	3	4
104	это есть	1	4
105	и для	3	4
106	но это	6	4
107	сказать что	2	4
108	была бы	1	4
109	в своей	3	4
110	это в	1	4
111	можно назвать	1	4
112	во всяком	2	4
113	я и	1	3
114	он хотел	1	3
115	подчеркнуть что	1	3
116	с его	5	3
117	своего рода	4	3
118	кроме того	4	3
119	и наконец	4	3
120	все эти	4	3
121	и если	1	3
122	на этом	3	3
123	от нее	1	3
124	в другом	2	3
125	о которых	2	3
126	несмотря на	1	3
127	в их	4	3
128	что я	6	3
129	но он	3	3
130	тому что	1	3
131	пушкина но	1	3
132	во время	1	3
133	на тему	1	3
134	же время	5	3
135	это слово	5	3
136	связи с	1	3
137	и здесь	4	3
138	что все	1	3
139	в словах	4	3
140	со стороны	1	3
141	и что	3	3
142	нельзя сказать	1	3
143	пушкина не	1	3
144	и его	6	3
145	уже не	4	3
146	уже в	4	3
147	для него	2	3
148	так как	5	3
149	в некоторых	1	3
150	в системе	2	3
151	как раз	7	3
152	к которому	1	3
153	что для	1	3
154	одной стороны	1	3
155	до конца	4	3
156	в рассказе	2	3
157	что мы	2	3
158	бы совершенно	1	3
159	его как	2	3
160	в связи	1	3
161	каждая из	1	3
162	в мировой	1	3
163	обращается к	1	3
164	конце концов	1	3
165	все они	1	3
166	к этому	1	3
167	в какой	1	3
168	самом деле	4	2
169	он может	1	2
170	к своей	1	2
171	выражения как	1	2
172	знаете что	1	2
173	той же	3	2
174	выходит из	1	2
175	в сущности	7	2
176	того же	3	2
177	в каждой	1	2
178	не был	1	2
179	во всех	5	2
180	тем как	2	2
181	но как	1	2
182	если в	2	2
183	к слову	2	2
184	с которыми	1	2
185	вступают в	1	2
186	нет и	2	2
187	большое значение	1	2
188	в произведениях	2	2
189	им в	1	2
190	его к	2	2
191	в самом	9	2
192	во многих	1	2
193	сюда относятся	1	2
194	в словаре	1	2
195	имеем в	3	2
196	так сказать	5	2
197	не как	3	2
198	в плане	1	2
199	и по	2	2
200	но все	2	2
201	а по	1	2
202	то есть	40	2
203	звучат в	1	2
204	известно что	1	2
205	а с	1	2
206	он и	4	2
207	между собою	1	2
208	жизни но	1	2
209	мы не	4	2
210	такой же	3	2
211	и тогда	1	2
212	которую он	2	2
213	в такой	1	2
214	эта тема	1	2
215	не столько	1	2
216	в которых	2	2
217	точку зрения	1	2
218	которые в	2	2
219	в прямом	1	2
220	смертной казни	2	2
221	для этого	2	2
222	не была	2	2
223	этих трех	2	2
224	в отношении	3	2
225	не менее	2	2
226	но они	1	2
227	самого начала	1	2
228	дело не	1	2
229	тогда когда	1	2
230	одна из	2	2
231	к этим	1	2
232	так чтобы	3	2
233	никогда не	6	2
234	классицизма в	1	2
235	и всегда	1	2
236	слова как	3	2
237	этих двух	4	2
238	на себе	1	2
239	этот образ	1	2
240	начиная с	1	2
241	могут быть	2	2
242	к тому	2	2
243	для его	1	2
244	на это	1	2
245	как мы	12	2
246	с ее	3	2
247	в виду	4	2
248	без всякого	2	2
249	в драматическом	1	2
250	каждый раз	1	2
251	с самого	1	2
252	что у	1	2
253	на нее	1	2
254	или в	8	2
255	в келье	1	2
256	времени и	2	2
257	здесь нет	3	2
258	во многом	1	2
259	произведения как	1	2
260	с одной	1	2
261	на что	1	2
262	и во	3	2
263	он его	1	2
264	в драме	1	2
265	от них	2	2
266	в форме	1	2
267	тему о	2	2
268	и только	3	2
269	и других	4	2
270	все время	2	2
271	формой и	1	2
272	еще не	7	2
273	в уста	1	2
274	есть в	6	2
275	и у	1	2
276	то и	2	2
277	что если	1	2
278	в поэзии	2	2
279	во втором	1	2
280	а то	3	2
281	в новом	1	2
282	мы находим	5	2
283	вовсе не	9	2
284	при всей	1	2
285	должен был	1	2
286	или иной	2	2
287	до сих	8	2
288	слово в	6	2
289	себя и	3	2
290	что не	1	2
291	но есть	1	2
292	не на	1	2
293	этот человек	1	2
294	ни на	1	2
295	вместе с	2	2
296	в одной	2	2
297	а у	1	2
298	скупой рыцарь	2	2
299	но не	4	2
300	без труда	1	2
301	в последнем	1	2
302	сюда относится	1	2
303	в это	1	2
304	этого слова	2	2
305	на другое	1	2
306	сих пор	8	2
307	является как	1	2
308	один из	1	2
309	в результате	2	2
310	работы над	1	2
311	в духе	2	2
312	именно поэтому	1	2
313	все более	1	2
314	здесь только	2	2
315	к смертной	1	2
316	в свою	1	2
317	к сожалению	1	2
318	к этой	1	2
319	границы между	1	1
320	беседу с	1	1
321	ту же	2	1
322	за пределы	5	1
