N	3gram	Voloshinov_1	Tvorches
1	в то же	1	13
2	то же время	1	12
3	в том что	2	6
4	в конечном счете	1	4
5	но в то	1	4
6	с самого начала	2	3
7	том что в	1	2
8	на самом деле	1	2
9	в данном случае	2	2
10	тем не менее	1	2
11	человека и его	1	2
12	дойти до того	1	1
13	что иное как	2	1
14	тем хуже для	1	1
15	чуть ли не	1	1
16	и наконец в	2	1
17	гоголь и достоевский	1	1
18	равно как и	1	1
19	то же самое	1	1
20	нам кажется что	1	1
21	по отношению к	3	1
22	в его понимании	1	1
23	русского натурализма гоголь	1	1
24	в отличие от	1	1
25	и не мог	1	1
26	только то что	1	1
27	то что в	1	1
28	эволюция русского натурализма	1	1
29	ту или иную	1	1
30	отношений между людьми	1	1
31	с одной стороны	2	1
32	натурализма гоголь и	1	1
33	вплоть до его	1	1
34	князь мышкин и	1	1
35	и как бы	1	1
36	и в их	1	1
37	в этот момент	1	1
38	в связи с	1	1
39	может быть понята	1	1
40	reductio ad absurdum	1	1
41	по себе а	1	1
42	и превращается в	1	1
43	в которую не	1	1
44	с другой стороны	2	1
45	в себя как	1	1
46	не что иное	2	1
47	к тому что	1	1
48	как и в	1	1
