N	3gram	Bakhtin_Fr_2	Psycholo
1	в том что	1	17
2	для того чтобы	1	13
3	с точки зрения	5	10
4	не может быть	4	8
5	на то что	1	6
6	на самом деле	1	5
7	до сих пор	4	5
8	в этом отношении	3	5
9	в художественном произведении	1	5
10	мы знаем что	1	4
11	и той же	1	4
12	о том что	3	4
13	одной и той	1	4
14	в том чтобы	1	3
15	в конце концов	1	3
16	таким образом и	1	3
17	подобно тому как	2	2
18	и не может	1	2
19	как и в	1	2
20	в первый раз	1	2
21	с и далее	1	2
22	по сравнению с	2	2
23	все более и	1	2
24	во всяком случае	2	2
25	таким образом в	1	2
26	то же время	6	2
27	того или иного	1	2
28	с другой стороны	3	2
29	в то же	6	2
30	более и более	1	2
31	только потому что	1	2
32	и до наших	1	1
33	в силу того	1	1
34	по существу и	1	1
35	в чем же	1	1
36	потому что в	1	1
37	то есть не	1	1
38	этой формулой как	1	1
39	на самой границе	1	1
40	имеем в виду	2	1
41	один и тот	1	1
42	что для него	1	1
43	в этом случае	1	1
44	и целый ряд	1	1
45	и там где	1	1
46	но и на	1	1
47	ко всем его	1	1
48	но и в	4	1
49	и та же	1	1
50	на что не	1	1
51	только то что	2	1
52	но он не	1	1
53	и во всех	3	1
54	смысл и значение	2	1
55	вводит в свое	1	1
56	что в них	1	1
57	и значение в	1	1
58	в романе в	1	1
59	который утверждал что	1	1
60	как если бы	1	1
61	силу того что	1	1
62	входящих в него	1	1
63	то что для	2	1
64	с одной стороны	3	1
65	и тот же	1	1
66	она никогда не	1	1
67	и в целом	1	1
68	ни на что	1	1
69	целый ряд других	1	1
70	не могут быть	1	1
71	с новой точки	1	1
72	одна и та	1	1
73	от игры и	1	1
74	в свое время	3	1
75	до наших дней	2	1
76	друг с другом	1	1
77	во всех своих	1	1
78	а и в	1	1
79	к тому или	1	1
80	в свою эпоху	1	1
81	того чтобы им	1	1
82	весь свой смысл	1	1
83	мы имеем в	1	1
84	они и в	1	1
85	при этом что	1	1
86	не только не	1	1
87	нужно сказать что	3	1
88	не только на	1	1
89	новой точки зрения	1	1
90	выходит за пределы	1	1
91	можно сказать что	2	1
92	после того как	1	1
93	жизнь и все	1	1
