N	2gram	Bakhtin_Pr_2	Dialekti
1	не есть	2	47
2	и не	42	30
3	может быть	18	20
4	не только	16	19
5	и в	45	19
6	по себе	8	18
7	а не	10	16
8	в себе	5	15
9	что она	4	14
10	потому что	8	14
11	то что	5	14
12	в том	8	14
13	так как	5	14
14	и даже	3	14
15	как бы	15	14
16	вовсе не	7	13
17	то же	5	12
18	точки зрения	19	12
19	но и	15	12
20	и все	1	12
21	и как	2	10
22	в нем	20	10
23	ни в	2	10
24	как и	14	10
25	том что	7	10
26	стало быть	3	10
27	сказать что	5	10
28	так и	3	10
29	это не	3	10
30	по крайней	2	9
31	никогда не	17	9
32	крайней мере	2	9
33	же и	1	9
34	не может	24	9
35	она есть	1	9
36	мы уже	3	8
37	в этом	20	8
38	в своей	6	8
39	с точки	9	8
40	не в	8	8
41	есть нечто	1	8
42	личности в	3	8
43	она не	5	8
44	прежде всего	11	8
45	есть не	1	7
46	время как	1	7
47	сама по	5	7
48	так что	2	7
49	и к	2	7
50	должно быть	4	7
51	как это	2	7
52	и притом	1	7
53	в душе	1	7
54	как будто	1	7
55	совершенно не	1	7
56	но это	2	7
57	что в	6	7
58	я не	6	6
59	но не	6	6
60	что они	3	6
61	тогда когда	1	6
62	в то	5	6
63	не могу	1	6
64	и та	1	6
65	что он	7	6
66	конечно не	6	6
67	не потому	2	6
68	что не	5	6
69	того что	3	6
70	да и	1	6
71	есть и	3	6
72	жизни и	15	6
73	и потому	6	5
74	должна быть	3	5
75	говорить о	1	5
76	все равно	1	5
77	жизнь и	3	5
78	иной раз	1	5
79	же время	3	5
80	и его	8	5
81	и с	7	5
82	в виду	2	5
83	сознания и	6	5
84	о том	3	5
85	и что	2	5
86	можно сказать	2	5
87	но как	2	5
88	что и	5	5
89	с другой	1	5
90	не обязательно	1	5
91	а именно	3	5
92	и пр	2	5
93	и следовательно	7	5
94	в одно	1	5
95	в смысле	2	5
96	как раз	6	5
97	только что	2	5
98	в самом	13	5
99	только в	9	5
100	и есть	1	4
101	во мне	1	4
102	еще не	9	4
103	быть в	2	4
104	самом деле	4	4
105	за пределы	5	4
106	в одной	5	4
107	независимо от	1	4
108	в своем	5	4
109	все же	4	4
110	та же	1	4
111	мифа и	2	4
112	как он	4	4
113	и если	1	4
114	при этом	2	4
115	он не	9	4
116	же это	1	4
117	и вот	2	4
118	что тут	1	4
119	и по	2	4
120	таким образом	11	4
121	заключается в	1	4
122	как таковой	1	4
123	в одном	6	4
124	но он	1	4
125	все это	5	4
126	с ним	8	4
127	связи с	1	4
128	в таком	3	4
129	в каком	1	4
130	не могут	1	4
131	есть только	4	4
132	это конечно	1	4
133	что оно	1	4
134	той или	3	4
135	без всякого	1	4
136	в ее	3	4
137	и когда	1	4
138	ясно что	1	4
139	говорят что	1	4
140	в другом	1	4
141	к нему	11	4
142	и только	1	4
