N	2gram	Bakhtin_Pr_4	VLabPisa
1	таким образом	4	27
2	в этом	16	26
3	и в	46	25
4	не только	14	22
5	может быть	23	21
6	во сне	2	21
7	хотя бы	2	20
8	и не	27	19
9	не может	19	17
10	в его	9	15
11	в процессе	4	14
12	в письме	1	14
13	в том	9	13
14	прежде всего	9	13
15	в частности	1	12
16	как это	1	12
17	все это	6	12
18	в силу	1	11
19	с другой	3	11
20	в художественном	2	10
21	не могут	3	10
22	о том	5	10
23	письме к	1	10
24	то же	6	9
25	что в	4	9
26	об этом	2	9
27	для него	2	9
28	но и	12	9
29	и др	1	9
30	к этому	1	9
31	в своем	3	8
32	все эти	4	8
33	другой стороны	3	8
34	могут быть	2	8
35	во всех	5	7
36	по отношению	5	7
37	он пишет	1	7
38	из этих	3	7
39	было бы	3	7
40	как и	12	7
41	том что	4	7
42	не было	2	7
43	а не	11	7
44	вместе с	2	7
45	отношению к	5	7
46	художественном творчестве	1	6
47	более или	3	6
48	в себе	7	6
49	в нем	17	6
50	это не	5	6
51	или менее	3	6
52	их в	3	6
53	том же	4	6
54	и его	6	6
55	в то	5	6
56	так и	4	6
57	между тем	2	6
58	бы и	2	6
59	у него	5	6
60	то что	4	6
61	одним из	3	5
62	и есть	1	5
63	в их	4	5
64	все же	4	5
65	в пределах	10	5
66	в плане	1	5
67	и при	3	5
68	не в	10	5
69	тому что	1	5
70	же время	5	5
71	связи с	1	5
72	приводит к	4	5
73	произведения как	1	5
74	работы над	1	5
75	один из	1	5
76	как бы	19	5
77	в результате	2	5
78	сказать что	2	5
79	только в	6	5
80	с его	5	4
81	в этой	3	4
82	вот как	2	4
83	перед нами	12	4
84	когда он	2	4
85	в самом	9	4
86	в целом	1	4
87	что все	1	4
88	в них	1	4
89	даже в	1	4
90	одна из	2	4
91	никогда не	6	4
92	говорит следующее	1	4
93	к тому	2	4
94	для его	1	4
95	в ее	1	4
96	это только	1	4
97	можно сказать	4	4
98	образов и	2	4
99	что он	6	4
100	в единстве	3	4
101	рассказывает о	1	4
102	в одном	11	4
103	как раз	7	4
104	в связи	1	4
105	в романе	6	4
106	в своей	3	4
107	например в	4	3
108	человека и	3	3
109	в котором	5	3
110	из его	1	3
111	и он	6	3
112	замысла в	1	3
113	в которых	2	3
114	но как	1	3
115	нет и	2	3
116	с этим	2	3
117	и как	2	3
118	и к	9	3
119	и художественного	1	3
120	и по	2	3
