N	2gram	Nazirov_Tv_1	Myslijsy
1	то есть	12	34
2	потому что	5	33
3	то что	8	29
4	может быть	5	26
5	таким образом	5	24
6	в этом	6	23
7	в том	7	23
8	и в	21	23
9	и не	7	18
10	что в	12	17
11	при этом	7	15
12	только в	5	15
13	то же	13	14
14	в себе	2	14
15	как и	12	14
16	того что	3	14
17	так как	3	14
18	не было	1	12
19	а не	5	12
20	том что	11	12
21	что я	3	11
22	не в	2	11
23	по себе	1	11
24	но и	3	11
25	не может	4	11
26	по отношению	1	10
27	не только	7	10
28	тем что	1	10
29	между тем	1	9
30	не есть	1	9
31	то это	1	8
32	в своем	4	8
33	но в	7	8
34	заключает в	1	8
35	было бы	1	8
36	о том	6	8
37	сказать что	2	8
38	отношению к	1	8
39	и т	3	7
40	как в	8	7
41	с этим	1	7
42	что это	1	7
43	в нем	3	7
44	когда я	2	7
45	что такое	1	7
46	мысли и	4	7
47	это не	4	7
48	по мере	1	7
49	и что	1	7
50	что и	2	7
51	вовсе не	5	7
52	с тем	1	7
53	могут быть	2	7
54	что если	1	6
55	и к	1	6
56	в которой	3	6
57	известно что	2	6
58	мысль о	2	6
59	так и	2	6
60	т с	1	6
61	что не	2	6
62	заметить что	1	6
63	вместе с	2	6
64	говорить о	1	5
65	не то	2	5
66	хотя и	3	5
67	бы и	1	5
68	как бы	17	5
69	так сказать	2	5
70	по крайней	2	5
71	не менее	6	5
72	с ним	3	5
73	не имеет	1	5
74	такие же	1	5
75	есть только	1	5
76	внимание на	1	5
77	к нему	1	5
78	крайней мере	2	5
79	так что	2	5
80	уже в	3	5
81	в его	13	5
82	для него	6	5
83	что же	1	5
84	слова и	1	5
85	все это	10	5
86	тем более	1	5
87	а в	6	5
88	есть не	2	4
89	и о	1	4
90	в истории	1	4
91	что как	2	4
92	для человека	3	4
93	что все	3	4
94	и с	3	4
95	его в	1	4
96	и тем	2	4
97	мы имеем	1	4
98	в котором	6	4
99	когда человек	2	4
100	сих пор	1	4
101	тем не	2	4
102	т п	2	4
103	и более	1	4
104	в то	15	4
105	со своим	1	4
106	же самое	1	4
107	если же	1	4
108	быть может	2	4
109	каждый раз	1	4
110	и та	2	4
111	можно сказать	2	4
112	что он	6	4
113	хотя бы	5	4
114	то и	1	4
115	в одном	1	4
116	тогда как	1	4
117	только на	2	4
118	до сих	1	4
119	так же	3	4
120	в данном	2	4
121	да и	1	4
122	и все	6	4
123	только как	1	4
124	тем самым	7	4
125	в таком	1	4
126	человека и	4	3
127	самом деле	2	3
128	на самом	3	3
129	переход от	1	3
130	и есть	1	3
131	в первом	2	3
132	и до	1	3
133	мы уже	1	3
134	той же	3	3
135	еще не	1	3
136	и на	7	3
137	к слову	1	3
138	для создания	1	3
139	в мысли	1	3
140	в действительности	1	3
141	в самом	3	3
142	формы в	1	3
143	все эти	1	3
144	так в	1	3
145	и если	1	3
146	на его	3	3
147	т д	1	3
148	к одному	1	3
149	и по	3	3
150	в нее	1	3
151	в каждом	3	3
152	не будет	2	3
153	в них	1	3
154	все равно	1	3
155	ведет к	2	3
156	но это	5	3
157	не от	1	3
158	ее не	1	3
159	в нас	1	3
160	только не	1	3
161	никогда не	3	3
162	же время	12	3
163	связи с	1	3
164	до того	1	3
165	к тому	2	3
166	быть назван	1	3
167	что у	1	3
168	было в	2	3
169	ту же	3	3
170	слово и	1	3
171	в виду	2	3
172	там же	3	3
173	связь между	1	3
174	вообще и	1	3
175	с ними	1	3
176	этот вопрос	1	3
177	то в	2	3
178	уже не	3	3
179	слова не	1	3
180	при помощи	2	3
181	и других	3	3
182	и их	1	3
183	даже и	1	3
184	и из	1	3
185	что человек	3	3
186	именно в	2	3
187	до этого	2	3
188	все более	2	3
189	это есть	1	3
190	между прочим	1	3
191	в смысле	1	3
192	кроме того	1	3
193	в этих	2	3
194	только что	2	3
195	давно уже	1	3
196	в искусстве	1	3
197	в процессе	1	3
198	в зародыше	1	2
199	но тем	1	2
200	на деле	2	2
201	нам кажется	1	2
202	уже по	1	2
203	а как	2	2
204	человеческой природы	1	2
205	что иное	1	2
206	не вполне	1	2
207	я не	3	2
208	но даже	1	2
