N	3gram	Vinokur_Ku_3	FransuaR
1	о том что	3	5
2	то же время	1	5
3	в то же	1	5
4	в другом месте	1	4
5	в самом деле	11	4
6	с одной стороны	4	4
7	сих пор еще	3	3
8	в первом случае	2	3
9	до сих пор	8	3
10	с точки зрения	16	2
11	в данном случае	4	2
12	и тот же	2	2
13	но и в	1	2
14	с другой стороны	3	2
15	в том что	8	2
16	с помощью которых	1	2
17	и прежде всего	1	2
18	в таком например	1	1
19	и того же	2	1
20	по отношению к	2	1
21	в той или	2	1
22	большем или меньшем	1	1
23	и литературной речи	1	1
24	в чем же	1	1
25	ровно ничего не	1	1
26	более или менее	2	1
27	один и тот	2	1
28	что же касается	1	1
29	в одной из	1	1
30	мы находим в	1	1
31	как это утверждает	1	1
32	а в особенности	1	1
33	что именно в	1	1
34	в строгом смысле	1	1
35	а так как	1	1
36	только они не	1	1
37	из того что	1	1
38	совершенно ясно что	2	1
39	на этот вопрос	1	1
40	в противоположность этому	1	1
41	если только они	1	1
42	здесь же мы	1	1
43	если мы вспомним	1	1
44	вместе с тем	1	1
45	только для того	1	1
46	сам по себе	3	1
47	только то что	2	1
48	не мог понять	1	1
49	и тем же	2	1
50	смысле этого слова	2	1
51	не будем говорить	1	1
52	так как они	1	1
53	со всем тем	1	1
54	вообще можно сказать	1	1
55	в связи с	4	1
56	то что он	1	1
57	а не как	1	1
58	в целом ряде	1	1
59	они уже не	1	1
60	а в ее	1	1
61	для того чтобы	11	1
62	не может быть	3	1
63	одним и тем	2	1
64	самом деле в	1	1
65	форме а в	1	1
66	если мы будем	1	1
67	в зависимости от	7	1
68	в то время	1	1
69	в большем или	1	1
70	тогда когда они	1	1
71	также и о	2	1
72	заключается в том	1	1
73	после того как	4	1
74	искусства и литературы	1	1
75	в одном из	1	1
76	не только в	3	1
77	той или иной	5	1
78	но все же	1	1
79	как мы видим	1	1
80	одного и того	2	1
81	а с другой	3	1
82	а именно в	1	1
83	что и в	2	1
84	в большей степени	2	1
