N	2gram	Nazirov_Tv_1	Dialekti
1	не есть	1	40
2	и не	7	30
3	по себе	1	25
4	т е	1	25
5	и т	3	21
6	т д	1	19
7	и в	21	18
8	может быть	5	17
9	и есть	1	16
10	в нем	3	16
11	ни в	1	15
12	не имеет	1	15
13	так что	2	15
14	потому что	5	14
15	значит что	2	14
16	а не	5	14
17	не только	7	13
18	и даже	3	13
19	то что	8	13
20	что в	12	13
21	в этом	6	12
22	было бы	1	12
23	и что	1	12
24	не может	4	12
25	что это	1	11
26	учение о	1	11
27	в себе	2	11
28	что он	6	11
29	так как	3	11
30	как бы	17	11
31	это значит	1	11
32	все это	10	11
33	то же	13	10
34	что такое	1	10
35	прежде всего	4	10
36	сказать что	2	10
37	отнюдь не	5	9
38	так и	2	9
39	это не	4	9
40	том что	11	9
41	никогда не	3	9
42	это есть	1	9
43	в том	7	9
44	но это	5	8
45	к нему	1	8
46	также и	1	7
47	и как	4	7
48	то в	2	7
49	что она	2	7
50	что не	2	7
51	как она	1	7
52	не существует	3	7
53	мы находим	2	7
54	вовсе не	5	7
55	но и	3	7
56	его не	1	6
57	хотя бы	5	6
58	в чем	2	6
59	не то	2	6
60	но в	7	6
61	с другой	3	6
62	и вот	1	6
63	не в	2	6
64	она не	1	6
65	в то	15	6
66	с ним	3	6
67	никак не	1	6
68	можно сказать	2	6
69	не было	1	6
70	ни на	3	6
71	да и	1	6
72	говорить о	1	5
73	я не	3	5
74	и он	2	5
75	в своем	4	5
76	все же	5	5
77	себе не	2	5
78	идеи и	1	5
79	и с	3	5
80	что оно	1	5
81	в этих	2	5
82	но если	3	5
83	в отношении	1	5
84	в виду	2	5
85	есть только	1	5
86	в дальнейшем	3	5
87	мы должны	1	5
88	он сам	6	5
89	говорит о	3	5
90	а в	6	5
91	это и	3	4
92	то это	1	4
93	как он	1	4
94	об этом	2	4
95	по крайней	2	4
96	и более	1	4
97	на всю	1	4
98	что эта	1	4
99	и притом	2	4
100	у пушкина	2	4
101	это мы	1	4
102	же время	12	4
103	к ней	2	4
104	к тому	2	4
105	не могу	2	4
106	только то	1	4
107	быть может	2	4
108	о том	6	4
109	от него	1	4
110	крайней мере	2	4
111	это я	1	4
112	но не	3	4
113	с какой	1	4
114	в котором	6	4
115	в конце	1	4
116	как раз	1	4
117	как это	1	4
118	хотя и	3	4
119	так же	3	4
120	может и	1	4
121	другой стороны	1	4
122	самом деле	2	3
123	действительности и	2	3
124	есть не	2	3
125	и тут	1	3
126	но она	2	3
127	в ней	2	3
128	мысли и	4	3
129	на самом	3	3
130	если в	2	3
131	все равно	1	3
132	говорит что	2	3
133	но эта	1	3
134	в самом	3	3
135	та же	4	3
136	он не	8	3
137	всех этих	1	3
138	не значит	1	3
139	но все	1	3
140	в них	1	3
141	в их	3	3
142	что я	3	3
143	даже в	3	3
144	тому что	1	3
145	вплоть до	1	3
146	в основе	2	3
147	но только	2	3
148	только с	1	3
149	ли это	1	3
150	могут быть	2	3
151	указывает на	1	3
152	и о	1	3
153	жизнь и	1	3
154	и та	2	3
155	нуждается в	1	3
156	что и	2	3
157	один из	4	3
158	но с	1	3
159	только в	5	3
160	даже если	1	3
161	очень много	1	3
162	лежащая в	1	3
163	только на	2	3
164	но что	1	3
165	даже и	1	3
166	же это	1	3
167	и из	1	3
168	что для	2	3
169	в данном	2	3
170	относиться к	1	3
171	что же	1	3
172	в его	13	3
173	и все	6	3
174	еще более	2	3
175	конце концов	1	3
176	только что	2	3
177	отношении к	1	3
178	была бы	1	3
179	религии и	1	3
180	жизни и	3	3
181	гораздо более	2	3
182	же как	1	2
183	чтобы не	1	2
184	что если	1	2
185	время как	1	2
186	исторической эпохи	1	2
187	в полной	1	2
188	мне не	1	2
189	не нужно	2	2
190	как один	1	2
191	и всякий	1	2
192	с этим	1	2
193	на деле	2	2
194	что как	2	2
195	и где	1	2
196	он на	1	2
197	бы и	1	2
198	образом и	1	2
199	не был	3	2
200	все эти	1	2
201	тут и	3	2
202	говорят о	1	2
203	тому же	1	2
204	связанные с	1	2
205	а просто	1	2
206	сам является	1	2
207	в первую	1	2
208	в виде	3	2
209	на земле	3	2
210	на этом	1	2
211	в каждом	3	2
212	и философии	1	2
213	в мире	4	2
214	рождается из	1	2
215	это было	1	2
216	форму и	1	2
217	мы имеем	1	2
218	с этой	1	2
219	как и	12	2
220	одна и	1	2
221	до сих	1	2
222	и тогда	1	2
223	в своей	4	2
224	себе а	1	2
225	я скажу	1	2
226	и от	4	2
227	ко всему	1	2
228	ни было	1	2
229	не знает	2	2
230	не менее	6	2
231	и другое	1	2
232	дело не	3	2
233	к ним	1	2
234	что их	1	2
235	не лучше	1	2
236	учения о	1	2
237	заметить что	1	2
238	же он	1	2
239	нет ни	2	2
240	отличается от	1	2
241	и это	1	2
242	о которых	1	2
243	или на	1	2
244	можно только	1	2
245	в эпоху	1	2
246	для этого	1	2
247	по мере	1	2
248	том или	1	2
249	грань между	1	2
250	эти два	1	2
251	вслед за	2	2
252	в него	2	2
253	того что	3	2
