N	3gram	Bakhtin_Pr_2	Hudozhes
1	в том что	4	11
2	по отношению к	8	7
3	о том что	3	7
4	подобно тому как	2	4
5	то же время	3	4
6	в то же	3	4
7	в самом деле	3	3
8	мы уже отмечали	1	3
9	не может быть	6	3
10	для того чтобы	1	3
11	тем не менее	1	3
12	что она не	1	2
13	и в этом	6	2
14	с точки зрения	9	2
15	до сих пор	2	2
16	хотя бы и	2	2
17	можно было бы	1	2
18	как он сам	2	2
19	но тем не	1	2
20	так же как	3	2
21	в данном случае	1	2
22	все те же	1	2
23	не только в	1	2
24	тому что он	1	2
25	к тому же	1	2
26	в частности и	1	1
27	зрения на мир	1	1
28	нет и не	1	1
29	то что я	1	1
30	самим собою в	1	1
31	той или иной	3	1
32	дело в том	1	1
33	столь характерное для	1	1
34	двух или нескольких	1	1
35	отношению к этой	1	1
36	же как и	2	1
37	как раз и	1	1
38	жизни в ее	1	1
39	и в других	1	1
40	что он не	1	1
41	место в самом	1	1
42	в этом отношении	2	1
43	том числе и	2	1
44	в то что	1	1
45	с самим собою	1	1
46	бы для себя	1	1
47	с самим собой	1	1
48	в точке этого	2	1
49	в таком случае	1	1
50	человеческой жизни и	2	1
51	в самом начале	3	1
52	у него в	1	1
53	жизни и смерти	7	1
54	перед нами в	2	1
55	то время как	1	1
56	а не как	1	1
57	и потому не	1	1
58	всю свою жизнь	1	1
59	который никогда не	1	1
60	и необходимости в	1	1
61	и тот и	1	1
62	я не могу	1	1
63	с другой стороны	1	1
64	и в том	2	1
65	с нею в	1	1
66	это я не	1	1
67	но с другой	1	1
68	в то время	1	1
69	в этом случае	1	1
70	и в самом	2	1
71	с самого начала	1	1
72	рождается в точке	1	1
73	именно потому что	1	1
74	человеческой мысли о	1	1
75	но все же	2	1
76	можно сказать что	2	1
77	и смерти каждого	1	1
78	друг от друга	2	1
79	в жизни и	1	1
80	как бы в	2	1
81	у нее нет	1	1
82	в одном из	1	1
83	в художественном мире	2	1
84	в том числе	2	1
85	человека и его	2	1
86	здесь не в	1	1
87	не вступает в	1	1
