N	3gram	Propp_Russ_2	Problema
1	тем не менее	2	10
2	в том что	18	8
3	с другой стороны	1	6
4	в данном случае	6	5
5	можно было бы	1	4
6	во всяком случае	1	4
7	вместе с тем	4	3
8	о том что	4	3
9	и т д	5	3
10	потому что он	1	2
11	что иное как	2	2
12	мы не будем	2	2
13	и в других	4	2
14	то время как	1	2
15	не будем здесь	2	2
16	здесь мы имеем	1	2
17	в том чтобы	2	2
18	для того чтобы	6	2
19	самом же деле	2	2
20	на самом же	2	2
21	более или менее	1	2
22	не что иное	2	2
23	в то время	2	2
24	дело не в	1	2
25	мы здесь имеем	1	1
26	еще далеко не	1	1
27	иметь в виду	1	1
28	дело в том	1	1
29	далеко не все	1	1
30	никогда не говорится	1	1
31	в таком виде	2	1
32	так что в	1	1
33	о том как	1	1
34	что здесь нет	1	1
35	же как и	2	1
36	но все это	1	1
37	не отличаются от	1	1
38	таким образом к	1	1
39	в первую очередь	1	1
40	вся его жизнь	1	1
41	так же как	4	1
42	прежде всего как	1	1
43	с одной стороны	2	1
44	на первый взгляд	1	1
45	те или другие	1	1
46	отсюда видно что	1	1
47	мы приведем только	1	1
48	всяком случае не	1	1
49	к нему часто	1	1
50	вопрос о том	1	1
51	том что они	1	1
52	но так как	1	1
53	бросается в глаза	2	1
54	а вместе с	1	1
55	то что в	1	1
56	в свою очередь	1	1
57	это и есть	1	1
58	во всем этом	1	1
59	к выводу что	1	1
60	жизни в этом	1	1
61	в настоящее время	1	1
62	а может быть	1	1
63	на то что	1	1
64	по этому поводу	2	1
65	с места и	1	1
66	для нас не	1	1
67	в это время	1	1
68	как и в	1	1
69	что именно в	1	1
