N	2gram	Propp_Morf_1	Vladivir
1	и в	13	40
2	то что	8	28
3	не только	4	25
4	и не	12	25
5	учение о	3	24
6	у него	1	24
7	том что	4	18
8	в том	6	18
9	но и	4	18
10	еще и	1	18
11	также и	4	17
12	что в	8	17
13	в этом	14	16
14	в его	1	14
15	так что	1	14
16	не может	14	14
17	в виде	2	13
18	точки зрения	2	13
19	вовсе не	4	13
20	только в	2	13
21	а именно	1	12
22	сказать что	2	12
23	потому что	3	11
24	таким образом	21	11
25	о том	2	11
26	ни в	1	10
27	тем не	5	10
28	и его	1	10
29	то это	3	10
30	не есть	1	10
31	прежде всего	9	10
32	как раз	1	10
33	и то	1	9
34	уже не	2	9
35	что это	1	9
36	в себе	1	9
37	и с	1	9
38	в своей	1	9
39	не менее	5	9
40	что же	2	9
41	как мы	6	8
42	в этой	2	8
43	он не	3	8
44	и что	2	8
45	а также	4	8
46	для него	1	8
47	может быть	52	8
48	а не	11	8
49	так же	3	8
50	же с	1	7
51	хотя и	3	7
52	и как	5	7
53	с тем	2	7
54	как и	3	7
55	несмотря на	4	7
56	в то	3	7
57	там же	1	7
58	что и	7	7
59	того что	3	7
60	так как	16	7
61	к тому	4	7
62	а в	7	7
63	смысле слова	4	6
64	оно есть	1	6
65	и на	1	6
66	кроме того	1	6
67	то в	3	6
68	не будет	1	6
69	с точки	2	6
70	во всем	1	6
71	так и	6	6
72	об этом	4	6
73	и здесь	5	6
74	значит что	3	6
75	и даже	1	6
76	если не	1	6
77	это значит	1	6
78	но это	6	6
79	хотя бы	4	6
80	мы уже	1	5
81	совсем не	3	5
82	более или	2	5
83	все эти	2	5
84	можно было	2	5
85	же касается	1	5
86	должно быть	1	5
87	или менее	2	5
88	но если	7	5
89	дело в	1	5
90	тем что	4	5
91	для нас	2	5
92	ничего не	4	5
93	только и	1	5
94	у нас	2	5
95	ничего общего	1	5
96	еще в	1	5
97	с другой	8	5
98	что он	4	5
99	только на	1	5
100	в одном	1	5
101	в данном	1	5
102	между прочим	1	5
103	то же	7	4
104	вопрос о	7	4
105	еще не	3	4
106	но не	4	4
107	все же	7	4
108	но в	2	4
109	на то	2	4
110	было бы	3	4
111	чем в	1	4
112	такой же	1	4
113	даже в	1	4
114	тому что	4	4
115	не имеет	2	4
116	или как	1	4
117	в каком	2	4
118	то время	3	4
119	в глаза	2	4
120	не с	2	4
121	мог бы	1	4
122	если мы	5	4
123	при помощи	9	4
124	от того	3	4
125	а с	2	4
126	однако и	1	4
127	и все	1	4
128	как это	3	4
129	в течение	1	4
130	по существу	12	4
131	указать на	1	4
132	в результате	7	4
133	возникает вопрос	2	4
134	мы должны	3	4
135	есть и	4	4
136	точно так	1	4
137	на самом	4	3
138	мы имеем	9	3
139	на первом	1	3
140	которое в	1	3
141	и был	1	3
142	с большим	1	3
143	здесь не	2	3
144	бы то	3	3
145	в чем	1	3
146	заметим что	2	3
147	не все	6	3
148	отличие от	1	3
149	о необходимости	1	3
150	независимо от	3	3
151	перед нами	10	3
152	не удалось	1	3
153	и у	1	3
154	из этих	1	3
155	при этом	1	3
156	в россии	2	3
157	но все	3	3
158	то ни	3	3
159	том случае	1	3
160	в качестве	5	3
161	это было	3	3
162	это не	6	3
163	далеко не	5	3
164	этого не	2	3
165	нисколько не	1	3
166	не столько	1	3
167	не в	3	3
168	что этот	1	3
169	весь этот	1	3
170	того чтобы	3	3
171	и притом	1	3
172	оно не	2	3
173	в виду	1	3
174	то как	2	3
175	если бы	2	3
176	находится в	1	3
177	настоящее время	3	3
178	к нему	3	3
179	что бы	1	3
180	что здесь	1	3
181	как нечто	1	3
182	и тем	2	3
183	с одной	1	3
184	не так	1	3
185	всяком случае	2	3
186	само собой	1	3
187	даже не	3	3
188	в связи	9	3
189	одной стороны	1	3
190	как бы	3	3
191	же самое	1	3
192	но для	2	3
193	и для	2	3
194	в настоящее	3	3
195	собственно говоря	1	3
196	или не	3	3
197	же в	2	3
198	но вот	2	3
199	только о	1	3
200	ее в	1	3
201	как на	1	3
202	в таком	1	3
203	во всяком	2	3
204	в этот	1	2
205	свободен от	1	2
206	должна быть	1	2
207	и этот	1	2
208	и за	2	2
209	по его	1	2
210	мы не	8	2
211	на эти	1	2
212	в сущности	3	2
213	время как	3	2
214	не вполне	1	2
215	при таких	1	2
216	это время	1	2
217	он был	1	2
218	он сам	1	2
219	что его	2	2
220	данном случае	1	2
221	чем это	2	2
222	но как	2	2
223	а и	3	2
224	которые не	1	2
225	во что	1	2
226	с этим	11	2
227	что касается	1	2
228	и наконец	1	2
229	и к	4	2
230	в которой	3	2
231	в целом	3	2
232	в нашем	3	2
233	интересно что	1	2
234	но на	1	2
235	что она	2	2
236	как с	1	2
237	если они	2	2
238	в силу	1	2
239	и по	2	2
240	случае если	1	2
241	одно и	1	2
242	же не	1	2
243	в другом	2	2
244	ко второму	1	2
245	в это	1	2
246	о которых	1	2
247	таком случае	1	2
248	с такой	1	2
249	на первый	3	2
250	в этих	13	2
251	имеет ничего	1	2
252	ли можно	1	2
253	оказывается что	1	2
254	дается в	2	2
255	и более	1	2
256	можно ли	1	2
257	что эта	2	2
258	она не	2	2
259	на него	3	2
260	иметь в	1	2
261	она должна	1	2
262	связи с	10	2
263	здесь же	3	2
264	он называет	1	2
265	не могут	4	2
266	не существует	3	2
267	взять его	1	2
268	в в	2	2
269	ни стало	1	2
270	правильно но	1	2
271	всей своей	1	2
272	здесь нет	1	2
273	к первому	1	2
274	больше чем	1	2
275	но мы	3	2
276	что каждый	1	2
277	его в	2	2
278	путь к	2	2
279	нечто иное	1	2
280	которые можно	1	2
281	бросается в	1	2
282	быть и	2	2
283	но с	1	2
284	одной из	1	2
285	что даже	1	2
286	в какой	3	2
287	который в	2	2
288	мы будем	3	2
289	не можем	1	2
