N	3gram	Losev_Dial_2	Istorich
1	и т д	15	15
2	с другой стороны	4	7
3	до сих пор	2	5
4	в том что	6	5
5	тем не менее	2	5
6	что иное как	3	3
7	в данном случае	2	3
8	в некоторых случаях	1	3
9	в связи с	4	3
10	не что иное	3	3
11	том что в	1	2
12	точно так же	1	2
13	что и в	1	2
14	с одной стороны	1	2
15	то время как	3	2
16	и то что	1	2
17	мы уже знаем	3	2
18	во всяком случае	2	2
19	это еще не	1	2
20	мы имеем не	1	2
21	в то время	3	2
22	о том что	4	2
23	но все же	1	2
24	к тому же	1	2
25	суждения об этой	1	1
26	уже знаем что	1	1
27	подобно тому как	1	1
28	уже не в	1	1
29	с точки зрения	8	1
30	сами по себе	3	1
31	но и в	1	1
32	на самом же	1	1
33	только то что	4	1
34	независимо от того	1	1
35	что в нем	2	1
36	в таком случае	3	1
37	это вовсе не	2	1
38	об этом мы	1	1
39	же как мы	1	1
40	не есть ли	4	1
41	том смысле как	1	1
42	не просто в	1	1
43	с тех пор	2	1
44	вместе с тем	1	1
45	будет предполагать что	1	1
46	может быть и	3	1
47	это может быть	1	1
48	в том смысле	4	1
49	можно видеть как	1	1
50	в них нет	1	1
51	как они не	1	1
52	внимание еще на	1	1
53	не только в	2	1
54	заключается в том	1	1
55	так как они	1	1
56	а не самый	1	1
57	так или иначе	2	1
58	все же не	1	1
59	на всю жизнь	1	1
60	в один образ	1	1
61	мы уже говорили	1	1
62	них нет ничего	1	1
63	так же как	1	1
64	и в том	1	1
65	данном случае в	1	1
66	как бы я	1	1
67	есть не что	2	1
68	надо сказать что	1	1
69	еще будем говорить	1	1
70	в определенном направлении	1	1
71	и вместе с	1	1
72	это и есть	1	1
73	и прежде всего	2	1
74	на самом деле	1	1
75	равно как и	1	1
76	не может быть	3	1
77	сам не знаю	1	1
78	с самого начала	2	1
79	не только на	1	1
80	и даже не	1	1
81	можно сказать что	3	1
82	из этого можно	1	1
83	мы еще будем	1	1
84	литература но и	1	1
85	друг другу но	1	1
86	т д однако	1	1
87	друг с другом	1	1
88	самом же деле	1	1
89	может быть в	3	1
90	т д в	1	1
91	в жизни и	1	1
92	она не может	1	1
93	в своей жизни	1	1
