1	до сих пор	3	5
2	в этом случае	1	5
3	в том что	2	5
4	попадает в дом	1	4
5	мы уже видели	1	3
6	в связи с	5	3
7	в данном случае	1	3
8	герой женится на	1	2
9	с одной стороны	2	2
10	том что в	1	2
11	в то время	3	2
12	то время как	2	2
13	по отношению к	3	2
14	мы имеем в	1	2
15	таким образом и	1	2
16	к тому же	2	2
17	и в других	4	2
18	но все же	2	2
19	о том что	1	2
20	мы уже знаем	1	2
21	как и в	2	2
22	во всяком случае	1	2
23	об амуре и	3	1
24	но вместе с	1	1
25	этого мотива но	1	1
26	в том числе	4	1
27	с этим в	1	1
28	но и в	2	1
29	во всем мире	1	1
30	не только в	2	1
31	их может быть	1	1
32	мы уже говорили	3	1
33	в соответствии с	2	1
34	в дальнейшем в	1	1
35	с самого начала	2	1
36	и вступает в	1	1
37	и в быту	1	1
38	в каких формах	1	1
39	и приходит к	1	1
40	как если бы	2	1
41	превращение в человека	1	1
42	что дело здесь	1	1
43	может быть и	2	1
44	брак и т	1	1
45	в своей жизни	1	1
46	в тех случаях	1	1
47	этим мы еще	1	1
48	как мы увидим	1	1
49	друг с другом	1	1
50	и в различных	1	1
51	также и в	2	1
52	в себя и	1	1
53	с точки зрения	2	1
54	так как нет	1	1
55	вместе с тем	2	1
56	отличает его от	1	1
57	по этому вопросу	1	1
58	смысле этого слова	1	1
59	не может быть	3	1
60	но в этом	1	1
61	с этим мы	1	1
62	в человека и	1	1
63	равно как и	2	1
64	мы видим в	1	1
65	но не совсем	1	1
66	одной из них	1	1
67	большую роль в	1	1
68	на том что	1	1
69	в определенном направлении	1	1
70	соответствии с этим	2	1
71	в буквальном смысле	2	1
72	так же как	2	1
73	в свою очередь	1	1
74	сих пор не	1	1
75	и в том	1	1
76	и прежде всего	2	1
77	и у нас	1	1
78	с тем что	1	1
79	в народных сказках	1	1
80	друг другу но	1	1
81	то что происходило	1	1
82	сами по себе	1	1
83	он попадает в	1	1
84	здесь не только	1	1
85	вступают в брак	1	1
86	друг другу и	1	1
87	надо сказать что	1	1
88	не только на	1	1
89	что в нем	1	1
90	эта форма как	1	1
91	тех случаях когда	1	1
92	в жизни и	1	1
93	буквальном смысле этого	1	1
