N	3gram	Losev_Prob_3	VelikijI
1	то что мы	1	3
2	к тому что	1	3
3	но и в	2	2
4	том что он	1	2
5	в том что	9	2
6	и т д	13	2
7	то ни стало	1	1
8	и во всяком	1	1
9	во что бы	1	1
10	есть прежде всего	1	1
11	т д и	4	1
12	да и то	2	1
13	и есть то	1	1
14	и то и	1	1
15	еще не был	1	1
16	бы то ни	4	1
17	есть идея в	1	1
18	по крайней мере	5	1
19	то и другое	1	1
20	есть то что	1	1
21	что бы то	1	1
22	имеет своим предметом	2	1
23	так как она	1	1
24	в конце концов	3	1
25	потому что оно	1	1
26	и в этом	6	1
27	и не было	1	1
28	и они будут	1	1
29	с другой стороны	5	1
30	по сравнению с	2	1
31	д и т	4	1
32	так и в	1	1
33	не имеет никакой	1	1
34	и никогда не	1	1
35	как и в	1	1
