N	2gram	Losev_Prob_4	Mirosoze
1	и в	20	46
2	у достоевского	4	34
3	в нем	5	22
4	у него	1	22
5	может быть	9	21
6	в этом	9	20
7	не только	24	18
8	и не	28	18
9	никогда не	1	18
10	для него	3	18
11	но и	14	15
12	не может	5	15
13	человека в	3	14
14	как и	6	13
15	а не	7	13
16	не есть	12	13
17	друг друга	2	12
18	прежде всего	11	12
19	потому что	15	12
20	и он	2	11
21	не было	3	11
22	в ней	7	11
23	у нас	14	11
24	но в	8	10
25	в себе	12	10
26	он не	2	10
27	он был	3	9
28	не в	13	9
29	не знает	1	9
30	и есть	4	8
31	отношение к	1	8
32	в своем	3	8
33	на земле	2	8
34	так как	5	8
35	человека к	1	8
36	как бы	4	8
37	но это	6	8
38	человека и	1	7
39	связана с	1	7
40	ивана карамазова	1	7
41	как в	5	7
42	и к	3	7
43	в нашем	12	7
44	в этой	4	7
45	зла и	1	7
46	хотя бы	7	7
47	и потому	7	7
48	и для	4	7
49	что он	8	7
50	вопрос о	1	6
51	достоевского есть	1	6
52	там и	1	6
53	что это	2	6
54	в бесах	1	6
55	и здесь	1	6
56	и зла	1	6
57	так же	5	6
58	того что	1	6
59	жизни и	5	6
60	по преимуществу	2	5
61	то же	7	5
62	есть не	6	5
63	друг к	1	5
64	совсем не	1	5
65	в самом	2	5
66	бы и	3	5
67	свободу и	1	5
68	и вот	1	5
69	что она	4	5
70	что все	1	5
71	к другу	1	5
72	в своей	4	5
73	в отношении	4	5
74	в конце	2	5
75	во всем	2	5
76	и его	10	5
77	к тому	3	5
78	и это	2	5
79	добра и	1	5
80	это не	7	5
81	в его	3	5
82	для того	3	5
83	то что	15	5
84	образ и	2	5
85	тот кто	1	5
86	и все	8	5
87	также и	13	4
88	все ли	1	4
89	жизни это	1	4
90	обращен к	1	4
91	с его	2	4
92	вечной жизни	1	4
93	его на	1	4
94	думать что	1	4
95	в жизни	3	4
96	нет в	2	4
97	том что	12	4
98	жизнь и	4	4
99	тому что	1	4
100	не имеет	4	4
101	того чтобы	2	4
102	только и	5	4
103	перед ним	1	4
104	они и	2	4
105	так и	10	4
106	для этого	2	4
107	себя в	2	4
108	уже не	5	4
109	что и	3	4
110	в свою	1	4
111	до конца	1	4
112	самого себя	1	4
113	т е	1	4
114	есть уже	1	4
115	что в	3	4
116	смысле слова	15	3
117	же как	1	3
118	чтобы не	2	3
119	это и	4	3
120	к другому	1	3
121	и самого	1	3
122	и на	3	3
123	иное как	2	3
124	в чем	2	3
125	и религия	1	3
126	достоевского не	1	3
127	духа и	1	3
128	идея и	3	3
129	он в	1	3
130	как он	1	3
131	идеи и	1	3
132	и она	1	3
133	в россии	1	3
134	в каждом	1	3
135	не будет	2	3
136	и с	7	3
137	на все	2	3
138	его в	2	3
139	мира сего	1	3
140	ни в	17	3
141	в них	5	3
142	все равно	3	3
143	и тогда	2	3
144	этого необходимо	1	3
145	в такой	1	3
146	что всякий	3	3
147	любовь и	1	3
148	можно ли	3	3
149	и против	1	3
150	что иное	2	3
151	по своей	1	3
152	только с	1	3
153	не существует	5	3
154	в образе	1	3
155	ничего подобного	1	3
156	если бы	8	3
157	с ним	4	3
158	о том	5	3
159	и во	4	3
160	и можно	5	3
161	что они	2	3
162	в том	20	3
163	только в	23	3
164	есть в	7	3
165	не так	3	3
166	тем что	3	3
167	с другим	1	3
168	до сих	1	3
169	в картине	1	3
170	для человека	1	3
171	нет ничего	3	3
172	жизни в	2	3
173	и нет	1	3
174	сих пор	1	3
175	и от	6	3
176	отношении к	1	3
177	сказать что	7	3
178	не что	2	3
179	в своих	1	3
180	великом инквизиторе	1	2
181	сам по	6	2
182	человеческая жизнь	2	2
183	достоевского в	1	2
184	идеей и	1	2
185	науки и	1	2
186	но она	3	2
187	есть какая-то	1	2
188	нет то	1	2
189	не был	1	2
190	во всех	4	2
191	россии и	1	2
192	то он	2	2
193	себе и	3	2
194	не хотел	2	2
195	она есть	1	2
196	выйти из	1	2
197	как к	1	2
198	в мысли	1	2
199	хотя и	5	2
200	говорит что	2	2
201	в действительности	1	2
202	на какой	1	2
203	от своей	1	2
204	то в	2	2
205	в которой	2	2
206	бы не	1	2
207	и те	1	2
208	если он	2	2
209	в братьях	1	2
210	но на	1	2
211	и если	5	2
212	на его	2	2
213	не к	2	2
214	с собой	3	2
215	еще более	2	2
216	достоевского и	1	2
217	если я	1	2
218	не всегда	1	2
219	есть явление	1	2
220	чем в	1	2
221	должно быть	1	2
222	достоевского нет	1	2
223	в этих	5	2
224	точки зрения	14	2
225	нас не	1	2
226	в который	1	2
227	от его	1	2
228	то перед	2	2
229	но эта	2	2
230	которые в	1	2
231	сам он	1	2
232	быть лишь	1	2
233	что есть	1	2
234	в атмосфере	1	2
235	правда в	3	2
236	чем не	1	2
237	ничего не	1	2
238	жизни не	1	2
239	к ней	2	2
240	и любовь	1	2
241	связи с	3	2
242	как будто	11	2
243	в основе	1	2
244	нет ни	4	2
245	всегда есть	4	2
246	приходит к	2	2
247	верит в	2	2
248	можно было	4	2
249	есть также	1	2
250	по себе	11	2
251	в разных	4	2
252	и поэтому	1	2
253	и что	2	2
254	как ее	1	2
255	нас в	1	2
256	к нему	3	2
257	все время	2	2
258	только можно	1	2
259	мы видим	1	2
260	тот же	2	2
261	бы его	1	2
262	так что	6	2
263	же и	3	2
264	уже в	4	2
265	ни одного	1	2
266	о великом	2	2
267	себе в	3	2
268	не о	1	2
269	братьях карамазовых	1	2
270	не случайно	1	2
271	были бы	3	2
272	или иной	13	2
273	мы еще	1	2
274	всякого человека	1	2
275	что не	4	2
276	превращается в	1	2
277	человеческой жизни	5	2
278	в идиоте	2	2
279	познания добра	1	2
280	вместе с	5	2
281	к своему	2	2
282	такого рода	7	2
283	это есть	3	2
284	что же	1	2
285	да и	5	2
286	но для	1	2
287	сознания и	3	2
288	человек и	1	2
289	бы в	1	2
290	быть и	1	2
291	а в	4	2
292	к самому	1	2
293	это все	2	2
294	но этот	2	2
295	жизни а	1	2
296	бесконечную даль	2	1
297	лицом вечности	1	1
298	говорят о	1	1
299	и то	2	1
300	самом деле	3	1
301	тем большей	1	1
302	только потому	1	1
303	бы для	2	1
304	мере в	1	1
305	с идеей	1	1
306	перед лицом	1	1
307	почти всегда	2	1
308	ведь и	1	1
309	со своей	2	1
310	еще ниже	1	1
311	и формулировать	1	1
312	мы не	7	1
313	что если	1	1
314	не была	1	1
315	но по	2	1
316	во всю	1	1
317	говорить о	2	1
318	обращения с	1	1
319	и ее	4	1
320	в будущем	1	1
321	по новому	1	1
322	и этого	1	1
323	а еще	3	1
324	на них	1	1
325	в преступлении	1	1
326	и связь	1	1
327	можно и	1	1
328	тем как	1	1
329	а следовательно	1	1
330	есть ни	2	1
331	и все-таки	1	1
332	есть своя	1	1
333	значение и	1	1
334	не все	1	1
335	если в	1	1
336	для всякой	1	1
337	ромео и	1	1
338	нет и	2	1
339	своего сына	1	1
340	за пределы	2	1
341	сама по	2	1
342	для кого-то	1	1
343	степени есть	1	1
344	с этим	4	1
345	всем а	1	1
346	романах достоевского	1	1
347	это был	1	1
348	кто не	1	1
349	могли бы	1	1
350	и всецело	1	1
351	и как	3	1
352	я должен	1	1
353	вносит в	1	1
354	для которого	1	1
355	достоевского хотя	1	1
356	ни один	1	1
357	в целом	1	1
358	все эти	16	1
359	или во	1	1
360	поскольку в	1	1
361	ничего и	1	1
362	бы только	1	1
363	только один	2	1
364	какая-то особенная	1	1
365	на то	1	1
366	времен и	1	1
367	жизнью он	1	1
368	если для	1	1
369	все другие	1	1
370	перестает быть	2	1
371	они в	1	1
372	отношений между	1	1
373	у толстого	1	1
374	не могли	2	1
375	у пушкина	3	1
376	может существовать	2	1
377	имел бы	1	1
378	но все	3	1
379	что является	1	1
380	то чтобы	1	1
381	если жизнь	1	1
382	в другом	3	1
383	об этом	6	1
384	глава vii	1	1
385	а без	1	1
386	было бы	14	1
387	соблазны и	1	1
388	он есть	1	1
389	трудом и	1	1
390	всю свою	1	1
391	начала и	1	1
392	и тем	7	1
393	самостоятельное значение	1	1
394	от всякой	2	1
395	его мечта	1	1
396	с бесконечными	1	1
397	к которым	1	1
398	жизни то	1	1
399	этого не	2	1
400	с тем	4	1
401	заходящее солнце	1	1
402	эту тему	1	1
403	и уже	1	1
404	ветхого завета	1	1
405	как угодно	2	1
406	в чистом	2	1
407	бесконечные дали	2	1
408	данте и	4	1
409	на себя	1	1
410	достоевского но	1	1
411	бы на	1	1
412	но если	6	1
413	будет в	1	1
414	сознания но	1	1
415	как все	1	1
416	и без	6	1
417	в котором	2	1
418	с точки	11	1
419	человеком и	1	1
420	себе а	1	1
421	он весь	1	1
422	жизни с	1	1
423	признать что	1	1
424	должны были	1	1
425	она в	2	1
426	него тоже	1	1
427	и более	3	1
428	ставрогина в	1	1
429	достижение в	1	1
430	силы что	1	1
431	иной раз	1	1
432	но они	2	1
433	человечества и	1	1
434	как о	3	1
435	к этим	1	1
436	солнце в	1	1
437	в самых	3	1
438	и исчез	1	1
439	лжи и	1	1
440	на путях	2	1
441	следовательно и	1	1
442	существует она	1	1
443	на два	1	1
444	и весь	3	1
445	учения о	2	1
446	или как	1	1
447	глава v	1	1
448	и будущее	1	1
449	есть то	1	1
450	своей природе	1	1
451	на заходящее	1	1
452	на одной	1	1
453	ему и	1	1
454	в сознании	3	1
455	сами не	1	1
456	того же	2	1
457	до того	2	1
458	исторического процесса	1	1
459	и искусства	1	1
460	уже и	3	1
461	и делает	1	1
462	не мыслится	1	1
463	нуждаться в	1	1
464	легенда о	1	1
465	не могут	1	1
466	и часто	1	1
467	ее на	1	1
468	мало чем	1	1
469	сама жизнь	1	1
470	бы он	1	1
471	за его	1	1
472	отличается от	4	1
473	удивительно что	1	1
474	мысли о	1	1
475	образу и	1	1
476	по сравнению	1	1
477	и слишком	1	1
478	несет с	1	1
479	для себя	2	1
480	от человека	1	1
481	зосимы в	2	1
482	само понятие	2	1
483	всего этого	1	1
484	в ее	5	1
485	к нам	1	1
486	тем в	1	1
487	он с	2	1
488	человеческого сознания	2	1
489	говорили что	1	1
490	в пределах	2	1
491	и сам	1	1
492	вещи и	1	1
