N	2gram	Vygotskiy__3	RusskieA
1	и в	38	29
2	том что	14	22
3	в том	25	22
4	что в	20	22
5	как бы	14	18
6	состоит в	3	15
7	в других	1	15
8	и другие	2	14
9	так как	6	13
10	может быть	19	13
11	в этом	13	11
12	как и	8	11
13	одна из	4	11
14	не только	12	10
15	и с	1	10
16	все это	3	10
17	а на	1	9
18	о том	6	9
19	в некоторых	1	9
20	а в	7	9
21	его в	3	8
22	показывает что	2	8
23	но и	5	8
24	ее в	4	8
25	как в	4	7
26	данном случае	2	7
27	мы видели	6	7
28	представляют собой	2	7
29	или в	5	7
30	мы имеем	1	6
31	мы не	5	6
32	еще не	1	6
33	и на	6	6
34	при этом	4	6
35	таким образом	12	6
36	того чтобы	9	6
37	для нас	8	6
38	по полям	1	6
39	для того	8	6
40	с тем	8	6
41	вместе с	5	6
42	в данном	2	6
43	же в	2	6
44	и т	14	5
45	должна была	1	5
46	но не	1	5
47	но в	3	5
48	это не	1	5
49	т д	4	5
50	не может	7	5
51	к вам	1	5
52	потому что	14	5
53	для этого	2	5
54	и что	18	5
55	будто бы	1	5
56	или же	1	5
57	то что	35	5
58	с ней	1	5
59	к этому	3	5
60	же как	1	4
61	то же	10	4
62	видели что	2	4
63	не все	1	4
64	что по	3	4
65	уже не	2	4
66	их в	2	4
67	а затем	1	4
68	в них	3	4
69	далеко не	3	4
70	а за	1	4
71	в которых	6	4
72	не в	12	4
73	у нас	2	4
74	мы рассмотрим	2	4
75	так что	8	4
76	то и	3	4
77	в виде	2	4
78	из них	6	4
79	именно в	1	4
80	а не	7	4
81	о чем	1	4
82	так же	2	4
83	как это	6	4
84	предположить что	1	4
85	по существу	2	4
86	и все	10	4
87	в таком	3	4
88	и о	3	3
89	в ее	7	3
90	это показывает	1	3
91	что это	10	3
92	все эти	4	3
93	в этой	13	3
94	что она	16	3
95	главным образом	3	3
96	подобно тому	1	3
97	и по	2	3
98	на этом	5	3
99	и других	1	3
100	с другими	1	3
101	должен был	2	3
102	в эту	2	3
103	в этих	2	3
104	в котором	6	3
105	в отличие	1	3
106	но он	2	3
107	она не	6	3
108	в таких	1	3
109	не имеет	6	3
110	такие же	1	3
111	и другой	1	3
112	как мы	7	3
113	нас к	1	3
114	под именем	1	3
115	во всех	4	3
116	а именно	1	3
117	того что	4	3
118	что здесь	2	3
119	между тем	7	3
120	в качестве	2	3
121	за ним	1	3
122	друг друга	1	3
123	отличие от	1	3
124	тем что	3	3
125	что для	1	3
126	до конца	2	3
127	для этой	1	3
128	тому как	1	3
129	и там	1	3
130	было бы	12	3
131	но если	4	3
132	в воде	1	3
133	они представляют	1	2
134	прав когда	3	2
135	одним из	1	2
136	и то	8	2
137	тем и	1	2
138	на самом	2	2
139	это и	1	2
140	цветы и	1	2
141	так чтобы	1	2
142	на себя	1	2
143	между собой	2	2
144	это означало	1	2
145	это имеет	2	2
146	там и	1	2
147	природы и	1	2
148	с одной	6	2
149	очевидно что	2	2
150	с этим	8	2
151	она как	1	2
152	все же	8	2
153	и как	8	2
154	не было	1	2
155	не можем	4	2
156	та же	3	2
157	в которой	5	2
158	под ним	1	2
159	представляет собой	2	2
160	из этих	3	2
161	если он	4	2
162	чтобы они	1	2
163	не к	3	2
164	том чтобы	1	2
165	здесь мы	4	2
166	полагает что	3	2
167	не ясно	1	2
168	для них	1	2
169	из нее	2	2
170	должно быть	1	2
171	и еще	1	2
172	в своей	5	2
173	нас не	1	2
174	в их	1	2
175	не столько	1	2
176	должны были	2	2
177	при рассмотрении	1	2
178	была не	1	2
179	а иногда	1	2
180	что с	4	2
181	в то	3	2
182	дело не	2	2
183	принадлежат к	1	2
184	того как	3	2
185	никогда не	4	2
186	к ней	2	2
187	кроме того	1	2
188	что на	1	2
189	к таким	1	2
190	в момент	1	2
191	все то	7	2
192	когда мы	2	2
193	что при	1	2
194	говорит о	2	2
195	должен быть	3	2
196	в виду	4	2
197	вывод что	1	2
198	смерти в	1	2
199	то время	2	2
200	таком виде	2	2
201	можно было	1	2
202	не с	1	2
203	которые с	2	2
204	в глаза	2	2
205	с другой	7	2
206	у них	2	2
207	этому поводу	1	2
208	что и	4	2
209	в форме	1	2
210	бросается в	1	2
211	один из	6	2
212	совсем не	3	2
213	этот вопрос	1	2
214	и ее	2	2
215	по этому	1	2
216	есть в	2	2
217	на эту	1	2
218	одно из	2	2
219	представлений о	1	2
220	каждый из	1	2
221	заметить что	2	2
222	на две	1	2
223	смерти и	1	2
224	здесь в	2	2
225	а с	2	2
226	одной стороны	5	2
227	там где	6	2
228	совершенно очевидно	1	2
229	совершенно не	5	2
230	из которых	4	2
231	в течение	4	2
232	быть только	1	2
233	с этой	2	2
234	пока еще	1	2
235	и для	4	2
236	ногами и	1	2
237	только как	1	2
238	и при	1	2
239	из этого	8	2
240	в своих	4	2
241	это в	1	2
242	а между	1	1
243	ли мы	1	1
244	отношение к	1	1
245	ответить что	1	1
246	показать что	7	1
247	к этой	2	1
248	относятся к	1	1
249	и есть	1	1
250	этой теории	1	1
251	которую они	2	1
252	смысл этого	3	1
253	нас на	2	1
254	и до	1	1
255	что эти	4	1
256	очень много	1	1
257	применении к	1	1
258	с таким	1	1
259	мы уже	7	1
260	например в	2	1
261	она в	3	1
262	с теорией	1	1
263	что если	4	1
264	нас важно	1	1
265	которые своей	1	1
266	этот представляет	1	1
267	совпадает с	2	1
268	то это	2	1
269	чтобы у	1	1
270	в ней	15	1
