N	3gram	Bakhtin_Fr_7	Psycholo
1	в том что	3	11
2	и в самом	1	10
3	с точки зрения	3	9
4	то же самое	1	8
5	мы увидим что	1	7
6	мы видим что	1	7
7	с самого начала	1	6
8	все то что	3	6
9	о том что	1	3
10	мы уже говорили	3	3
11	и в этом	1	3
12	о том как	2	2
13	он говорит что	1	2
14	все же в	1	2
15	на самом деле	1	2
16	то что в	2	2
17	она не имеет	1	2
18	что у него	2	2
19	как мы видели	4	2
20	время как бы	1	2
21	по аналогии с	1	2
22	и все те	1	2
23	и в другом	1	2
24	при помощи которого	1	2
25	во всяком случае	1	2
26	в свою очередь	3	2
27	в данном случае	1	2
28	и в сущности	1	1
29	в мировой литературе	1	1
30	мы найдем в	2	1
31	житейских дел и	1	1
32	самом деле здесь	1	1
33	никакого отношения к	1	1
34	в той же	1	1
35	так что в	1	1
36	таким образом и	2	1
37	к тому же	1	1
38	мы сейчас увидим	2	1
39	смерти то есть	1	1
40	что в этом	1	1
41	героев древности и	1	1
42	имеем в виду	2	1
43	совсем не так	1	1
44	будем признать что	1	1
45	так например в	1	1
46	свое отражение в	1	1
47	с тем что	1	1
48	ближе он к	1	1
49	можно было бы	2	1
50	не в этом	1	1
51	и может быть	1	1
52	не могла не	1	1
53	по этому поводу	1	1
54	более или менее	2	1
55	в том и	1	1
56	от радости в	2	1
57	правильнее было бы	1	1
58	том что они	1	1
59	самый лучший и	1	1
60	мы уже указывали	1	1
61	и до наших	1	1
62	образом все то	1	1
63	имел в виду	1	1
64	и намека на	1	1
65	в этом отношении	2	1
66	найдем в ней	1	1
67	таким образом мы	1	1
68	мы уже видели	2	1
69	как и все	1	1
70	в применении к	1	1
71	это не есть	1	1
72	таким образом все	1	1
73	потому что он	1	1
74	уже говорили что	1	1
75	видим что в	1	1
